game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
68,BLOBS,False,6,HARES,----G,4,4,VOI,LOTUS,YY--G,4,3,LLM,SILOS,--YYG,4.0,3.0,VOI,BLOGS,GGG-G,1.0,1.0,LLM,BLOCS,GGG-G,1.0,1.0,VOI,BLOWS,GGG-G,1.0,1.0,LLM,0
69,DILLY,True,3,RATES,-----,5,5,VOI,BLIND,-YY-Y,5,5,LLM,DILLY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
70,GUTSY,True,4,ARISE,---G-,4,4,VOI,FLOSS,---G-,4,4,LLM,GYPSY,G--GG,2.0,2.0,VOI,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
71,TABOR,True,4,REALS,Y-Y--,5,5,VOI,CAPRI,-G-Y-,4,4,LLM,BAZAR,YG--G,3.0,3.0,VOI,TABOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
72,INLAY,True,4,ARISE,Y-Y--,5,5,VOI,HILDA,-YG-Y,4,4,LLM,MALIN,-YGYY,4.0,4.0,VOI,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
73,AHHHH,True,4,NEARS,--Y--,5,5,VOI,DALIT,-Y---,5,5,LLM,MOCHA,---GY,4.0,4.0,VOI,AHHHH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
74,ROUEN,True,3,SIENA,--YY-,5,4,VOI,ROGEN,GG-GG,1,1,LLM,ROUEN,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
75,BUENA,True,4,RACES,-Y-Y-,5,5,VOI,ALEXA,--G-G,3,3,LLM,MEENA,--GGG,2.0,2.0,VOI,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
76,MENON,True,4,EARNS,Y--Y-,5,4,VOI,TONED,-YGY-,4,4,LLM,MENLO,GGG-Y,2.0,2.0,VOI,MENON,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
77,TRASK,True,4,RATES,YYY-Y,5,4,VOI,START,YYGY-,4,4,LLM,TRASH,GGGG-,1.0,1.0,VOI,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,5,ASTER,YY---,5,4,VOI,LUCAS,--YYY,5,4,LLM,SHACK,Y-YY-,5.0,5.0,VOI,BASIC,-GGGY,2.0,2.0,LLM,CASIO,GGGGG,0.0,0.0,VOI,,,,,,0
79,VOILA,True,4,TALES,-YY--,5,5,VOI,BLACK,-YY--,5,5,LLM,APPLY,Y--G-,4.0,4.0,VOI,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
80,AURAL,True,5,TASER,-Y--Y,5,5,VOI,GRAIL,-YY-G,4,3,LLM,RURAL,-GGGG,1.0,1.0,VOI,MURAL,-GGGG,1.0,1.0,LLM,AURAL,GGGGG,0.0,0.0,VOI,,,,,,0
81,LEGER,True,5,OATES,---G-,4,4,VOI,RYDER,---GG,3,3,LLM,LINER,G--GG,2.0,2.0,VOI,LUGER,G-GGG,1.0,1.0,LLM,LEGER,GGGGG,0.0,0.0,VOI,,,,,,0
82,DALLY,True,5,AROSE,Y----,5,5,VOI,PALIN,-GG--,3,3,LLM,MALMÖ,-GG--,3.0,3.0,VOI,BALDY,-GGYG,2.0,2.0,LLM,DALLY,GGGGG,0.0,0.0,VOI,,,,,,0
83,INIGO,True,4,ARISE,--G--,4,4,VOI,CHILL,--G--,4,4,LLM,DOING,-YGYY,4.0,4.0,VOI,INIGO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
84,KRILL,True,5,LEANS,Y----,5,5,VOI,DILLY,-YYG-,4,3,LLM,CHILL,--GGG,2.0,2.0,VOI,TRILL,-GGGG,1.0,1.0,LLM,KRILL,GGGGG,0.0,0.0,VOI,,,,,,0
85,SNIDE,True,4,EARNS,Y--YY,5,5,VOI,SEVEN,GY--Y,4,4,LLM,SNIPE,GGG-G,1.0,1.0,VOI,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
86,LEWES,True,4,RAISE,---YY,5,5,VOI,COLES,--YGG,3,3,LLM,ELSES,YY-GG,3.0,3.0,VOI,LEWES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
87,TAMER,False,6,CARES,-GYG-,3,3,VOI,LAGER,-G-GG,2,2,LLM,BAYER,-G-GG,2.0,2.0,VOI,EATER,-GYGG,2.0,2.0,LLM,TAKER,GG-GG,1.0,1.0,VOI,TAPER,GG-GG,1.0,1.0,LLM,0
88,COTTA,True,5,STARE,-YY--,5,5,VOI,VOLTA,-G-GG,2,2,LLM,PONTA,-G-GG,2.0,2.0,VOI,GOTTA,-GGGG,1.0,1.0,LLM,COTTA,GGGGG,0.0,0.0,VOI,,,,,,0
89,CORBY,True,5,TALES,-----,5,5,VOI,MONDO,-G---,4,4,LLM,CORFU,GGG--,2.0,2.0,VOI,CORKY,GGG-G,1.0,1.0,LLM,CORBY,GGGGG,0.0,0.0,VOI,,,,,,0
90,POLIS,True,4,SNARE,Y----,5,5,VOI,BLOWS,-YY-G,4,4,LLM,KILOS,-YGYG,3.0,3.0,VOI,POLIS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
91,ROXAS,True,4,REALS,G-Y-G,3,3,VOI,RANKS,GY--G,3,3,LLM,ROJAS,GG-GG,1.0,1.0,VOI,ROXAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
92,RANCE,True,5,EARLS,YGY--,4,4,VOI,TAMER,-G-YY,4,4,LLM,FAIRE,-G-YG,3.0,3.0,VOI,RANGE,GGG-G,1.0,1.0,LLM,RANCE,GGGGG,0.0,0.0,VOI,,,,,,0
93,CARON,True,6,AIRES,Y-G--,4,4,VOI,MURAL,--GY-,4,4,LLM,DARTH,-GG--,3.0,3.0,VOI,FARGO,-GG-Y,3.0,3.0,LLM,BARON,-GGGG,1.0,1.0,VOI,CARON,GGGGG,0.0,0.0,LLM,0
94,SURYA,True,4,ARISE,YY-Y-,5,5,VOI,ROXAS,Y--YY,5,5,LLM,STARK,G-YY-,4.0,4.0,VOI,SURYA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
95,AGGIE,True,3,ARIES,G-YY-,4,3,VOI,ANGIE,G-GGG,1,1,LLM,AGGIE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
96,CAUSA,True,3,RATES,-G--Y,4,4,VOI,CASIO,GGY--,3,3,LLM,CAUSA,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
97,BAMBA,True,6,NEARS,--Y--,5,5,VOI,AHOLD,Y----,5,5,LLM,WAIFU,-G---,4.0,4.0,VOI,PAPPY,-G---,4.0,4.0,LLM,GAMMA,-GG-G,2.0,2.0,VOI,BAMBA,GGGGG,0.0,0.0,LLM,0
98,MAYNE,True,4,EARNS,YG-G-,3,3,VOI,LAYNE,-GGGG,1,1,LLM,JAYNE,-GGGG,1.0,1.0,VOI,MAYNE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
99,BOGGS,True,6,NEARS,----G,4,4,VOI,POLIS,-G--G,3,3,LLM,HOODS,-G--G,3.0,3.0,VOI,SOCKS,-G--G,3.0,3.0,LLM,BOGUS,GGG-G,1.0,1.0,VOI,BOGGS,GGGGG,0.0,0.0,LLM,0
100,FINNS,True,6,RATES,----G,4,4,VOI,COMBS,----G,4,4,LLM,SILKS,-G--G,3.0,3.0,VOI,HINDS,-GG-G,2.0,2.0,LLM,PINGS,-GG-G,2.0,2.0,VOI,FINNS,GGGGG,0.0,0.0,LLM,0
