Game_Number,Hybrid_codestral-22b_CSS_CoT,Hybrid_codestral-22b_CSS_ZeroShot,Hybrid_codestral-22b_Random_CoT,Hybrid_codestral-22b_Random_ZeroShot,Hybrid_codestral-22b_VOI_CoT,Hybrid_codestral-22b_VOI_ZeroShot,Hybrid_gemma-27b_CSS_CoT,Hybrid_gemma-27b_CSS_ZeroShot,Hybrid_gemma-27b_Random_CoT,Hybrid_gemma-27b_Random_ZeroShot,Hybrid_gemma-27b_VOI_CoT,Hybrid_gemma-27b_VOI_ZeroShot,Hybrid_granite-8b_CSS_CoT,Hybrid_granite-8b_CSS_ZeroShot,Hybrid_granite-8b_Random_CoT,Hybrid_granite-8b_Random_ZeroShot,Hybrid_granite-8b_VOI_CoT,Hybrid_granite-8b_VOI_ZeroShot,Hybrid_llama-3.1-70b_CSS_CoT,Hybrid_llama-3.1-70b_CSS_ZeroShot,Hybrid_llama-3.1-70b_Random_CoT,Hybrid_llama-3.1-70b_Random_ZeroShot,Hybrid_llama-3.1-70b_VOI_CoT,Hybrid_llama-3.1-70b_VOI_ZeroShot,Hybrid_llama-3.1-8b_CSS_CoT,Hybrid_llama-3.1-8b_CSS_ZeroShot,Hybrid_llama-3.1-8b_Random_CoT,Hybrid_llama-3.1-8b_Random_ZeroShot,Hybrid_llama-3.1-8b_VOI_CoT,Hybrid_llama-3.1-8b_VOI_ZeroShot,Hybrid_llama-3.3-70b_CSS_CoT,Hybrid_llama-3.3-70b_CSS_ZeroShot,Hybrid_llama-3.3-70b_Random_CoT,Hybrid_llama-3.3-70b_Random_ZeroShot,Hybrid_llama-3.3-70b_VOI_CoT,Hybrid_llama-3.3-70b_VOI_ZeroShot,Hybrid_mistral-7b_CSS_CoT,Hybrid_mistral-7b_CSS_ZeroShot,Hybrid_mistral-7b_Random_CoT,Hybrid_mistral-7b_Random_ZeroShot,Hybrid_mistral-7b_VOI_CoT,Hybrid_mistral-7b_VOI_ZeroShot,Hybrid_mistral-small_CSS_CoT,Hybrid_mistral-small_CSS_ZeroShot,Hybrid_mistral-small_Random_CoT,Hybrid_mistral-small_Random_ZeroShot,Hybrid_mistral-small_VOI_CoT,Hybrid_mistral-small_VOI_ZeroShot,Hybrid_nemotron-8b_CSS_CoT,Hybrid_nemotron-8b_CSS_ZeroShot,Hybrid_nemotron-8b_Random_CoT,Hybrid_nemotron-8b_Random_ZeroShot,Hybrid_nemotron-8b_VOI_CoT,Hybrid_nemotron-8b_VOI_ZeroShot,PureLLM_codestral-22b_CoT,PureLLM_codestral-22b_ZeroShot,PureLLM_gemma-27b_CoT,PureLLM_gemma-27b_ZeroShot,PureLLM_gpt-oss-120b_CoT,PureLLM_gpt-oss-120b_ZeroShot,PureLLM_gpt-oss-20b_CoT,PureLLM_gpt-oss-20b_ZeroShot,PureLLM_granite-8b_CoT,PureLLM_granite-8b_ZeroShot,PureLLM_llama-3.1-70b_CoT,PureLLM_llama-3.1-70b_ZeroShot,PureLLM_llama-3.1-8b_CoT,PureLLM_llama-3.1-8b_ZeroShot,PureLLM_llama-3.3-70b_CoT,PureLLM_llama-3.3-70b_ZeroShot,PureLLM_mistral-7b_CoT,PureLLM_mistral-7b_ZeroShot,PureLLM_mistral-small_CoT,PureLLM_mistral-small_ZeroShot,PureLLM_nemotron-8b_CoT,PureLLM_nemotron-8b_ZeroShot,Pure_Algo_css,Pure_Algo_css_then_voi,Pure_Algo_css_voi_alternating,Pure_Algo_pure_random,Pure_Algo_random,Pure_Algo_voi,Pure_Algo_voi_css_alternating,Pure_Algo_voi_then_css
11,2,5,5,5,5,5,4,4,4,4,5,4,5,5,4,5,4,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,4,4,5,4,4,5,5,3,3,3,5,3,3,5,3,5,5,5,5,5,4,5,4,5,5,5,5
12,5,5,5,5,4,5,4,3,5,3,4,3,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,3,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,2,3,4,3,4,4,5,5
13,4,5,5,5,4,3,4,4,5,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,5,4,4,3,5,5,3,4
14,4,5,5,5,2,4,4,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,4,4,4,5,4,4,4,4,4,5,4,2,5,4,3,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,4,3,2,5,5,5,5,4
15,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,5,5,5,3,4,5,5,5,5,5,5,5,4,3,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,4,5,4,5,4,5,5,4,5,5,5,4,3,4,5,5,5
16,5,5,3,5,4,3,5,3,4,3,3,3,3,3,5,5,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,3,3,5,3,3,5,3,4,3,3,5,5,5,4,3,3,4,5,3,5,3,4,4,3,3,4,4,3,4,4,4,5,4,5,3,5,4,4,4,4,4,5,5,5,5
17,5,4,4,5,5,3,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5
18,5,5,5,5,4,5,4,2,4,2,5,2,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,3,3,5,4,5,3,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,2,4,5,5,5,5,4,4,5,5,4,5,5,5,4,5,4,5,4,4,4,2,4,5,5,5,4
19,5,4,5,5,5,4,5,4,5,4,5,4,5,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,3,5,4,5,5,5,4,5
20,5,3,5,5,5,4,4,3,4,3,5,3,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,4,5,4,5,4,4,5,5,4,4,4,4,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,5,4,5,5,5,5,5,4
21,5,3,3,5,4,4,5,3,4,3,5,3,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,3,3,4,3,4,5,5,5,4,3,4,5,5,3,5,5,4,5,5,5,4,4,5,4,5,4,4,5,5,4,4,3,5,4,3,5,4,4,4,5
22,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4
23,5,4,5,5,5,4,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,4,4,3,5,4,2,4,4,4,4,3,3,3,4,4,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,3,4,5,5
24,5,4,4,4,4,4,5,2,5,2,4,2,5,5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,3,5,4,4,3,4,3,5,3,2,4,5,4,4,3,3,4,5,4,5,4,5,5,5,5,4,4,4,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,4,5
25,4,5,4,5,4,5,5,4,3,4,4,4,3,5,3,5,3,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5,5,4,4,4,5,5,4,5,3,5,4,4,5,4,5,5,5,5,3,5,3,3,4,5,4,5,4,5,5,3,3,5,5,4,5,5,5,4
26,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5
27,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,4,4,5,4,5
28,4,5,5,5,4,4,4,4,5,4,5,4,4,5,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,2,3,3,3,3,5,3,4,5,5,5,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5
29,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
30,4,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,4,4,5,5,4,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,4,4,3,4
31,5,5,5,5,4,5,5,4,5,4,3,4,5,5,3,4,3,3,5,5,4,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,3
32,4,5,4,3,4,5,5,3,4,3,4,3,5,5,5,4,5,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,4,3,5,3,4,3,4,5,5,5,5,5,4,3,5,4,4,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,5
33,5,2,5,5,4,3,5,3,4,3,5,3,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,3,3,5,4,5,4,5,2,5,3,5,4,5,3,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,3,5,5,5,5,5,4
34,5,4,5,4,5,4,5,5,3,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,4,3,4,5,4,5,4,5,5,5,4,5,5,3,5,4,5,3,5,4,5,5,5,5,4,3,5,5,3,3,5,4,5,4,5,4,4,4,4,4,5
35,5,4,5,3,5,4,4,3,5,3,5,3,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,5,4,4,4,3,3,4,5,4,4,5,3,4,3,5,4,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,4,3,3,4,3,4,4,5
36,4,5,4,5,5,4,4,5,4,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,4,5,5,4,4,5
37,4,4,4,5,4,4,4,4,5,4,5,4,5,4,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,4,5,3,5,4,4,4,5,5,4,4,5,5,5,5,5,4,5,4,4,5,4,3,4
38,5,5,4,5,5,5,5,3,5,3,5,3,4,4,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,4,5,4,4,4,4,5,4,4,5,5,4,5,4,5,5,5,4,5,5,5,4,5
39,5,5,5,5,4,5,5,3,5,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,4,4,5,5,4,5,5,5,4,4,5,5,3,5,4,5,4,5,5,5,5,5,5,3,5,3,4,5,4,5,5,5,4,4,5,4,5,5,5
40,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4
41,5,5,5,5,4,4,4,5,4,5,5,5,4,5,4,0,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,4,5,4,5,5,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,4
42,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,5,4,5,5,4,5,4,5,5,5,4,4,5,5,5,4,5,5,4,3,5,5,5,5,4,4,4,5,4,4,5,4,4,4,5,5,5,4,5,4,5,5,5,4
43,4,4,5,4,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,4,4,5,5,4,5,3,5,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,4
44,3,4,3,4,4,5,5,4,5,4,3,4,5,5,5,5,3,5,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,4,3,5,5,5,3,5,4,4,5,5,4,4,5,5,5,5,4,4,5,5,3,5,4,5,5,5,5,5,5,4,4,5,5,4,5,3,5,5,5,5,4,4,4,4,5,5,4,5
45,3,5,4,5,4,5,4,4,5,4,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,5,5,3,4,5,5,5,5,4,5,5,2,5,5,4,5,5,4,4,5,5,5,5,5,5,4,4,5,4,5,3,5,4,4,5,4,5,5,3,5,5,3,5,5,2,5
46,4,4,5,5,5,4,5,4,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,4,4,4,3,4,4,2,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,5,3,5,4,5,2,5
47,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4
48,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,3,4,5,4,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5
49,4,4,4,3,5,5,5,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,4,5,4,5,4,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,3,4,5,5,5,5,4,5
50,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,5,4,5,4,5,5,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,4,5,4,4,5,3,3,5,4,5,4,5,5,5,5
51,4,3,4,5,4,4,5,3,5,3,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,3,4,5,4,5,3,4,4,5,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,3,4,3
52,5,5,5,5,5,4,5,4,5,5,4,5,2,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5
53,5,5,5,4,5,4,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,5,5,5,4,4,4,5,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,4,4,5,5,4,5,5,5,5,4,5
54,5,5,5,5,4,5,4,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,3,5,5,3,5,2,5,5,4,4
55,5,4,5,4,4,3,4,3,5,3,5,3,4,5,5,4,5,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,3,5,3,3,2,3,5,4,3,3,4,5,3,3,4,4,5,5,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,2,4,5,4,4,3
56,4,5,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,5,4,4,4,4,4,5,4,3,5,4,4,4,3,4,5,3,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,3,5,4,4
57,5,5,4,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,4,5,4,5,5,3,5,4,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,4,5,4,4
58,5,5,5,4,5,5,5,5,5,5,5,5,3,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,5,4,5,4,5,5,5,5,3,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,3,5,3,3,3,5,5,4,4,4,5,4,4,4,5,4,5,5,3
59,5,5,5,4,5,3,5,4,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,3,5,4,5,4,5,5,5,4,5,5,5,5,5,2,5,5,5,3,5,5,4,4,5,4,4,5,4,5,5,3
60,5,5,4,4,5,5,5,5,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5
61,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4
