game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
49,RYDER,True,4,CRANE,-Y--Y,5,4,LLM,FIRED,--YGY,4,4,CSS,OLDER,--GGG,2.0,2.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,269,95.22117605258484,269,8,97.02602230483272,8,1,87.5,1,1,0.0,,,,,,
50,MOTIF,True,5,CRANE,-----,5,5,LLM,GOWDY,-G---,4,4,CSS,BOILS,-GY--,4.0,4.0,LLM,VOMIT,-GYGY,3.0,3.0,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,5629,540,90.4068218155978,540,74,86.29629629629629,74,2,97.2972972972973,2,1,50.0,1,1,0.0,,,
51,RAVEN,True,2,CRANE,-YYYY,5,3,LLM,RAVEN,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,10,99.82234855214071,10,1,90.0,,,,,,,,,,,,
52,REICH,True,3,CRANE,YY--Y,5,5,LLM,PERCY,-GYG-,3,3,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1,1,0.0,,,,,,,,,
53,ICONS,True,3,CRANE,Y--G-,4,4,LLM,UCONN,-GGG-,2,2,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,3,99.94670456564221,3,1,66.66666666666666,1,1,0.0,,,,,,,,,
54,SILKY,True,4,ADIEU,--Y--,5,5,LLM,MOTIF,---Y-,5,5,CSS,RINKS,-G-GY,3.0,3.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,299,94.68822170900692,299,83,72.24080267558529,83,1,98.79518072289156,1,1,0.0,,,,,,
55,CARVE,True,3,CRANE,GYY-G,3,3,LLM,CARPE,GGG-G,1,1,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,4,99.92893942085628,4,2,50.0,2,1,50.0,,,,,,,,,
56,LAGER,False,6,CRANE,-YY-Y,5,4,LLM,ALERT,YYYY-,5,3,CSS,LAYER,GG-GG,1.0,1.0,LLM,LAZER,GG-GG,1.0,1.0,CSS,LASER,GG-GG,1.0,1.0,LLM,LAVER,GG-GG,1.0,1.0,CSS,5629,125,97.77935690175875,125,16,87.2,16,6,62.5,6,5,16.666666666666664,5,4,20.0,4,3,25.0
57,JERKS,True,5,CRANE,-Y--Y,5,5,LLM,RYDER,Y--Y-,5,5,CSS,HERBS,-GG-G,2.0,2.0,LLM,PERKS,-GGGG,1.0,1.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,5629,269,95.22117605258484,269,46,82.8996282527881,46,6,86.95652173913044,6,1,83.33333333333334,1,1,0.0,,,
58,LOTUS,True,5,CRANE,-----,5,5,LLM,MOODY,-G---,4,4,CSS,SOILS,-G-YG,3.0,3.0,LLM,FOLKS,-GY-G,3.0,3.0,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,5629,540,90.4068218155978,540,47,91.2962962962963,47,6,87.2340425531915,6,1,83.33333333333334,1,1,0.0,,,
59,LACEY,True,4,CRANE,Y-Y-Y,5,4,LLM,FACES,-GGG-,2,2,CSS,LACED,GGGG-,1.0,1.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,19,99.66246224906733,19,3,84.21052631578947,3,1,66.66666666666666,1,1,0.0,,,,,,
60,TUDOR,True,3,CRANE,-Y---,5,5,LLM,DIRTY,Y-YY-,5,5,CSS,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,194,96.55356191152958,194,1,99.48453608247422,1,1,0.0,,,,,,,,,
61,QUOTA,True,5,CRANE,--Y--,5,5,LLM,TAMPA,Y---G,4,4,CSS,VISTA,---GG,3.0,3.0,LLM,LOTTA,-Y-GG,3.0,3.0,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,5629,448,92.04121513590336,448,9,97.99107142857143,9,4,55.55555555555556,4,1,75.0,1,1,0.0,,,
62,MOURN,True,4,CRANE,-Y-Y-,5,5,LLM,BORON,-GY-G,3,3,CSS,RONIN,YG--G,3.0,3.0,LLM,MOURN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,32,99.43151536685025,32,3,90.625,3,1,66.66666666666666,1,1,0.0,,,,,,
63,PROMO,True,4,CRANE,-G---,4,4,LLM,BROTH,-GG--,3,3,CSS,PROOF,GGGY-,2.0,2.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,93,98.34784153490851,93,23,75.26881720430107,23,2,91.30434782608695,2,1,50.0,,,,,,
64,CASTE,True,2,CRANE,G-Y-G,3,3,LLM,CASTE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,5,99.91117427607034,5,1,80.0,,,,,,,,,,,,
65,CAPRI,True,3,CRANE,GYY--,4,4,LLM,CARLA,GGY--,3,3,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,23,99.59140166992361,23,3,86.95652173913044,3,1,66.66666666666666,,,,,,,,,
66,ALIAS,True,5,CRANE,--Y--,5,5,LLM,LOTTA,Y---Y,5,5,CSS,VALID,-YYY-,5.0,3.0,LLM,ALIBI,GGG--,2.0,2.0,CSS,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,5629,448,92.04121513590336,448,77,82.8125,77,4,94.8051948051948,4,1,75.0,1,1,0.0,,,
67,PADDY,True,5,CRANE,--Y--,5,5,LLM,MAILS,-G---,4,4,CSS,FATTY,-G--G,3.0,3.0,LLM,BAWDY,-G-GG,2.0,2.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,,,,,,5629,448,92.04121513590336,448,42,90.625,42,10,76.19047619047619,10,3,70.0,3,1,66.66666666666666,,,
68,BLOBS,True,5,CRANE,-----,5,5,LLM,MULTI,--Y--,5,5,CSS,FLOOD,-GG--,3.0,3.0,LLM,GLOWS,-GG-G,2.0,2.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,5629,540,90.4068218155978,540,34,93.7037037037037,34,8,76.47058823529412,8,1,87.5,1,1,0.0,,,
69,DILLY,False,6,CRANE,-----,5,5,LLM,GLOBO,-Y---,5,5,CSS,SILLY,-GGGG,1.0,1.0,LLM,HILLY,-GGGG,1.0,1.0,CSS,WILLY,-GGGG,1.0,1.0,LLM,LILLY,-GGGG,1.0,1.0,CSS,5629,540,90.4068218155978,540,62,88.51851851851852,62,7,88.70967741935483,7,6,14.285714285714285,6,5,16.666666666666664,5,4,20.0
70,GUTSY,True,5,CRANE,-----,5,5,LLM,WOODS,----Y,5,5,CSS,FLUSH,--YG-,4.0,4.0,LLM,JITSU,--GGY,3.0,3.0,CSS,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,5629,540,90.4068218155978,540,60,88.88888888888889,60,4,93.33333333333333,4,1,75.0,1,1,0.0,,,
71,TABOR,True,5,CRANE,-YY--,5,5,LLM,PARTY,-GYY-,4,4,CSS,TATAR,GG--G,2.0,2.0,LLM,TAHIR,GG--G,2.0,2.0,CSS,TABOR,GGGGG,0.0,0.0,LLM,,,,,,5629,227,95.96731213359388,227,8,96.47577092511013,8,2,75.0,2,1,50.0,1,1,0.0,,,
72,INLAY,True,4,CRANE,--YY-,5,5,LLM,SANTA,-YY--,5,4,CSS,WOMAN,---GY,4.0,4.0,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,225,96.00284242316575,225,34,84.88888888888889,34,1,97.05882352941177,1,1,0.0,,,,,,
73,AHHHH,True,5,CRANE,--Y--,5,5,LLM,PADUA,-Y---,5,5,CSS,ALLOW,G----,4.0,4.0,LLM,AMISH,G---G,3.0,3.0,CSS,AHHHH,GGGGG,0.0,0.0,LLM,,,,,,5629,448,92.04121513590336,448,49,89.0625,49,8,83.6734693877551,8,1,87.5,1,1,0.0,,,
74,ROUEN,True,3,CRANE,-Y-YY,5,4,LLM,SENOR,-YYYY,5,5,CSS,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,55,99.02291703677385,55,3,94.54545454545455,3,1,66.66666666666666,,,,,,,,,
75,BUENA,True,5,CRANE,--YGY,4,4,LLM,SENNA,-Y-GG,3,3,CSS,HYENA,--GGG,2.0,2.0,LLM,ELENA,--GGG,2.0,2.0,CSS,BUENA,GGGGG,0.0,0.0,LLM,,,,,,5629,12,99.78681826256884,12,3,75.0,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
76,MENON,True,5,CRANE,---YY,5,5,LLM,DENIS,-GG--,3,3,CSS,TENET,-GG--,3.0,3.0,LLM,MENLO,GGG-Y,2.0,2.0,CSS,MENON,GGGGG,0.0,0.0,LLM,,,,,,5629,173,96.9266299520341,173,10,94.21965317919076,10,5,50.0,5,1,80.0,1,1,0.0,,,
77,TRASK,True,5,CRANE,-GG--,3,3,LLM,WRATH,-GGY-,3,3,CSS,TRAIL,GGG--,2.0,2.0,LLM,TRAMP,GGG--,2.0,2.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,5629,51,99.09397761591757,51,11,78.43137254901961,11,6,45.45454545454545,6,2,66.66666666666666,2,1,50.0,,,
78,CASIO,True,3,CRANE,G-Y--,4,4,LLM,COSTA,GYG-Y,3,3,CSS,CASIO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,33,99.41375022206431,33,1,96.96969696969697,1,1,0.0,,,,,,,,,
79,VOILA,True,4,CRANE,--Y--,5,5,LLM,ASHBY,Y----,5,5,CSS,PIOUS,-YY--,5.0,5.0,LLM,VOILA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,448,92.04121513590336,448,116,74.10714285714286,116,2,98.27586206896551,2,1,50.0,,,,,,
80,AURAL,True,5,CRANE,-YY--,5,4,LLM,TABOR,-Y--Y,5,5,CSS,RURAL,-GGGG,1.0,1.0,LLM,MURAL,-GGGG,1.0,1.0,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,5629,227,95.96731213359388,227,20,91.18942731277532,20,2,90.0,2,1,50.0,1,1,0.0,,,
81,LEGER,False,6,CRANE,-Y--Y,5,5,LLM,JERKS,-GY--,4,4,CSS,REFER,-G-GG,2.0,2.0,LLM,DETER,-G-GG,2.0,2.0,CSS,LEVER,GG-GG,1.0,1.0,LLM,LEPER,GG-GG,1.0,1.0,CSS,5629,269,95.22117605258484,269,39,85.50185873605948,39,10,74.35897435897436,10,7,30.0,7,2,71.42857142857143,2,1,50.0
82,DALLY,True,5,CRANE,--Y--,5,5,LLM,VOILA,---GY,4,4,CSS,FAULT,-G-G-,3.0,3.0,LLM,BADLY,-GYGG,2.0,2.0,CSS,DALLY,GGGGG,0.0,0.0,LLM,,,,,,5629,448,92.04121513590336,448,24,94.64285714285714,24,12,50.0,12,1,91.66666666666666,1,1,0.0,,,
83,INIGO,True,4,CRANE,---Y-,5,5,LLM,KUNIS,--YY-,5,4,CSS,ONION,YGG--,3.0,3.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,171,96.96216024160597,171,11,93.56725146198829,11,1,90.9090909090909,1,1,0.0,,,,,,
84,KRILL,True,4,CRANE,-G---,4,4,LLM,PROMO,-G---,4,4,CSS,TRITS,-GG--,3.0,3.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,93,98.34784153490851,93,31,66.66666666666666,31,5,83.87096774193549,5,1,80.0,,,,,,
85,SNIDE,True,2,CRANE,---YG,4,4,LLM,SNIDE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,30,99.4670456564221,30,1,96.66666666666667,,,,,,,,,,,,
86,LEWES,True,5,CRANE,----Y,5,5,LLM,DYKES,---GG,3,3,CSS,HOMES,---GG,3.0,3.0,LLM,ELSES,YY-GG,3.0,3.0,CSS,LEWES,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,72,84.44924406047517,72,34,52.77777777777778,34,1,97.05882352941177,1,1,0.0,,,
87,TAMER,True,5,CRANE,-YY-Y,5,4,LLM,LAKER,-G-GG,2,2,CSS,WAVER,-G-GG,2.0,2.0,LLM,MATER,YGYGG,2.0,2.0,CSS,TAMER,GGGGG,0.0,0.0,LLM,,,,,,5629,125,97.77935690175875,125,34,72.8,34,28,17.647058823529413,28,1,96.42857142857143,1,1,0.0,,,
