game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
11,YOUNG,True,3,ARISE,-----,5,5,LLM,MONTY,-GY-Y,4,4,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,265,95.29223663172854,265,1,99.62264150943396,1,1,0.0,,,,,,,,,
12,MEANS,True,4,AUDIO,Y----,5,5,LLM,HEALS,-GG-G,2,2,CSS,TEAMS,-GGYG,2.0,2.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1056,81.24000710605792,1056,26,97.53787878787878,26,2,92.3076923076923,2,1,50.0,,,,,,
13,TRUTH,True,6,ARISE,-G---,4,4,LLM,GROOT,-G--Y,4,4,CSS,TRUMP,GGG--,2.0,2.0,LLM,TRUCK,GGG--,2.0,2.0,CSS,TRUDY,GGG--,2.0,2.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,5629,66,98.82750044412862,66,6,90.9090909090909,6,5,16.666666666666664,5,3,40.0,3,1,66.66666666666666,1,1,0.0
14,FIRED,True,4,ARISE,-YY-Y,5,4,LLM,TIMER,-G-GY,3,3,CSS,RILED,YG-GG,2.0,2.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,62,98.89856102327234,62,7,88.70967741935483,7,3,57.14285714285714,3,1,66.66666666666666,,,,,,
15,FOLKS,True,4,ARISE,---Y-,5,5,LLM,COLTS,-GG-G,2,2,CSS,GOLDS,-GG-G,2.0,2.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,277,95.07905489429739,277,10,96.38989169675091,10,5,50.0,5,1,80.0,,,,,,
16,CHILE,True,3,ARISE,--G-G,3,3,LLM,CLINE,GYG-G,2,2,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,27,99.52034109077988,27,1,96.29629629629629,1,1,0.0,,,,,,,,,
17,BLACK,True,4,ARISE,Y----,5,5,LLM,TONAL,---YY,5,5,CSS,CHALK,Y-GYG,3.0,3.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,389,93.08935867827323,389,35,91.00257069408741,35,2,94.28571428571428,2,1,50.0,,,,,,
18,GRANT,True,2,ARISE,YG---,4,4,LLM,GRANT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,55,99.02291703677385,55,1,98.18181818181819,,,,,,,,,,,,
19,MEALS,True,2,ARISE,Y--YY,5,5,LLM,MEALS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,142,97.47734944039794,142,1,99.29577464788733,,,,,,,,,,,,
20,CREAM,True,5,ARISE,YG--Y,4,4,LLM,TREAD,-GGG-,2,2,CSS,BREAK,-GGG-,2.0,2.0,LLM,OREAL,-GGG-,2.0,2.0,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,5629,15,99.73352282821105,15,6,60.0,6,2,66.66666666666666,2,1,50.0,1,1,0.0,,,
21,AWAKE,True,4,SORRY,-----,5,5,LLM,LADEN,-Y-Y-,5,4,CSS,AGATE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1142,79.71220465446794,1142,44,96.14711033274956,44,2,95.45454545454545,2,1,50.0,,,,,,
22,OCCUR,True,3,ARISE,-Y---,5,5,LLM,CURRY,YYY--,5,4,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,108,98.08136436311956,108,2,98.14814814814815,2,1,50.0,,,,,,,,,
23,YEARS,True,4,SLATE,Y-G-Y,4,4,LLM,REAMS,YGG-G,2,2,CSS,FEARS,-GGGG,1.0,1.0,LLM,YEARS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,25,99.55587138035175,25,8,68.0,8,7,12.5,7,1,85.71428571428571,,,,,,
24,GRADE,True,5,ARISE,YG--G,3,3,LLM,TRACE,-GG-G,2,2,CSS,GRAVE,GGG-G,1.0,1.0,LLM,GRAZE,GGG-G,1.0,1.0,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,5629,18,99.68022739385326,18,9,50.0,9,3,66.66666666666666,3,2,33.33333333333333,2,1,50.0,,,
25,CHILL,True,4,ARISE,--G--,4,4,LLM,CLINT,GYG--,3,3,CSS,CHILD,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,78,98.61431870669746,78,3,96.15384615384616,3,2,33.33333333333333,2,1,50.0,,,,,,
26,FLOOD,True,4,ARISE,-----,5,5,LLM,LOONY,YYG--,4,3,CSS,BLOOD,-GGGG,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,265,95.29223663172854,265,5,98.11320754716981,5,1,80.0,1,1,0.0,,,,,,
27,APPLY,True,3,ARISE,G----,4,4,LLM,ALTON,GY---,4,4,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,66,98.82750044412862,66,5,92.42424242424242,5,1,80.0,,,,,,,,,
28,SMILE,True,4,ARISE,--GYG,3,3,LLM,SPINE,G-G-G,2,2,CSS,SLICE,GYG-G,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,19,99.66246224906733,19,8,57.89473684210527,8,1,87.5,1,1,0.0,,,,,,
29,KNOCK,True,3,ARISE,-----,5,5,LLM,LUNCH,--YG-,4,4,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,265,95.29223663172854,265,1,99.62264150943396,1,1,0.0,,,,,,,,,
30,SLEEP,True,4,ARISE,---YY,5,5,LLM,STEEN,G-GG-,2,2,CSS,SWEEP,G-GGG,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,256,95.45212293480192,256,5,98.046875,5,2,60.0,2,1,50.0,,,,,,
31,BRICK,True,4,ARISE,-GG--,3,3,LLM,PRINT,-GG--,3,3,CSS,GRILL,-GG--,3.0,3.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,29,99.48481080120803,29,10,65.51724137931035,10,3,70.0,3,1,66.66666666666666,,,,,,
32,WROTE,True,3,ARNOT,-G-YY,4,3,LLM,TROPE,YGG-G,2,2,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,11,99.80458340735477,11,1,90.9090909090909,1,1,0.0,,,,,,,,,
33,RATED,True,5,SALMI,-G---,4,4,LLM,CARNE,-GY-Y,4,4,CSS,WAFER,-G-GY,3.0,3.0,LLM,RAGED,GG-GG,1.0,1.0,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,5629,327,94.19079765500089,327,28,91.43730886850153,28,5,82.14285714285714,5,4,20.0,4,1,75.0,,,
34,ALERT,True,3,ARISE,GY--Y,4,4,LLM,ADLER,G-YYY,4,2,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,15,99.73352282821105,15,1,93.33333333333333,1,1,0.0,,,,,,,,,
35,CAGES,False,6,ARISE,Y--YY,5,4,LLM,SEALS,-YY-G,4,4,CSS,PANES,-G-GG,2.0,2.0,LLM,MATES,-G-GG,2.0,2.0,CSS,WAKES,-G-GG,2.0,2.0,LLM,FAVES,-G-GG,2.0,2.0,CSS,5629,142,97.47734944039794,142,50,64.7887323943662,50,41,18.0,41,22,46.34146341463415,22,12,45.45454545454545,12,5,58.333333333333336
36,TEDDY,True,3,ARISE,----Y,5,5,LLM,OLDEN,--GY-,4,4,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,270,95.2034109077989,270,1,99.62962962962963,1,1,0.0,,,,,,,,,
37,COLES,False,6,ARISE,---YY,5,5,LLM,TEENS,-Y--G,4,4,CSS,BUSES,---GG,3.0,3.0,LLM,MYLES,--GGG,2.0,2.0,CSS,HOLES,-GGGG,1.0,1.0,LLM,FOLES,-GGGG,1.0,1.0,CSS,5629,256,95.45212293480192,256,53,79.296875,53,26,50.943396226415096,26,4,84.61538461538461,4,3,25.0,3,2,33.33333333333333
38,HWANG,True,4,ARISE,Y----,5,5,LLM,MAHAL,-YY--,5,5,CSS,CHAND,-YGG-,3.0,3.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,389,93.08935867827323,389,17,95.62982005141389,17,2,88.23529411764706,2,1,50.0,,,,,,
39,WRATH,True,4,ARISE,YG---,4,4,LLM,GRANT,-GG-Y,3,3,CSS,TRACK,YGG--,3.0,3.0,LLM,WRATH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,55,99.02291703677385,55,6,89.0909090909091,6,1,83.33333333333334,1,1,0.0,,,,,,
40,MACHO,True,4,AUDIO,Y---G,4,4,LLM,CARLO,YG--G,3,3,CSS,NACHO,-GGGG,1.0,1.0,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,52,99.07621247113164,52,8,84.61538461538461,8,1,87.5,1,1,0.0,,,,,,
41,LOPEZ,True,4,ARISE,----Y,5,5,LLM,TEENY,-Y---,5,5,CSS,LOVED,GG-G-,2.0,2.0,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,270,95.2034109077989,270,38,85.92592592592592,38,1,97.36842105263158,1,1,0.0,,,,,,
42,GOODY,True,6,ARISE,-----,5,5,LLM,COLBY,-G--G,3,3,CSS,HONKY,-G--G,3.0,3.0,LLM,MOODY,-GGGG,1.0,1.0,CSS,WOODY,-GGGG,1.0,1.0,LLM,GOODY,GGGGG,0.0,0.0,CSS,5629,265,95.29223663172854,265,22,91.69811320754717,22,13,40.909090909090914,13,2,84.61538461538461,2,1,50.0,1,1,0.0
43,BROTH,True,4,ARISE,-G---,4,4,LLM,GROOT,-GG-Y,3,3,CSS,TROLL,YGG--,3.0,3.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,66,98.82750044412862,66,3,95.45454545454545,3,2,33.33333333333333,2,1,50.0,,,,,,
44,VERDE,True,4,ARISE,-Y--G,4,4,LLM,NORTE,--G-G,3,3,CSS,PURGE,--G-G,3.0,3.0,LLM,VERDE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,60,98.9340913128442,60,9,85.0,9,3,66.66666666666666,3,1,66.66666666666666,,,,,,
45,TAMED,True,4,ARISE,Y---Y,5,5,LLM,LADEN,-GYG-,3,3,CSS,TAXED,GG-GG,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,184,96.73121335938887,184,27,85.32608695652173,27,2,92.5925925925926,2,1,50.0,,,,,,
46,LEAFS,True,5,ARISE,Y--YY,5,5,LLM,TALES,-YYYG,4,4,CSS,PLEAS,-YYYG,4.0,2.0,LLM,DEALS,-GGYG,2.0,2.0,CSS,LEAFS,GGGGG,0.0,0.0,LLM,,,,,,5629,142,97.47734944039794,142,11,92.25352112676056,11,8,27.27272727272727,8,3,62.5,3,1,66.66666666666666,,,
47,YACHT,True,4,ARISE,Y----,5,5,LLM,LANKA,-G---,4,4,CSS,CATCH,YGY-Y,4.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,389,93.08935867827323,389,47,87.91773778920309,47,1,97.87234042553192,1,1,0.0,,,,,,
48,MESSY,True,3,ARISE,---GY,4,4,LLM,CHESS,--YGY,4,3,CSS,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,13,99.76905311778292,13,1,92.3076923076923,1,1,0.0,,,,,,,,,
49,RYDER,True,3,ARISE,-Y--Y,5,4,LLM,LEROY,-YY-Y,5,5,CSS,RYDER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,189,96.64238763545923,189,5,97.35449735449735,5,1,80.0,,,,,,,,,
50,MOTIF,True,4,ARISE,--Y--,5,5,LLM,LINGO,-Y--Y,5,5,CSS,TOPIC,YG-G-,3.0,3.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,201,96.42920589802807,201,10,95.02487562189054,10,2,80.0,2,1,50.0,,,,,,
51,RAVEN,True,3,AUDIO,Y----,5,5,LLM,TASER,-G-GY,3,3,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1056,81.24000710605792,1056,9,99.14772727272727,9,1,88.88888888888889,,,,,,,,,
52,REICH,True,2,ARISE,-YG-Y,4,4,LLM,REICH,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,7,99.87564398649849,7,1,85.71428571428571,,,,,,,,,,,,
53,ICONS,True,3,ARISE,--YY-,5,5,LLM,LINKS,-YY-G,4,4,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,123,97.81488719133061,123,2,98.3739837398374,2,1,50.0,,,,,,,,,
54,SILKY,True,4,AUDIO,---Y-,5,5,LLM,RITES,-G--Y,4,4,CSS,FISHY,-GY-G,3.0,3.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,584,89.62515544501687,584,10,98.28767123287672,10,3,70.0,3,1,66.66666666666666,,,,,,
55,CARVE,True,6,AUDIO,Y----,5,5,LLM,HEARS,-YYY-,5,4,CSS,CLEAR,G-YYY,4.0,4.0,LLM,CARNE,GGG-G,1.0,1.0,CSS,CARTE,GGG-G,1.0,1.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,5629,1056,81.24000710605792,1056,74,92.99242424242425,74,6,91.8918918918919,6,3,50.0,3,2,33.33333333333333,2,1,50.0
56,LAGER,True,6,ARISE,YY--Y,5,5,LLM,RATED,YG-G-,3,3,CSS,CAPER,-G-GG,2.0,2.0,LLM,FAMER,-G-GG,2.0,2.0,CSS,BAUER,-G-GG,2.0,2.0,LLM,LAGER,GGGGG,0.0,0.0,CSS,5629,117,97.92147806004618,117,35,70.08547008547008,35,22,37.142857142857146,22,13,40.909090909090914,13,8,38.46153846153847,8,1,87.5
57,JERKS,True,5,ARISE,-Y-YY,5,4,LLM,PERES,-GG-G,2,2,CSS,HERBS,-GG-G,2.0,2.0,LLM,FERNS,-GG-G,2.0,2.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,5629,78,98.61431870669746,78,13,83.33333333333334,13,7,46.15384615384615,7,4,42.857142857142854,4,1,75.0,,,
58,LOTUS,True,2,SHARE,Y----,5,5,LLM,LOTUS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,282,94.99022917036774,282,1,99.64539007092199,,,,,,,,,,,,
59,LACEY,True,5,ARISE,Y---Y,5,5,LLM,DELTA,-YY-Y,5,5,CSS,GLEAN,-YYY-,5.0,5.0,LLM,MABEL,-G-GY,3.0,3.0,CSS,LACEY,GGGGG,0.0,0.0,LLM,,,,,,5629,184,96.73121335938887,184,20,89.13043478260869,20,8,60.0,8,1,87.5,1,1,0.0,,,
60,TUDOR,True,4,ARISE,-Y---,5,5,LLM,CORNY,-YY--,5,5,CSS,FJORD,--YYY,5.0,4.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,108,98.08136436311956,108,12,88.88888888888889,12,1,91.66666666666666,1,1,0.0,,,,,,
61,QUOTA,True,3,AUDIO,YG--Y,4,4,LLM,OUTTA,YG-GG,2,2,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,2,99.96446971042813,2,1,50.0,1,1,0.0,,,,,,,,,
62,MOURN,True,4,ARISE,-Y---,5,5,LLM,CORNY,-GYY-,4,3,CSS,RONDO,YGY--,4.0,4.0,LLM,MOURN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,108,98.08136436311956,108,4,96.29629629629629,4,1,75.0,1,1,0.0,,,,,,
63,PROMO,True,4,ARISE,-G---,4,4,LLM,GROOT,-GGY-,3,3,CSS,PROVO,GGG-G,1.0,1.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,66,98.82750044412862,66,3,95.45454545454545,3,1,66.66666666666666,1,1,0.0,,,,,,
64,CASTE,False,6,ARISE,Y--YG,4,4,LLM,STALE,YYY-G,4,4,CSS,WASTE,-GGGG,1.0,1.0,LLM,HASTE,-GGGG,1.0,1.0,CSS,TASTE,-GGGG,1.0,1.0,LLM,PASTE,-GGGG,1.0,1.0,CSS,5629,36,99.36045478770652,36,5,86.11111111111111,5,4,20.0,4,3,25.0,3,2,33.33333333333333,2,1,50.0
65,CAPRI,True,3,ARISE,YYY--,5,4,LLM,DARIN,-GYY-,4,3,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,63,98.88079587848641,63,3,95.23809523809523,3,1,66.66666666666666,,,,,,,,,
66,ALIAS,True,3,ARISE,G-GY-,3,3,LLM,ACIDS,G-G-G,2,2,CSS,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,5,99.91117427607034,5,1,80.0,1,1,0.0,,,,,,,,,
67,PADDY,True,4,ARISE,Y----,5,5,LLM,BANAL,-G---,4,4,CSS,TAMMY,-G--G,3.0,3.0,LLM,PADDY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,389,93.08935867827323,389,42,89.20308483290489,42,11,73.80952380952381,11,1,90.9090909090909,,,,,,
68,BLOBS,True,6,ARISE,---Y-,5,5,LLM,PLOTS,-GG-G,2,2,CSS,BLOWS,GGG-G,1.0,1.0,LLM,BLOCS,GGG-G,1.0,1.0,CSS,BLOGS,GGG-G,1.0,1.0,LLM,BLOBS,GGGGG,0.0,0.0,CSS,5629,277,95.07905489429739,277,8,97.11191335740072,8,3,62.5,3,2,33.33333333333333,2,1,50.0,1,1,0.0
69,DILLY,True,6,ARISE,--Y--,5,5,LLM,CONTI,----Y,5,5,CSS,HUMID,---YY,5.0,5.0,LLM,GIDDY,-GY-G,3.0,3.0,CSS,DIZZY,GG--G,2.0,2.0,LLM,DILLY,GGGGG,0.0,0.0,CSS,5629,201,96.42920589802807,201,36,82.08955223880598,36,5,86.11111111111111,5,2,60.0,2,1,50.0,1,1,0.0
70,GUTSY,True,4,ARISE,---G-,4,4,LLM,BOSSY,---GG,3,3,CSS,GYPSY,G--GG,2.0,2.0,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,19,99.66246224906733,19,2,89.47368421052632,2,1,50.0,1,1,0.0,,,,,,
71,TABOR,True,5,ARISE,YY---,5,5,LLM,MORAL,-YYY-,5,5,CSS,RHODA,Y-Y-Y,5.0,5.0,LLM,GABOR,-GGGG,1.0,1.0,CSS,TABOR,GGGGG,0.0,0.0,LLM,,,,,,5629,185,96.71344821460295,185,13,92.97297297297298,13,7,46.15384615384615,7,1,85.71428571428571,1,1,0.0,,,
72,INLAY,True,3,ARISE,Y-Y--,5,5,LLM,MALIN,-YGYY,4,4,CSS,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,143,97.45958429561202,143,1,99.3006993006993,1,1,0.0,,,,,,,,,
73,AHHHH,True,4,ARISE,G----,4,4,LLM,ALTON,G----,4,4,CSS,ABUJA,G----,4.0,4.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,66,98.82750044412862,66,10,84.84848484848484,10,2,80.0,2,1,50.0,,,,,,
74,ROUEN,True,4,ARISE,-Y--Y,5,4,LLM,OLDER,Y--GY,4,4,CSS,ROGEN,GG-GG,1.0,1.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,189,96.64238763545923,189,6,96.82539682539682,6,1,83.33333333333334,1,1,0.0,,,,,,
75,BUENA,True,4,ARISE,Y---Y,5,5,LLM,METAL,-Y-Y-,5,4,CSS,ZAYED,-Y-Y-,5.0,5.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,184,96.73121335938887,184,34,81.52173913043478,34,2,94.11764705882352,2,1,50.0,,,,,,
76,MENON,True,4,ARISE,----Y,5,5,LLM,TELCO,-G--Y,4,4,CSS,DEVON,-G-GG,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,270,95.2034109077989,270,10,96.29629629629629,10,2,80.0,2,1,50.0,,,,,,
77,TRASK,True,4,ARISE,YG-G-,3,3,LLM,GRASS,-GGG-,2,2,CSS,BRASH,-GGG-,2.0,2.0,LLM,TRASK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,8,99.85787884171256,8,4,50.0,4,1,75.0,1,1,0.0,,,,,,
78,CASIO,True,5,ARISE,Y-YY-,5,4,LLM,SNAIL,Y-YG-,4,4,CSS,TAXIS,-G-GY,3.0,3.0,LLM,BASIC,-GGGY,2.0,2.0,CSS,CASIO,GGGGG,0.0,0.0,LLM,,,,,,5629,59,98.95185645763013,59,7,88.13559322033898,7,2,71.42857142857143,2,1,50.0,1,1,0.0,,,
79,VOILA,True,4,ARISE,Y-G--,4,4,LLM,FAINT,-YG--,4,4,CSS,CHIBA,--G-G,3.0,3.0,LLM,VOILA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,27,99.52034109077988,27,6,77.77777777777779,6,2,66.66666666666666,2,1,50.0,,,,,,
80,AURAL,True,3,ARISE,GY---,4,4,LLM,ABRAM,G-GG-,2,2,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,26,99.53810623556582,26,1,96.15384615384616,1,1,0.0,,,,,,,,,
81,LEGER,True,5,STARE,---YY,5,5,LLM,LINER,G--GG,2,2,CSS,LOVER,G--GG,2.0,2.0,LLM,LUGER,G-GGG,1.0,1.0,CSS,LEGER,GGGGG,0.0,0.0,LLM,,,,,,5629,213,96.21602416059692,213,6,97.1830985915493,6,3,50.0,3,1,66.66666666666666,1,1,0.0,,,
82,DALLY,True,5,AMUSE,Y----,5,5,LLM,DARIA,GG---,3,3,CSS,DAFFY,GG--G,2.0,2.0,LLM,DANDY,GG--G,2.0,2.0,CSS,DALLY,GGGGG,0.0,0.0,LLM,,,,,,5629,635,88.71913306093445,635,5,99.21259842519686,5,4,20.0,4,1,75.0,1,1,0.0,,,
83,INIGO,True,3,ALERT,-----,5,5,LLM,SHINY,--GY-,4,4,CSS,INIGO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,485,91.38390477882395,485,4,99.17525773195877,4,1,75.0,,,,,,,,,
84,KRILL,True,4,ARISE,-GG--,3,3,LLM,PRINT,-GG--,3,3,CSS,GRILL,-GGGG,1.0,1.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,29,99.48481080120803,29,10,65.51724137931035,10,3,70.0,3,1,66.66666666666666,,,,,,
85,SNIDE,True,3,ARISE,--GYG,3,3,LLM,SPINE,G-GYG,2,2,CSS,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,19,99.66246224906733,19,1,94.73684210526315,1,1,0.0,,,,,,,,,
