game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
39,WRATH,True,3,HOUSE,Y----,5,5,LLM,CHART,-YGYY,4,4,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,132,97.65500088825723,132,1,99.24242424242425,1,1,0.0,,,,,,,,,
40,MACHO,True,3,HOUSE,YY---,5,5,LLM,CHOIR,YYY--,5,4,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,3,93.02325581395348,3,1,66.66666666666666,,,,,,,,,
41,LOPEZ,True,6,HOUSE,-G--Y,4,4,LLM,ROWED,-G-G-,3,3,CSS,MONET,-G-G-,3.0,3.0,LLM,VOGEL,-G-GY,3.0,3.0,CSS,FOLEY,-GYG-,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,5629,102,98.18795523183515,102,23,77.45098039215686,23,8,65.21739130434783,8,2,75.0,2,1,50.0,1,1,0.0
42,GOODY,True,4,HOUSE,-G---,4,4,LLM,GORAN,GG---,3,3,CSS,GOLLY,GG--G,2.0,2.0,LLM,GOODY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,231,95.89625155445017,231,8,96.53679653679653,8,3,62.5,3,1,66.66666666666666,,,,,,
43,BROTH,True,4,HOUSE,YY---,5,5,LLM,CHOIR,-YG-Y,4,4,CSS,FROTH,-GGGG,1.0,1.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,43,99.236098774205,43,3,93.02325581395348,3,1,66.66666666666666,1,1,0.0,,,,,,
44,VERDE,True,5,HOUSE,----G,4,4,LLM,ALINE,----G,4,4,CSS,MERGE,-GG-G,2.0,2.0,LLM,VERVE,GGG-G,1.0,1.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,5629,286,94.91916859122402,286,27,90.55944055944056,27,3,88.88888888888889,3,1,66.66666666666666,1,1,0.0,,,
45,TAMED,False,6,HOUSE,----Y,5,5,LLM,RENAL,-Y-Y-,5,5,CSS,FACED,-G-GG,2.0,2.0,LLM,DATED,-GYGG,2.0,2.0,CSS,TAXED,GG-GG,1.0,1.0,LLM,TAPED,GG-GG,1.0,1.0,CSS,5629,654,88.38159531000179,654,43,93.42507645259938,43,19,55.81395348837209,19,3,84.21052631578947,3,2,33.33333333333333,2,1,50.0
46,LEAFS,False,6,HOUSE,---YY,5,5,LLM,RATES,-Y-YG,4,4,CSS,MEANS,-GG-G,2.0,2.0,LLM,DEALS,-GGYG,2.0,2.0,CSS,LEAPS,GGG-G,1.0,1.0,LLM,LEAKS,GGG-G,1.0,1.0,CSS,5629,463,91.77473796411441,463,27,94.16846652267819,27,9,66.66666666666666,9,3,66.66666666666666,3,2,33.33333333333333,2,1,50.0
47,YACHT,True,3,HOUSE,Y----,5,5,LLM,CHART,YYY-G,4,4,CSS,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,132,97.65500088825723,132,1,99.24242424242425,1,1,0.0,,,,,,,,,
48,MESSY,True,3,HOUSE,---GY,4,4,LLM,BEAST,-G-G-,3,3,CSS,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,26,99.53810623556582,26,7,73.07692307692307,7,1,85.71428571428571,,,,,,,,,
49,RYDER,True,4,HOUSE,----Y,5,5,LLM,DEMAR,YY--G,4,4,CSS,RIDER,G-GGG,1.0,1.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,654,88.38159531000179,654,6,99.08256880733946,6,1,83.33333333333334,1,1,0.0,,,,,,
50,MOTIF,True,4,HOUSE,-G---,4,4,LLM,MORAN,GG---,3,3,CSS,MOLLY,GG---,3.0,3.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,231,95.89625155445017,231,7,96.96969696969697,7,2,71.42857142857143,2,1,50.0,,,,,,
51,RAVEN,True,3,HOUSE,----Y,5,5,LLM,REGAN,GY-YG,3,3,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,654,88.38159531000179,654,2,99.69418960244649,2,1,50.0,,,,,,,,,
52,REICH,True,5,HOUSE,Y---Y,5,5,LLM,TEACH,-G-GG,2,2,CSS,BEECH,-G-GG,2.0,2.0,LLM,PERCH,-GYGG,2.0,2.0,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,5629,72,98.72090957541305,72,8,88.88888888888889,8,5,37.5,5,1,80.0,1,1,0.0,,,
53,ICONS,True,4,HOUSE,-Y-Y-,5,4,LLM,SALON,Y--YY,5,4,CSS,IRONS,G-GGG,1.0,1.0,LLM,ICONS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,139,97.53064487475574,139,5,96.40287769784173,5,1,80.0,1,1,0.0,,,,,,
54,SILKY,True,4,ABOUT,-----,5,5,LLM,SIRED,GG---,3,3,CSS,SIGNS,GG---,3.0,3.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,875,84.45549831231125,875,12,98.62857142857143,12,2,83.33333333333334,2,1,50.0,,,,,,
55,CARVE,True,5,HOUSE,----G,4,4,LLM,RAINE,YG--G,3,3,CSS,MARGE,-GG-G,2.0,2.0,LLM,CARPE,GGG-G,1.0,1.0,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,5629,286,94.91916859122402,286,17,94.05594405594405,17,9,47.05882352941176,9,2,77.77777777777779,2,1,50.0,,,
56,LAGER,False,6,HOUSE,----Y,5,5,LLM,RATED,YG-G-,3,3,CSS,MAKER,-G-GG,2.0,2.0,LLM,PALER,-GYGG,2.0,2.0,CSS,LAYER,GG-GG,1.0,1.0,LLM,LAZER,GG-GG,1.0,1.0,CSS,5629,654,88.38159531000179,654,30,95.41284403669725,30,17,43.333333333333336,17,4,76.47058823529412,4,3,25.0,3,2,33.33333333333333
57,JERKS,True,6,HOUSE,---YY,5,5,LLM,TALES,---YG,4,4,CSS,SEEKS,-G-GG,2.0,2.0,LLM,BERKS,-GGGG,1.0,1.0,CSS,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,61,86.82505399568035,61,5,91.80327868852459,5,2,60.0,2,1,50.0,1,1,0.0
58,LOTUS,True,2,HOUSE,-GYY-,4,3,LLM,LOTUS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,12,99.78681826256884,12,1,91.66666666666666,,,,,,,,,,,,
59,LACEY,True,4,HOUSE,----Y,5,5,LLM,ADLER,Y-YG-,4,4,CSS,LABEL,GG-G-,2.0,2.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,654,88.38159531000179,654,15,97.70642201834863,15,3,80.0,3,1,66.66666666666666,,,,,,
60,TUDOR,True,4,HOUSE,-YY--,5,5,LLM,TUMOR,GG-GG,1,1,CSS,TUTOR,GG-GG,1.0,1.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,55,99.02291703677385,55,2,96.36363636363636,2,1,50.0,1,1,0.0,,,,,,
61,QUOTA,True,3,HOUSE,-YY--,5,5,LLM,TUMOR,YG-Y-,4,4,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,55,99.02291703677385,55,4,92.72727272727272,4,1,75.0,,,,,,,,,
62,MOURN,True,3,HOUSE,-GG--,3,3,LLM,MOUND,GGGY-,2,2,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,18,99.68022739385326,18,1,94.44444444444444,1,1,0.0,,,,,,,,,
63,PROMO,True,5,HOUSE,-Y---,5,5,LLM,RATON,Y--Y-,5,4,CSS,GROWL,-GG--,3.0,3.0,LLM,FRODO,-GG-G,2.0,2.0,CSS,PROMO,GGGGG,0.0,0.0,LLM,,,,,,5629,290,94.8481080120803,290,23,92.06896551724138,23,11,52.17391304347826,11,2,81.81818181818183,2,1,50.0,,,
64,CASTE,True,5,HOUSE,---YG,4,4,LLM,SPATE,Y-YGG,3,3,CSS,WASTE,-GGGG,1.0,1.0,LLM,TASTE,-GGGG,1.0,1.0,CSS,CASTE,GGGGG,0.0,0.0,LLM,,,,,,5629,65,98.84526558891456,65,3,95.38461538461539,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
65,CAPRI,True,4,HOUSE,-----,5,5,LLM,DARLA,-GY--,4,4,CSS,FAIRY,-GYG-,3.0,3.0,LLM,CAPRI,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,12,98.27089337175792,12,1,91.66666666666666,1,1,0.0,,,,,,
66,ALIAS,True,4,HOUSE,---Y-,5,5,LLM,STIRS,--G-G,3,3,CSS,PAINS,-YG-G,3.0,3.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,447,92.05898028068928,447,13,97.0917225950783,13,2,84.61538461538461,2,1,50.0,,,,,,
67,PADDY,True,6,HOUSE,-----,5,5,LLM,TALIA,-G---,4,4,CSS,MARRY,-G--G,3.0,3.0,LLM,CANDY,-G-GG,2.0,2.0,CSS,DADDY,-GGGG,1.0,1.0,LLM,PADDY,GGGGG,0.0,0.0,CSS,5629,694,87.67098951856458,694,41,94.0922190201729,41,23,43.90243902439025,23,3,86.95652173913044,3,1,66.66666666666666,1,1,0.0
68,BLOBS,True,5,HOUSE,-Y-Y-,5,4,LLM,SCORN,Y-G--,4,4,CSS,FLOPS,-GG-G,2.0,2.0,LLM,GLOWS,-GG-G,2.0,2.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,5629,139,97.53064487475574,139,11,92.08633093525181,11,4,63.63636363636363,4,1,75.0,1,1,0.0,,,
69,DILLY,False,6,HOUSE,-----,5,5,LLM,MALIA,--GY-,4,4,CSS,FILLY,-GGGG,1.0,1.0,LLM,LILLY,-GGGG,1.0,1.0,CSS,WILLY,-GGGG,1.0,1.0,LLM,BILLY,-GGGG,1.0,1.0,CSS,5629,694,87.67098951856458,694,9,98.70317002881845,9,7,22.22222222222222,7,6,14.285714285714285,6,5,16.666666666666664,5,4,20.0
70,GUTSY,True,3,HOUSE,--YG-,4,4,LLM,TUTSI,-GGG-,2,2,CSS,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1,1,0.0,,,,,,,,,
71,TABOR,True,4,HOUSE,-Y---,5,5,LLM,RATON,YGYG-,3,3,CSS,TAROT,GGYG-,2.0,2.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,290,94.8481080120803,290,2,99.3103448275862,2,1,50.0,1,1,0.0,,,,,,
72,INLAY,True,4,HOUSE,-----,5,5,LLM,RAINA,-YYY-,5,4,CSS,PLAIN,-YYYY,5.0,4.0,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,14,97.98270893371757,14,2,85.71428571428571,2,1,50.0,,,,,,
73,AHHHH,True,4,HOUSE,Y----,5,5,LLM,CHART,-GY--,4,4,CSS,AHMAD,GG---,3.0,3.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,132,97.65500088825723,132,2,98.48484848484848,2,1,50.0,1,1,0.0,,,,,,
74,ROUEN,True,5,AFTER,---GY,4,4,LLM,CERES,--YG-,4,4,CSS,RILED,G--G-,3.0,3.0,LLM,ROGEN,GG-GG,1.0,1.0,CSS,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,5629,87,98.4544324036241,87,17,80.45977011494253,17,4,76.47058823529412,4,1,75.0,1,1,0.0,,,
75,BUENA,True,3,HOUSE,--Y-Y,5,5,LLM,LURED,-G-Y-,4,4,CSS,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,62,98.89856102327234,62,2,96.7741935483871,2,1,50.0,,,,,,,,,
76,MENON,True,5,HOUSE,-Y--Y,5,5,LLM,TENOR,-GGG-,2,2,CSS,GENOA,-GGG-,2.0,2.0,LLM,XENON,-GGGG,1.0,1.0,CSS,MENON,GGGGG,0.0,0.0,LLM,,,,,,5629,106,98.11689465269143,106,5,95.28301886792453,5,4,20.0,4,1,75.0,1,1,0.0,,,
77,TRASK,True,4,THERE,G--Y-,4,4,LLM,TRAIT,GGG--,2,2,CSS,TRACK,GGG-G,1.0,1.0,LLM,TRASK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,58,98.96962160241605,58,10,82.75862068965517,10,1,90.0,1,1,0.0,,,,,,
78,CASIO,True,4,HOUSE,-Y-Y-,5,5,LLM,SNORT,Y-Y--,5,5,CSS,DISCO,-YGYG,3.0,3.0,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,139,97.53064487475574,139,18,87.05035971223022,18,1,94.44444444444444,1,1,0.0,,,,,,
79,VOILA,True,3,HOUSE,-G---,4,4,LLM,GORAN,-G-Y-,4,4,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,231,95.89625155445017,231,13,94.37229437229438,13,1,92.3076923076923,,,,,,,,,
80,AURAL,True,4,HOUSE,--Y--,5,5,LLM,LUNAR,YG-GY,3,3,CSS,RURAL,-GGGG,1.0,1.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,172,96.94439509682003,172,3,98.25581395348837,3,2,33.33333333333333,2,1,50.0,,,,,,
81,LEGER,True,5,HOUSE,----Y,5,5,LLM,CARED,--YG-,4,4,CSS,RIVER,---GG,3.0,3.0,LLM,METER,-G-GG,2.0,2.0,CSS,LEGER,GGGGG,0.0,0.0,LLM,,,,,,5629,654,88.38159531000179,654,66,89.90825688073394,66,16,75.75757575757575,16,6,62.5,6,1,83.33333333333334,,,
82,DALLY,True,3,HOUSE,-----,5,5,LLM,DALIA,GGG--,2,2,CSS,DALLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,1,99.85590778097982,1,1,0.0,,,,,,,,,
83,INIGO,True,4,THINK,--GY-,4,4,LLM,ANISE,-GG--,3,3,CSS,UNION,-GGY-,3.0,3.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,32,99.43151536685025,32,4,87.5,4,1,75.0,1,1,0.0,,,,,,
84,KRILL,True,4,HOUSE,-----,5,5,LLM,TALIA,--YY-,5,5,CSS,CLING,-YG--,4.0,4.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,25,96.39769452449568,25,3,88.0,3,1,66.66666666666666,,,,,,
