strategy,game_number,target_word,tier,won,attempts,total_reward,guess_1,feedback_1,hamming_1,levenshtein_1,guess_2,feedback_2,hamming_2,levenshtein_2,guess_3,feedback_3,hamming_3,levenshtein_3,guess_4,feedback_4,hamming_4,levenshtein_4,guess_5,feedback_5,hamming_5,levenshtein_5,guess_6,feedback_6,hamming_6,levenshtein_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,approach,total_violations,strategy_1,strategy_2,strategy_3,strategy_4,strategy_5,strategy_6,win_rate,convergence_rate,avg_hamming
css_true,11,YOUNG,1.0,True,4,7.7,HALES,-----,5,5,RONDO,-GY--,4.0,4.0,MOUNT,-GGG-,2.0,2.0,YOUNG,GGGGG,0.0,0.0,,,,,,,,,5629.0,445.0,92.09451057026116,445.0,11.0,97.52808988764043,11.0,1.0,90.9090909090909,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,2.75
css_true,12,MEANS,1.0,True,3,11.5,BEARS,-GG-G,2,2,MEALS,GGG-G,1.0,1.0,MEANS,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,23.0,99.5914016699236,23.0,2.0,91.30434782608695,2.0,1.0,50.0,,,,,,,,,,CSS,0,,,,,,,1.0,0.6666666666666666,1.0
css_true,13,TRUTH,1.0,True,3,8.6,MISER,----Y,5,5,HORAN,Y-Y--,5.0,5.0,TRUTH,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,329.0,94.15526736542904,329.0,2.0,99.3920972644377,2.0,1.0,50.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.6666666666666667,3.3333333333333335
css_true,14,FIRED,1.0,True,3,9.4,AGNES,---G-,4,4,DETER,Y--GY,4.0,4.0,FIRED,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,271.0,95.18564576301296,271.0,15.0,94.4649446494465,15.0,1.0,93.33333333333331,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,2.6666666666666665
css_true,15,FOLKS,1.0,True,5,7.0,RAMEN,-----,5,5,HOLDS,-GG-G,2.0,2.0,BOLTS,-GG-G,2.0,2.0,POLIS,-GG-G,2.0,2.0,FOLKS,GGGGG,0.0,0.0,,,,,5629.0,576.0,89.76727660330431,576.0,11.0,98.0902777777778,11.0,6.0,45.45454545454546,6.0,3.0,50.0,3.0,1.0,66.66666666666667,,,,CSS,0,,,,,,,1.0,1.0,2.2
css_true,16,CHILE,1.0,True,2,10.7,CASIO,G--Y-,4,4,CHILE,GGGGG,0.0,0.0,,,,,,,,,,,,,,,,,5629.0,32.0,99.43151536685023,32.0,1.0,96.875,,,,,,,,,,,,,CSS,0,,,,,,,1.0,2.0,2.0
css_true,17,BLACK,1.0,True,4,9.2,ROADS,--G--,4,4,LEACH,Y-GG-,3.0,3.0,FLACK,-GGGG,1.0,1.0,BLACK,GGGGG,0.0,0.0,,,,,,,,,5629.0,130.0,97.6905311778291,130.0,3.0,97.6923076923077,3.0,2.0,33.333333333333336,2.0,1.0,50.0,,,,,,,CSS,0,,,,,,,1.0,1.0,2.0
css_true,18,GRANT,1.0,True,3,10.4,LEARN,--GYY,4,4,FRANK,-GGG-,2.0,2.0,GRANT,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,13.0,99.76905311778292,13.0,6.0,53.84615384615385,6.0,1.0,83.33333333333334,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,2.0
css_true,19,MEALS,1.0,True,3,11.2,MINES,G--YG,3,3,MEATS,GGG-G,1.0,1.0,MEALS,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,8.0,99.85787884171256,8.0,2.0,75.0,2.0,1.0,50.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.0,1.3333333333333333
css_true,20,CREAM,1.0,True,5,7.0,RAISE,YY--Y,5,5,ALERT,Y-GY-,4.0,4.0,BREAD,-GGG-,2.0,2.0,WREAK,-GGG-,2.0,2.0,CREAM,GGGGG,0.0,0.0,,,,,5629.0,67.0,98.80973529934268,67.0,10.0,85.07462686567165,10.0,3.0,70.0,3.0,1.0,66.66666666666667,1.0,1.0,0.0,,,,CSS,0,,,,,,,1.0,1.0,2.6
css_true,21,AWAKE,1.0,True,5,5.3,RISEN,---Y-,5,5,DELTA,-Y--Y,5.0,5.0,VAGUE,-Y--G,4.0,4.0,AMAZE,G-G-G,2.0,2.0,AWAKE,GGGGG,0.0,0.0,,,,,5629.0,307.0,94.54610055071949,307.0,21.0,93.15960912052115,21.0,4.0,80.95238095238095,4.0,1.0,75.0,1.0,1.0,0.0,,,,CSS,0,,,,,,,1.0,1.0,3.2
css_true,22,OCCUR,1.0,True,3,9.4,SAMIR,----G,4,4,TUDOR,-Y-YG,4.0,4.0,OCCUR,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,106.0,98.11689465269144,106.0,3.0,97.16981132075472,3.0,1.0,66.66666666666667,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,2.6666666666666665
css_true,23,YEARS,1.0,False,7,-10.0,LEONA,-G--Y,4,4,TEARS,-GGGG,1.0,1.0,WEARS,-GGGG,1.0,1.0,MEARS,-GGGG,1.0,1.0,SEARS,-GGGG,1.0,1.0,PEARS,-GGGG,1.0,1.0,5629.0,79.0,98.59655356191152,79.0,10.0,87.34177215189874,10.0,9.0,9.999999999999998,9.0,8.0,11.111111111111116,8.0,7.0,12.5,7.0,6.0,14.28571428571429,CSS,0,,,,,,,0.0,0.5,1.5
css_true,24,GRADE,1.0,True,3,9.6,ROUSE,Y---G,4,4,CARTE,-YY-G,4.0,4.0,GRADE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,100.0,98.223485521407,100.0,14.0,86.0,14.0,1.0,92.85714285714286,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,2.6666666666666665
css_true,25,CHILL,1.0,True,4,9.7,CRIES,G-G--,3,3,CLINK,GYG--,3.0,3.0,CHILD,GGGG-,1.0,1.0,CHILL,GGGGG,0.0,0.0,,,,,,,,,5629.0,20.0,99.6446971042814,20.0,3.0,85.0,3.0,2.0,33.333333333333336,2.0,1.0,50.0,,,,,,,CSS,0,,,,,,,1.0,0.75,1.75
css_true,26,FLOOD,1.0,True,5,5.9,ANISE,-----,5,5,ROOMY,-YG--,4.0,4.0,CHOCO,--G-Y,4.0,4.0,BLOOD,-GGGG,1.0,1.0,FLOOD,GGGGG,0.0,0.0,,,,,5629.0,307.0,94.54610055071949,307.0,6.0,98.0456026058632,6.0,2.0,66.66666666666667,2.0,1.0,50.0,1.0,1.0,0.0,,,,CSS,0,,,,,,,1.0,1.0,2.8
css_true,27,APPLY,1.0,True,4,8.3,CASIO,-Y---,5,5,PEARL,Y-Y-Y,5.0,5.0,APTLY,GG-GG,1.0,1.0,APPLY,GGGGG,0.0,0.0,,,,,,,,,5629.0,394.0,93.00053295434356,394.0,4.0,98.98477157360406,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,2.75
css_true,28,SMILE,1.0,True,3,9.7,LINER,YY-Y-,5,4,ELSIE,-YYYG,4.0,4.0,SMILE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,50.0,99.1117427607035,50.0,1.0,98.0,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.6666666666666667,3.0
css_true,29,KNOCK,1.0,True,4,6.8,SPIRE,-----,5,5,DAMON,---YY,5.0,5.0,CHONG,Y-GY-,4.0,4.0,KNOCK,GGGGG,0.0,0.0,,,,,,,,,5629.0,622.0,88.95007994315154,622.0,22.0,96.4630225080386,22.0,1.0,95.45454545454544,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,3.5
css_true,30,SLEEP,1.0,True,4,9.4,TONES,---GY,4,4,SAREE,G--GY,3.0,3.0,SWEEP,G-GGG,1.0,1.0,SLEEP,GGGGG,0.0,0.0,,,,,,,,,5629.0,55.0,99.02291703677383,55.0,6.0,89.0909090909091,6.0,2.0,66.66666666666667,2.0,1.0,50.0,,,,,,,CSS,0,,,,,,,1.0,1.0,2.0
css_true,31,BRICK,1.0,True,4,8.4,LIARS,-Y-Y-,5,5,TRIPE,-GG--,3.0,3.0,BRING,GGG--,2.0,2.0,BRICK,GGGGG,0.0,0.0,,,,,,,,,5629.0,106.0,98.11689465269144,106.0,12.0,88.67924528301887,12.0,1.0,91.66666666666666,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,2.5
css_true,32,WROTE,1.0,True,3,9.9,CATES,--YY-,5,4,TRITE,-G-GG,2.0,2.0,WROTE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,106.0,98.11689465269144,106.0,2.0,98.1132075471698,2.0,1.0,50.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.6666666666666667,2.3333333333333335
css_true,33,RATED,1.0,True,4,10.4,REALS,GYY--,4,4,RACED,GG-GG,1.0,1.0,RAPED,GG-GG,1.0,1.0,RATED,GGGGG,0.0,0.0,,,,,,,,,5629.0,14.0,99.75128797299698,14.0,5.0,64.28571428571428,5.0,4.0,19.999999999999996,4.0,1.0,75.0,,,,,,,CSS,0,,,,,,,1.0,1.0,1.5
css_true,34,ALERT,1.0,True,3,10.9,ROAST,Y-Y-G,4,4,AVERT,G-GGG,1.0,1.0,ALERT,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,10.0,99.82234855214072,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,1.6666666666666667
css_true,35,CAGES,2.0,False,7,-10.0,LOUIS,----G,4,4,RAPES,-G-GG,2.0,2.0,MATES,-G-GG,2.0,2.0,CASES,GG-GG,1.0,1.0,CAFES,GG-GG,1.0,1.0,CAVES,GG-GG,1.0,1.0,5629.0,359.0,93.62231302185111,359.0,52.0,85.51532033426183,52.0,33.0,36.53846153846154,33.0,5.0,84.84848484848484,5.0,4.0,19.999999999999996,4.0,3.0,25.0,CSS,0,,,,,,,0.0,0.5,1.8333333333333333
css_true,36,TEDDY,2.0,True,3,9.3,DOERS,Y-Y--,5,5,TAMED,G--YY,4.0,4.0,TEDDY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,133.0,97.63723574347132,133.0,1.0,99.24812030075188,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.6666666666666667,3.0
css_true,37,COLES,2.0,True,4,9.2,HAIRS,----G,4,4,DOMES,-G-GG,2.0,2.0,LOPES,YG-GG,2.0,2.0,COLES,GGGGG,0.0,0.0,,,,,,,,,5629.0,336.0,94.03091135192751,336.0,27.0,91.96428571428572,27.0,3.0,88.88888888888889,3.0,1.0,66.66666666666667,,,,,,,CSS,0,,,,,,,1.0,1.0,2.0
css_true,38,HWANG,2.0,True,5,7.4,EARLS,-Y---,5,5,DIANA,--GG-,3.0,3.0,THANG,-YGGG,2.0,2.0,HUANG,G-GGG,1.0,1.0,HWANG,GGGGG,0.0,0.0,,,,,5629.0,205.0,96.35814531888435,205.0,12.0,94.14634146341464,12.0,2.0,83.33333333333334,2.0,1.0,50.0,1.0,1.0,0.0,,,,CSS,0,,,,,,,1.0,1.0,2.2
css_true,39,WRATH,2.0,True,4,7.8,CASED,-Y---,5,5,TRINA,YG--Y,4.0,4.0,KRAFT,-GG-Y,3.0,3.0,WRATH,GGGGG,0.0,0.0,,,,,,,,,5629.0,380.0,93.2492449813466,380.0,5.0,98.68421052631578,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,3.0
css_true,40,MACHO,2.0,True,4,9.0,SARIN,-G---,4,4,MADLY,GG---,3.0,3.0,MACAO,GGG-G,1.0,1.0,MACHO,GGGGG,0.0,0.0,,,,,,,,,5629.0,231.0,95.89625155445016,231.0,14.0,93.93939393939394,14.0,1.0,92.85714285714286,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.0,2.0
css_true,41,LOPEZ,2.0,True,4,7.6,EARNS,Y----,5,5,TILED,--YG-,4.0,4.0,VOWEL,-G-GY,3.0,3.0,LOPEZ,GGGGG,0.0,0.0,,,,,,,,,5629.0,357.0,93.65784331142298,357.0,14.0,96.07843137254902,14.0,1.0,92.85714285714286,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,3.0
css_true,42,GOODY,2.0,True,3,8.9,PAIRS,-----,5,5,LODGE,-GYY-,4.0,4.0,GOODY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,576.0,89.76727660330431,576.0,2.0,99.6527777777778,2.0,1.0,50.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.6666666666666667,3.0
css_true,43,BROTH,2.0,True,4,8.5,LATER,--Y-Y,5,5,TORUS,YYY--,5.0,5.0,FROTH,-GGGG,1.0,1.0,BROTH,GGGGG,0.0,0.0,,,,,,,,,5629.0,107.0,98.09912950790547,107.0,7.0,93.45794392523364,7.0,1.0,85.71428571428572,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,2.75
css_true,44,VERDE,2.0,True,5,8.4,PEARS,-G-Y-,4,4,MERLE,-GG-G,2.0,2.0,NERVE,-GGYG,2.0,2.0,VERGE,GGG-G,1.0,1.0,VERDE,GGGGG,0.0,0.0,,,,,5629.0,74.0,98.68537928584118,74.0,7.0,90.54054054054052,7.0,2.0,71.42857142857143,2.0,1.0,50.0,1.0,1.0,0.0,,,,CSS,0,,,,,,,1.0,0.8,1.8
css_true,45,TAMED,2.0,True,3,10.9,RAGES,-G-G-,3,3,MATED,YGYGG,2.0,2.0,TAMED,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,69.0,98.77420500977084,69.0,1.0,98.55072463768116,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.0,1.6666666666666667
css_true,46,LEAFS,2.0,True,4,10.7,LEARN,GGG--,2,2,LEASH,GGGY-,2.0,2.0,LEAPS,GGG-G,1.0,1.0,LEAFS,GGGGG,0.0,0.0,,,,,,,,,5629.0,13.0,99.76905311778292,13.0,4.0,69.23076923076923,4.0,3.0,25.0,3.0,1.0,66.66666666666667,,,,,,,CSS,0,,,,,,,1.0,0.5,1.25
css_true,47,YACHT,2.0,True,4,7.6,ARIES,Y----,5,5,NATAL,-GY--,4.0,4.0,CABOT,YG--G,3.0,3.0,YACHT,GGGGG,0.0,0.0,,,,,,,,,5629.0,389.0,93.08935867827324,389.0,9.0,97.68637532133675,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,3.0
css_true,48,MESSY,2.0,True,4,6.5,HOARE,----Y,5,5,BITES,---YY,5.0,5.0,SPEND,Y-Y--,5.0,5.0,MESSY,GGGGG,0.0,0.0,,,,,,,,,5629.0,457.0,91.88132883283,457.0,10.0,97.81181619256016,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,3.75
css_true,49,RYDER,2.0,True,4,10.0,ASTER,---GG,3,3,OLDER,--GGG,2.0,2.0,RIDER,G-GGG,1.0,1.0,RYDER,GGGGG,0.0,0.0,,,,,,,,,5629.0,104.0,98.15242494226328,104.0,6.0,94.23076923076924,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,0.75,1.5
css_true,50,MOTIF,2.0,True,4,6.9,DANES,-----,5,5,COURT,-G--Y,4.0,4.0,TOOTH,YG---,4.0,4.0,MOTIF,GGGGG,0.0,0.0,,,,,,,,,5629.0,430.0,92.3609877420501,430.0,15.0,96.51162790697676,15.0,1.0,93.33333333333331,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,3.25
css_true,51,RAVEN,2.0,True,4,8.8,AYERS,Y-YY-,5,4,TAMER,-G-GY,3.0,3.0,RACED,GG-G-,2.0,2.0,RAVEN,GGGGG,0.0,0.0,,,,,,,,,5629.0,134.0,97.61947059868538,134.0,17.0,87.31343283582089,17.0,2.0,88.23529411764706,2.0,1.0,50.0,,,,,,,CSS,0,,,,,,,1.0,1.25,2.5
css_true,52,REICH,2.0,True,4,7.6,BEARS,-G-Y-,4,4,MERLE,-GY--,4.0,4.0,FEDOR,-G--Y,4.0,4.0,REICH,GGGGG,0.0,0.0,,,,,,,,,5629.0,76.0,98.64984899626933,76.0,12.0,84.21052631578947,12.0,3.0,75.0,3.0,1.0,66.66666666666667,,,,,,,CSS,0,,,,,,,1.0,1.0,3.0
css_true,53,ICONS,2.0,True,3,9.1,FAIRE,--Y--,5,5,MINDS,-YY-G,4.0,4.0,ICONS,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,308.0,94.52833540593356,308.0,1.0,99.67532467532467,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.6666666666666667,3.0
css_true,54,SILKY,2.0,True,3,9.4,TEARS,----Y,5,5,SPINY,G-Y-G,3.0,3.0,SILKY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,128.0,97.72606146740095,128.0,3.0,97.65625,3.0,1.0,66.66666666666667,,,,,,,,,,CSS,0,,,,,,,1.0,1.6666666666666667,2.6666666666666665
css_true,55,CARVE,2.0,True,4,9.4,BALES,-G-Y-,4,4,RAINE,YG--G,3.0,3.0,CARPE,GGG-G,1.0,1.0,CARVE,GGGGG,0.0,0.0,,,,,,,,,5629.0,73.0,98.7031444306271,73.0,15.0,79.45205479452055,15.0,2.0,86.66666666666667,2.0,1.0,50.0,,,,,,,CSS,0,,,,,,,1.0,1.0,2.0
css_true,56,LAGER,2.0,False,7,-10.0,ARIEL,YY-GY,4,4,LAYER,GG-GG,1.0,1.0,LAZER,GG-GG,1.0,1.0,LATER,GG-GG,1.0,1.0,LAKER,GG-GG,1.0,1.0,LASER,GG-GG,1.0,1.0,5629.0,9.0,99.84011369692662,9.0,7.0,22.22222222222222,7.0,6.0,14.28571428571429,6.0,5.0,16.666666666666664,5.0,4.0,19.999999999999996,4.0,3.0,25.0,CSS,0,,,,,,,0.0,0.5,1.5
css_true,57,JERKS,2.0,True,4,7.1,SHALE,Y---Y,5,5,ROSEN,Y-YY-,5.0,5.0,BREST,-YYY-,5.0,4.0,JERKS,GGGGG,0.0,0.0,,,,,,,,,5629.0,282.0,94.99022917036774,282.0,25.0,91.13475177304964,25.0,3.0,88.0,3.0,1.0,66.66666666666667,,,,,,,CSS,0,,,,,,,1.0,1.25,3.75
css_true,58,LOTUS,2.0,True,3,10.4,ASTOR,-YGY-,4,4,TOTES,-GG-G,2.0,2.0,LOTUS,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,9.0,99.84011369692662,9.0,4.0,55.55555555555556,4.0,1.0,75.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,2.0
css_true,59,LACEY,2.0,True,5,6.3,ROADS,--Y--,5,5,EATIN,YG---,4.0,4.0,GAVEL,-G-GY,3.0,3.0,HALEY,-GYGG,2.0,2.0,LACEY,GGGGG,0.0,0.0,,,,,5629.0,498.0,91.15295789660684,498.0,40.0,91.96787148594376,40.0,5.0,87.5,5.0,1.0,80.0,1.0,1.0,0.0,,,,CSS,0,,,,,,,1.0,1.0,2.8
css_true,60,TUDOR,2.0,True,5,6.9,EARLS,--Y--,5,5,ORION,-Y-G-,4.0,4.0,HUMOR,-G-GG,2.0,2.0,TUTOR,GG-GG,1.0,1.0,TUDOR,GGGGG,0.0,0.0,,,,,5629.0,174.0,96.90886480724818,174.0,6.0,96.55172413793105,6.0,2.0,66.66666666666667,2.0,1.0,50.0,1.0,1.0,0.0,,,,CSS,0,,,,,,,1.0,1.0,2.4
css_true,61,QUOTA,2.0,True,4,6.9,RATES,-YY--,5,5,PLANT,--Y-Y,5.0,5.0,TODAY,YY-Y-,5.0,4.0,QUOTA,GGGGG,0.0,0.0,,,,,,,,,5629.0,59.0,98.95185645763011,59.0,5.0,91.52542372881356,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,CSS,0,,,,,,,1.0,1.25,3.75
css_true,62,MOURN,2.0,True,3,10.4,SOREN,-GY-G,3,3,RONAN,YG--G,3.0,3.0,MOURN,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,10.0,99.82234855214072,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.0,2.0
css_true,63,PROMO,2.0,True,4,7.7,LANES,-----,5,5,CROFT,-GG--,3.0,3.0,BROOD,-GGY-,3.0,3.0,PROMO,GGGGG,0.0,0.0,,,,,,,,,5629.0,361.0,93.58678273227927,361.0,12.0,96.67590027700832,12.0,2.0,83.33333333333334,2.0,1.0,50.0,,,,,,,CSS,0,,,,,,,1.0,1.25,2.75
css_true,64,CASTE,2.0,True,6,6.5,ROLES,---YY,5,5,SEPTA,YY-GY,4.0,4.0,HASTE,-GGGG,1.0,1.0,TASTE,-GGGG,1.0,1.0,WASTE,-GGGG,1.0,1.0,CASTE,GGGGG,0.0,0.0,5629.0,131.0,97.67276603304316,131.0,4.0,96.94656488549616,4.0,3.0,25.0,3.0,2.0,33.333333333333336,2.0,1.0,50.0,1.0,1.0,0.0,CSS,0,,,,,,,1.0,0.8333333333333334,2.0
css_true,65,CAPRI,2.0,True,3,9.8,MARIS,-GYY-,4,3,RAINY,YGY--,4.0,4.0,CAPRI,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,17.0,99.69799253863918,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,2.6666666666666665
css_true,66,ALIAS,2.0,True,3,10.1,RITES,-Y--G,4,4,SAILS,-YGYG,3.0,3.0,ALIAS,GGGGG,0.0,0.0,,,,,,,,,,,,,5629.0,62.0,98.89856102327234,62.0,1.0,98.38709677419357,1.0,1.0,0.0,,,,,,,,,,CSS,0,,,,,,,1.0,1.3333333333333333,2.3333333333333335
css_true,67,PADDY,2.0,True,6,5.7,EARNS,-G---,4,4,YALTA,YG---,4.0,4.0,BAWDY,-G-GG,2.0,2.0,DADDY,-GGGG,1.0,1.0,CADDY,-GGGG,1.0,1.0,PADDY,GGGGG,0.0,0.0,5629.0,189.0,96.64238763545924,189.0,18.0,90.47619047619048,18.0,5.0,72.22222222222221,5.0,3.0,40.0,3.0,2.0,33.333333333333336,2.0,1.0,50.0,CSS,0,,,,,,,1.0,0.6666666666666666,2.0
