game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
11,YOUNG,True,4,ARIES,-----,5,5,VOI,WOULD,-GG--,3,3,LLM,TOUCH,-GG--,3.0,3.0,VOI,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
12,MEANS,True,3,HEARS,-GG-G,2,2,VOI,BEANS,-GGGG,1,1,LLM,MEANS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
13,TRUTH,False,6,TASER,G---Y,4,4,VOI,TURBO,GYY--,4,4,LLM,TRULY,GGG--,2.0,2.0,VOI,TRUCK,GGG--,2.0,2.0,LLM,TRUMP,GGG--,2.0,2.0,VOI,BASED,-----,5.0,5.0,LLM,9
14,FIRED,True,5,REALS,YY---,5,5,VOI,TRIED,-YYGG,3,3,LLM,HIRED,-GGGG,1.0,1.0,VOI,WIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,VOI,,,,,,0
15,FOLKS,True,5,ARIES,----G,4,4,VOI,AQUAT,-----,5,5,LLM,PLOWS,-YY-G,4.0,4.0,VOI,LOCKS,YG-GG,2.0,2.0,LLM,FOLKS,GGGGG,0.0,0.0,VOI,,,,,,2
16,CHILE,True,3,EARLS,Y--G-,4,4,VOI,TITLE,-Y-GG,3,3,LLM,CHILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
17,BLACK,True,6,ELISA,-G--Y,4,4,VOI,ALLOY,YG---,4,4,LLM,PLATT,-GG--,3.0,3.0,VOI,FLAGG,-GG--,3.0,3.0,LLM,CLARK,YGG-G,2.0,2.0,VOI,BLACK,GGGGG,0.0,0.0,LLM,0
18,GRANT,True,5,RATES,YYY--,5,4,VOI,AORTA,Y-YY-,5,5,LLM,TRIAL,YG-Y-,4.0,4.0,VOI,KRAFT,-GG-G,2.0,2.0,LLM,GRANT,GGGGG,0.0,0.0,VOI,,,,,,0
19,MEALS,True,4,ARIES,Y--YG,4,4,VOI,BEADS,-GG-G,2,2,LLM,MEANS,GGG-G,1.0,1.0,VOI,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
20,CREAM,True,4,EARLS,YYY--,5,5,VOI,DEGRE,-Y-Y-,5,5,LLM,BREAM,-GGGG,1.0,1.0,VOI,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
21,AWAKE,True,5,TASER,-Y-Y-,5,4,VOI,TRUST,-----,5,5,LLM,NEALE,--G-G,3.0,3.0,VOI,AGAPE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,VOI,,,,,,5
22,OCCUR,True,6,TALES,-----,5,5,VOI,ZESTS,-----,5,5,LLM,BIRDY,--Y--,5.0,5.0,VOI,GRIPP,-Y---,5.0,5.0,LLM,HONOR,-Y--G,4.0,4.0,VOI,OCCUR,GGGGG,0.0,0.0,LLM,4
23,YEARS,True,3,LASER,-YYYY,5,5,VOI,STARE,Y-GGY,3,3,LLM,YEARS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
24,GRADE,True,4,CARES,-YYY-,5,4,VOI,TREAD,-GYYY,4,3,LLM,DRAPE,YGG-G,2.0,2.0,VOI,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
25,CHILL,True,5,EARLS,---G-,4,4,VOI,DIMLY,-Y-G-,4,4,LLM,PHILO,-GGG-,2.0,2.0,VOI,CHILS,GGGG-,1.0,1.0,LLM,CHILL,GGGGG,0.0,0.0,VOI,,,,,,1
26,FLOOD,True,4,EARLS,---Y-,5,5,VOI,SURES,-----,5,5,LLM,PILOT,--YG-,4.0,4.0,VOI,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
27,APPLY,True,4,ARIES,G----,4,4,VOI,AARON,G----,4,4,LLM,ALBUM,GY---,4.0,4.0,VOI,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
28,SMILE,True,3,ELISA,YYGY-,4,4,VOI,SMELL,GGYG-,2,2,LLM,SMILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,1
29,KNOCK,True,4,AILES,-----,5,5,VOI,GRIDD,-----,5,5,LLM,PHOTO,--G--,4.0,4.0,VOI,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
30,SLEEP,True,4,RAISE,---YY,5,5,VOI,GRAPE,---YY,5,5,LLM,SPENT,GYG--,3.0,3.0,VOI,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
31,BRICK,True,4,ARIES,-GG--,3,3,VOI,PRICK,-GGGG,1,1,LLM,TRICK,-GGGG,1.0,1.0,VOI,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
32,WROTE,True,5,ELISA,Y----,5,5,VOI,EASED,Y----,5,5,LLM,CONTE,-Y-GG,3.0,3.0,VOI,WRITE,GG-GG,1.0,1.0,LLM,WROTE,GGGGG,0.0,0.0,VOI,,,,,,5
33,RATED,True,3,EARLS,YGY--,4,4,VOI,WATER,-GGGY,2,2,LLM,RATED,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
34,ALERT,True,3,AROSE,GY--Y,4,4,VOI,ALTER,GGYYY,3,2,LLM,ALERT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
35,CAGES,True,4,EARNS,YG--G,3,3,VOI,GATES,YG-GG,2,2,LLM,WAGES,-GGGG,1.0,1.0,VOI,CAGES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
36,TEDDY,True,6,ARIES,---Y-,5,5,VOI,AZURE,----Y,5,5,LLM,NELLY,-G--G,3.0,3.0,VOI,BECKY,-G--G,3.0,3.0,LLM,GETTY,-GY-G,3.0,3.0,VOI,TEDDY,GGGGG,0.0,0.0,LLM,2
37,COLES,True,5,AISLE,--YYY,5,4,VOI,SLEEK,YY-G-,4,4,LLM,POLES,-GGGG,1.0,1.0,VOI,HOLES,-GGGG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,VOI,,,,,,0
38,HWANG,True,6,AIRES,Y----,5,5,VOI,CONGA,--YYY,5,4,LLM,GLAND,Y-GG-,3.0,3.0,VOI,THANG,-YGGG,2.0,2.0,LLM,HUANG,G-GGG,1.0,1.0,VOI,HWANG,GGGGG,0.0,0.0,LLM,0
39,WRATH,True,5,ELIAS,---Y-,5,5,VOI,ALASD,--G--,4,4,LLM,HWANG,YYG--,4.0,4.0,VOI,WHACK,GYG--,3.0,3.0,LLM,WRATH,GGGGG,0.0,0.0,VOI,,,,,,2
40,MACHO,True,5,LASER,-G---,4,4,VOI,PATIO,-G--G,3,3,LLM,MACAO,GGG-G,1.0,1.0,VOI,CHEMO,YY-YG,4.0,4.0,LLM,MACHO,GGGGG,0.0,0.0,VOI,,,,,,4
41,LOPEZ,True,6,RATES,---G-,4,4,VOI,SAREB,---G-,4,4,LLM,OLDEN,YY-G-,4.0,4.0,VOI,VOWEL,-G-GY,3.0,3.0,LLM,FOLEY,-GYG-,3.0,3.0,VOI,LOPEZ,GGGGG,0.0,0.0,LLM,3
42,GOODY,True,3,READS,---G-,4,4,VOI,MINDY,---GG,3,3,LLM,GOODY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
43,BROTH,True,4,OATES,Y-Y--,5,5,VOI,GUESS,-----,5,5,LLM,PHOTO,-YGG-,3.0,3.0,VOI,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
44,VERDE,True,4,REALS,YG---,4,4,VOI,MEIER,-G-YY,4,4,LLM,NERVE,-GGYG,2.0,2.0,VOI,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
45,TAMED,True,6,REALS,-YY--,5,5,VOI,REALM,-YY-Y,5,5,LLM,AMEND,YYY-G,4.0,2.0,VOI,MAXED,YG-GG,2.0,2.0,LLM,FAMED,-GGGG,1.0,1.0,VOI,TAMED,GGGGG,0.0,0.0,LLM,4
46,LEAFS,True,6,RAISE,-Y-YY,5,4,VOI,SEATS,-GG-G,2,2,LLM,MEALS,-GGYG,2.0,2.0,VOI,LEAPS,GGG-G,1.0,1.0,LLM,LEANS,GGG-G,1.0,1.0,VOI,LEAFS,GGGGG,0.0,0.0,LLM,0
47,YACHT,True,3,RATES,-GY--,4,4,VOI,TACKY,YGG-Y,3,3,LLM,YACHT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
48,MESSY,True,3,ARISE,---GY,4,4,VOI,BETSY,-G-GG,2,2,LLM,MESSY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
49,RYDER,True,5,STARE,---YY,5,5,VOI,ERROR,YY--G,4,4,LLM,RECUR,GY--G,3.0,3.0,VOI,RIVER,G--GG,2.0,2.0,LLM,RYDER,GGGGG,0.0,0.0,VOI,,,,,,0
50,MOTIF,True,5,TEARS,Y----,5,5,VOI,GLOBE,--Y--,5,5,LLM,POTTY,-GG--,3.0,3.0,VOI,NOTCH,-GG--,3.0,3.0,LLM,MOTIF,GGGGG,0.0,0.0,VOI,,,,,,2
51,RAVEN,True,2,TASER,-G-GY,3,3,VOI,RAVEN,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
52,REICH,True,4,LANES,---Y-,5,5,VOI,GRAIN,-Y-Y-,5,4,LLM,PETRI,-G-YY,4.0,4.0,VOI,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
53,ICONS,True,4,LEANS,---GG,3,3,VOI,SHINS,--YGG,3,3,LLM,IRONS,G-GGG,1.0,1.0,VOI,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
54,SILKY,True,6,ARISE,--YY-,5,5,VOI,ZEBRA,-----,5,5,LLM,ICONS,Y---Y,5.0,5.0,VOI,SIXTH,GG---,3.0,3.0,LLM,SILLY,GGG-G,1.0,1.0,VOI,SILKY,GGGGG,0.0,0.0,LLM,5
55,CARVE,True,2,RAISE,YG--G,3,3,VOI,CARVE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
56,LAGER,False,6,LANES,GG-G-,2,2,VOI,LATER,GG-GG,1,1,LLM,LAVER,GG-GG,1.0,1.0,VOI,LAKER,GG-GG,1.0,1.0,LLM,LAYER,GG-GG,1.0,1.0,VOI,LAUER,GG-GG,1.0,1.0,LLM,0
57,JERKS,True,6,MEARS,-G-YG,3,3,VOI,RENTS,YG--G,3,3,LLM,HERBS,-GG-G,2.0,2.0,VOI,ZEROS,-GG-G,2.0,2.0,LLM,PERES,-GG-G,2.0,2.0,VOI,JERKS,GGGGG,0.0,0.0,LLM,0
58,LOTUS,True,6,AROSE,--YY-,5,5,VOI,AROMA,--Y--,5,5,LLM,FOLKS,-GY-G,3.0,3.0,VOI,LONGS,GG--G,2.0,2.0,LLM,LOBOS,GG--G,2.0,2.0,VOI,LOTUS,GGGGG,0.0,0.0,LLM,4
59,LACEY,True,5,NEARS,-YY--,5,5,VOI,AFTER,Y--G-,4,4,LLM,MAXED,-G-G-,3.0,3.0,VOI,HAZEL,-G-GY,3.0,3.0,LLM,LACEY,GGGGG,0.0,0.0,VOI,,,,,,1
60,TUDOR,False,6,NEARS,---Y-,5,5,VOI,ZESTS,---Y-,5,5,LLM,TRICK,GY---,4.0,4.0,VOI,THROE,G-YG-,3.0,3.0,LLM,TUTOR,GG-GG,1.0,1.0,VOI,TUMOR,GG-GG,1.0,1.0,LLM,4
61,QUOTA,True,5,EARLS,-Y---,5,5,VOI,HWANG,--Y--,5,5,LLM,PIPPA,----G,4.0,4.0,VOI,ZUMBA,-G--G,3.0,3.0,LLM,QUOTA,GGGGG,0.0,0.0,VOI,,,,,,0
62,MOURN,True,3,TASER,----Y,5,5,VOI,GRUNT,-YGY-,4,4,LLM,MOURN,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,1
63,PROMO,True,5,LASER,----Y,5,5,VOI,RIGHT,Y----,5,5,LLM,MOURN,YY-Y-,5.0,5.0,VOI,VROOM,-GGYY,3.0,3.0,LLM,PROMO,GGGGG,0.0,0.0,VOI,,,,,,0
64,CASTE,True,6,ELISA,Y--YY,5,5,VOI,ELIAS,Y--YY,5,5,LLM,HASTE,-GGGG,1.0,1.0,VOI,TASTE,-GGGG,1.0,1.0,LLM,WASTE,-GGGG,1.0,1.0,VOI,CASTE,GGGGG,0.0,0.0,LLM,3
65,CAPRI,True,4,OATES,-G---,4,4,VOI,DARIN,-GYY-,4,3,LLM,RABBI,YG--G,3.0,3.0,VOI,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
66,ALIAS,True,3,ARISE,G-GY-,3,3,VOI,ASICS,G-G-G,2,2,LLM,ALIAS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
67,PADDY,True,5,TASER,-G---,4,4,VOI,RIFLE,-----,5,5,LLM,MACHO,-G---,4.0,4.0,VOI,GAUDY,-G-GG,2.0,2.0,LLM,PADDY,GGGGG,0.0,0.0,VOI,,,,,,3
68,BLOBS,True,5,TEARS,----G,4,4,VOI,FOCUS,-Y--G,4,4,LLM,PLOWS,-GG-G,2.0,2.0,VOI,GLOSS,-GG-G,2.0,2.0,LLM,BLOBS,GGGGG,0.0,0.0,VOI,,,,,,0
69,DILLY,True,4,EARLS,---G-,4,4,VOI,HOWLY,---GG,3,3,LLM,DIMLY,GG-GG,1.0,1.0,VOI,DILLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
70,GUTSY,True,3,TALES,Y---Y,5,5,VOI,STING,YY--Y,5,5,LLM,GUTSY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
71,TABOR,True,4,AIRES,Y-Y--,5,5,VOI,ZEBRA,--GYY,4,4,LLM,LABOR,-GGGG,1.0,1.0,VOI,TABOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
72,INLAY,True,4,AIRES,YY---,5,5,VOI,TACIT,-Y-Y-,5,5,LLM,DUBAI,---GY,4.0,4.0,VOI,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
73,AHHHH,True,5,ARISE,G----,4,4,VOI,ALOUD,G----,4,4,LLM,AAAAH,G---G,3.0,3.0,VOI,HHHHO,YGGG-,2.0,2.0,LLM,AHHHH,GGGGG,0.0,0.0,VOI,,,,,,3
74,ROUEN,True,5,ARISE,-Y--Y,5,4,VOI,RYDER,G--G-,3,3,LLM,ROGEN,GG-GG,1.0,1.0,VOI,OUGHT,YY---,5.0,4.0,LLM,ROUEN,GGGGG,0.0,0.0,VOI,,,,,,7
75,BUENA,True,4,MARES,-Y-Y-,5,5,VOI,HORSE,----Y,5,5,LLM,DECAL,-Y-Y-,5.0,4.0,VOI,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
76,MENON,True,3,AILES,---Y-,5,5,VOI,NORTE,YY--Y,5,5,LLM,MENON,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
77,TRASK,True,5,AILES,Y---Y,5,5,VOI,BELLO,-----,5,5,LLM,PATSY,-YYG-,4.0,4.0,VOI,STASH,-YGG-,3.0,3.0,LLM,TRASK,GGGGG,0.0,0.0,VOI,,,,,,4
78,CASIO,True,4,AILES,YY--Y,5,5,VOI,SAITH,YGY--,4,4,LLM,BASIC,-GGGY,2.0,2.0,VOI,CASIO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
79,VOILA,True,3,REALS,--YG-,4,4,VOI,BALLY,-Y-G-,4,4,LLM,VOILA,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
80,AURAL,True,4,AIRES,G-G--,3,3,VOI,ARROW,G-G--,3,3,LLM,AKRAM,G-GG-,2.0,2.0,VOI,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
81,LEGER,False,6,OATES,---G-,4,4,VOI,HARSH,--Y--,5,5,LLM,RYDER,---GG,3.0,3.0,VOI,FIXER,---GG,3.0,3.0,LLM,NEUER,-G-GG,2.0,2.0,VOI,LEVER,GG-GG,1.0,1.0,LLM,3
82,DALLY,True,6,CARES,-G---,4,4,VOI,PANTY,-G--G,3,3,LLM,BAWDY,-G-YG,3.0,3.0,VOI,DAFFY,GG--G,2.0,2.0,LLM,DAILY,GG-GG,1.0,1.0,VOI,DALLY,GGGGG,0.0,0.0,LLM,0
83,INIGO,True,5,EARNS,---Y-,5,5,VOI,KNOCK,-GY--,4,4,LLM,ONION,YGG--,3.0,3.0,VOI,INCOM,GG-Y-,3.0,3.0,LLM,INIGO,GGGGG,0.0,0.0,VOI,,,,,,2
84,KRILL,True,4,ARIES,-GG--,3,3,VOI,PRINT,-GG--,3,3,LLM,BRICK,-GG-Y,3.0,3.0,VOI,KRILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
85,SNIDE,True,6,TASER,--YY-,5,5,VOI,CASER,--YY-,5,5,LLM,SMILE,G-G-G,2.0,2.0,VOI,SWINE,G-GYG,2.0,2.0,LLM,SNIPE,GGG-G,1.0,1.0,VOI,SNIDE,GGGGG,0.0,0.0,LLM,4
86,LEWES,True,5,AIRES,---GG,3,3,VOI,POSES,---GG,3,3,LLM,MULES,--YGG,3.0,3.0,VOI,FLEAS,-YY-G,4.0,3.0,LLM,LEWES,GGGGG,0.0,0.0,VOI,,,,,,2
87,TAMER,True,5,RATES,YGYG-,3,3,VOI,TARES,GGYG-,2,2,LLM,TAPER,GG-GG,1.0,1.0,VOI,TAKER,GG-GG,1.0,1.0,LLM,TAMER,GGGGG,0.0,0.0,VOI,,,,,,1
88,COTTA,True,4,LEAST,--Y-Y,5,5,VOI,GUESS,-----,5,5,LLM,TABOR,YY-Y-,5.0,5.0,VOI,COTTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
89,CORBY,True,5,REALS,Y----,5,5,VOI,FOCUS,-GY--,4,4,LLM,CONOR,GG--Y,3.0,3.0,VOI,CORGI,GGG--,2.0,2.0,LLM,CORBY,GGGGG,0.0,0.0,VOI,,,,,,2
90,POLIS,True,4,ARIES,--Y-G,4,4,VOI,SINGS,-Y--G,4,4,LLM,LOUIS,YG-GG,2.0,2.0,VOI,POLIS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
91,ROXAS,True,5,STARE,Y-YY-,5,5,VOI,HARSH,-YYY-,5,5,LLM,ORCAS,YY-GG,3.0,3.0,VOI,ROJAS,GG-GG,1.0,1.0,LLM,ROXAS,GGGGG,0.0,0.0,VOI,,,,,,0
92,RANCE,True,4,NEARS,YYYY-,5,5,VOI,RAVEN,GG-YY,3,3,LLM,RANGE,GGG-G,1.0,1.0,VOI,RANCE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
93,CARON,True,6,AROSE,YYY--,5,3,VOI,MORAL,-YGY-,4,4,LLM,DARIO,-GG-Y,3.0,3.0,VOI,TAROT,-GGG-,2.0,2.0,LLM,BARON,-GGGG,1.0,1.0,VOI,CARON,GGGGG,0.0,0.0,LLM,0
94,SURYA,True,5,OATES,-Y--Y,5,5,VOI,OATHS,-Y--Y,5,5,LLM,USUAL,YY-Y-,5.0,4.0,VOI,SURFY,GGG-Y,2.0,2.0,LLM,SURYA,GGGGG,0.0,0.0,VOI,,,,,,5
95,AGGIE,True,5,ANISE,G-Y-G,3,3,VOI,ARTIE,G--GG,2,2,LLM,ABBIE,G--GG,2.0,2.0,VOI,ALDIE,G--GG,2.0,2.0,LLM,AGGIE,GGGGG,0.0,0.0,VOI,,,,,,0
96,CAUSA,True,3,RATES,-G--Y,4,4,VOI,CASIO,GGY--,3,3,LLM,CAUSA,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
97,BAMBA,True,6,DANES,-G---,4,4,VOI,TABOR,-GY--,4,4,LLM,BAGGY,GG---,3.0,3.0,VOI,BANES,GG---,3.0,3.0,LLM,BAMBI,GGGG-,1.0,1.0,VOI,BAMBA,GGGGG,0.0,0.0,LLM,3
98,MAYNE,True,4,AIRES,Y--Y-,5,4,VOI,BARES,-G-Y-,4,4,LLM,MANCE,GGY-G,2.0,2.0,VOI,MAYNE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
99,BOGGS,True,6,LEAST,---Y-,5,5,VOI,LATER,-----,5,5,LLM,ICONS,--Y-G,4.0,4.0,VOI,POWYS,-G--G,3.0,3.0,LLM,DOBBS,-GY-G,3.0,3.0,VOI,BOGGS,GGGGG,0.0,0.0,LLM,5
100,FINNS,False,6,AROSE,---Y-,5,5,VOI,AROMA,-----,5,5,LLM,SILKY,YG---,4.0,4.0,VOI,GIGGS,-G--G,3.0,3.0,LLM,PITTS,-G--G,3.0,3.0,VOI,FINDS,GGG-G,1.0,1.0,LLM,4
