Game_Number,Hybrid_codestral-22b_CSS_CoT,Hybrid_codestral-22b_CSS_ZeroShot,Hybrid_codestral-22b_Random_CoT,Hybrid_codestral-22b_Random_ZeroShot,Hybrid_codestral-22b_VOI_CoT,Hybrid_codestral-22b_VOI_ZeroShot,Hybrid_gemma-27b_CSS_CoT,Hybrid_gemma-27b_CSS_ZeroShot,Hybrid_gemma-27b_Random_CoT,Hybrid_gemma-27b_Random_ZeroShot,Hybrid_gemma-27b_VOI_CoT,Hybrid_gemma-27b_VOI_ZeroShot,Hybrid_granite-8b_CSS_CoT,Hybrid_granite-8b_CSS_ZeroShot,Hybrid_granite-8b_Random_CoT,Hybrid_granite-8b_Random_ZeroShot,Hybrid_granite-8b_VOI_CoT,Hybrid_granite-8b_VOI_ZeroShot,Hybrid_llama-3.1-70b_CSS_CoT,Hybrid_llama-3.1-70b_CSS_ZeroShot,Hybrid_llama-3.1-70b_Random_CoT,Hybrid_llama-3.1-70b_Random_ZeroShot,Hybrid_llama-3.1-70b_VOI_CoT,Hybrid_llama-3.1-70b_VOI_ZeroShot,Hybrid_llama-3.1-8b_CSS_CoT,Hybrid_llama-3.1-8b_CSS_ZeroShot,Hybrid_llama-3.1-8b_Random_CoT,Hybrid_llama-3.1-8b_Random_ZeroShot,Hybrid_llama-3.1-8b_VOI_CoT,Hybrid_llama-3.1-8b_VOI_ZeroShot,Hybrid_llama-3.3-70b_CSS_CoT,Hybrid_llama-3.3-70b_CSS_ZeroShot,Hybrid_llama-3.3-70b_Random_CoT,Hybrid_llama-3.3-70b_Random_ZeroShot,Hybrid_llama-3.3-70b_VOI_CoT,Hybrid_llama-3.3-70b_VOI_ZeroShot,Hybrid_mistral-7b_CSS_CoT,Hybrid_mistral-7b_CSS_ZeroShot,Hybrid_mistral-7b_Random_CoT,Hybrid_mistral-7b_Random_ZeroShot,Hybrid_mistral-7b_VOI_CoT,Hybrid_mistral-7b_VOI_ZeroShot,Hybrid_mistral-small_CSS_CoT,Hybrid_mistral-small_CSS_ZeroShot,Hybrid_mistral-small_Random_CoT,Hybrid_mistral-small_Random_ZeroShot,Hybrid_mistral-small_VOI_CoT,Hybrid_mistral-small_VOI_ZeroShot,Hybrid_nemotron-8b_CSS_CoT,Hybrid_nemotron-8b_CSS_ZeroShot,Hybrid_nemotron-8b_Random_CoT,Hybrid_nemotron-8b_Random_ZeroShot,Hybrid_nemotron-8b_VOI_CoT,Hybrid_nemotron-8b_VOI_ZeroShot,PureLLM_codestral-22b_CoT,PureLLM_codestral-22b_ZeroShot,PureLLM_gemma-27b_CoT,PureLLM_gemma-27b_ZeroShot,PureLLM_gpt-oss-120b_CoT,PureLLM_gpt-oss-120b_ZeroShot,PureLLM_gpt-oss-20b_CoT,PureLLM_gpt-oss-20b_ZeroShot,PureLLM_granite-8b_CoT,PureLLM_granite-8b_ZeroShot,PureLLM_llama-3.1-70b_CoT,PureLLM_llama-3.1-70b_ZeroShot,PureLLM_llama-3.1-8b_CoT,PureLLM_llama-3.1-8b_ZeroShot,PureLLM_llama-3.3-70b_CoT,PureLLM_llama-3.3-70b_ZeroShot,PureLLM_mistral-7b_CoT,PureLLM_mistral-7b_ZeroShot,PureLLM_mistral-small_CoT,PureLLM_mistral-small_ZeroShot,PureLLM_nemotron-8b_CoT,PureLLM_nemotron-8b_ZeroShot,Pure_Algo_css,Pure_Algo_css_then_voi,Pure_Algo_css_voi_alternating,Pure_Algo_pure_random,Pure_Algo_random,Pure_Algo_voi,Pure_Algo_voi_css_alternating,Pure_Algo_voi_then_css
82,1.0,,2.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,,1.0,0.0,,1.0,1.0,0.0,,2.0,1.0,0.0,,0.0,,1.0,,1.0,4.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,1.0,3.0,0.0,,,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,4.0,,,2.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,,,,1.0,0.0,2.0,0.0,,0.0,5.0,1.0,,0.0,2.0
83,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,,2.0,2.0,,0.0,4.0,3.0,0.0,0.0,0.0,,0.0,,0.0,3.0,0.0,0.0,3.0,,3.0,0.0,0.0,,,,,0.0,4.0,0.0,0.0,,0.0,3.0,,2.0,,0.0,,3.0,3.0,,3.0,0.0,,0.0,,5.0,,0.0,0.0,
84,3.0,4.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,3.0,1.0,,0.0,0.0,1.0,1.0,,1.0,1.0,3.0,,1.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,,0.0,1.0,0.0,3.0,5.0,3.0,0.0,1.0,3.0
85,,,0.0,2.0,,2.0,1.0,,2.0,0.0,2.0,,0.0,2.0,,0.0,,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,,0.0,,0.0,,3.0,3.0,0.0,0.0,0.0
86,3.0,3.0,3.0,2.0,,3.0,,,2.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,0.0,0.0,0.0,2.0,,,,2.0,0.0,,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,,
87,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,,0.0,,0.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,5.0,0.0,1.0,,
88,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,3.0,,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,,2.0,1.0,0.0,4.0,3.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,3.0,4.0,2.0,0.0,5.0,,1.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,4.0,,1.0,0.0,2.0,,,5.0,0.0,1.0,1.0,0.0
89,1.0,,4.0,0.0,0.0,0.0,1.0,1.0,,2.0,1.0,0.0,0.0,1.0,2.0,,2.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,,1.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,,,3.0,0.0,,1.0,0.0,,3.0,4.0,1.0,3.0,0.0,2.0,,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,,,,2.0,0.0,,,0.0,,4.0,0.0,1.0,,
90,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,,0.0,1.0,,0.0,,4.0,,3.0,,2.0,2.0,1.0,,1.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,2.0,1.0,2.0,0.0,2.0,1.0,,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,2.0,,0.0,0.0,4.0,0.0,2.0,0.0,1.0
91,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,,2.0,,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,,3.0,3.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,0.0,2.0,1.0,,,4.0,2.0,0.0,0.0,
92,0.0,,0.0,1.0,,0.0,,,0.0,,0.0,,0.0,,,1.0,,0.0,,0.0,2.0,1.0,3.0,4.0,0.0,,3.0,2.0,0.0,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,,3.0,0.0,1.0,,,,1.0,,,,0.0,0.0,0.0,,5.0,0.0,0.0,1.0,1.0,,0.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,,0.0,1.0,,,0.0,,5.0,0.0,,0.0,
93,0.0,0.0,1.0,2.0,0.0,,1.0,,1.0,,3.0,,,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,,0.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,,3.0,0.0,2.0,,2.0,1.0,0.0,,5.0,0.0,0.0,,
94,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,2.0,,,,2.0,,0.0,,0.0,0.0,3.0,0.0,,0.0,0.0,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,4.0,,2.0,0.0,0.0
95,,0.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,2.0,,2.0,0.0,,1.0,0.0,2.0,2.0,,2.0,2.0,0.0,0.0,3.0,,4.0,3.0,0.0,0.0,2.0,,3.0,1.0,,2.0,0.0,,,2.0,,0.0,,3.0,4.0,0.0,0.0,
96,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,,,,,2.0,,,0.0,0.0,0.0,3.0,,,,,,,,0.0,3.0,4.0,3.0,0.0,,3.0,,1.0,,1.0,,,2.0,0.0,,,,0.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,4.0,2.0,,0.0,0.0,,,,3.0,3.0,0.0,4.0,,0.0,2.0,2.0,2.0,5.0,3.0,0.0,2.0,0.0
97,3.0,0.0,3.0,4.0,3.0,1.0,4.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,,2.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,2.0,3.0,2.0,,3.0,0.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,4.0,1.0,4.0,2.0,3.0,,3.0,3.0,2.0,0.0,4.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,4.0,2.0,0.0,2.0,0.0
98,,1.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,,2.0,1.0,0.0,,2.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,,2.0,,0.0,1.0,5.0,0.0,0.0,0.0,0.0
99,3.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,,3.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,,2.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,5.0,0.0,3.0,0.0,2.0
100,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,,1.0,3.0,,2.0,1.0,2.0,0.0,0.0,2.0,0.0,,3.0,,2.0,2.0,5.0,2.0,0.0,0.0,2.0
