game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
11,YOUNG,True,4,OASIS,Y----,5,5,LLM,COLOR,-G---,4,4,CSS,FOUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,606,89.23432225972641,606,92,84.81848184818482,92,2,97.82608695652173,2,1,50.0,,,,,,
12,MEANS,True,3,EARTH,YY---,5,4,LLM,ANISE,YY-YY,5,4,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,205,96.35814531888435,205,7,96.58536585365853,7,1,85.71428571428571,,,,,,,,,
13,TRUTH,True,3,RIGHT,Y--YY,5,4,LLM,EARTH,--YGG,3,3,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,27,99.52034109077988,27,3,88.88888888888889,3,1,66.66666666666666,,,,,,,,,
14,FIRED,True,2,FIRST,GGG--,2,2,LLM,FIRED,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,1,99.98223485521407,1,1,0.0,,,,,,,,,,,,
15,FOLKS,True,5,THING,-----,5,5,LLM,BASEL,--Y-Y,5,5,CSS,SOLOS,-GG-G,2.0,2.0,LLM,COLDS,-GG-G,2.0,2.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,5629,1638,70.90069284064666,1638,40,97.55799755799755,40,8,80.0,8,4,50.0,4,1,75.0,,,
16,CHILE,True,3,THEIR,-GYY-,4,4,LLM,CHIEN,GGGY-,2,2,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,7,99.87564398649849,7,2,71.42857142857143,2,1,50.0,,,,,,,,,
17,BLACK,True,5,OUGHT,-----,5,5,LLM,DENIS,-----,5,5,CSS,CRACK,--GGG,2.0,2.0,LLM,ABACK,-YGGG,2.0,2.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,5629,1809,67.86285308225261,1809,104,94.25096738529575,104,3,97.11538461538461,3,1,66.66666666666666,1,1,0.0,,,
18,GRANT,True,3,FOUND,---G-,4,4,LLM,PRINT,-G-GG,2,2,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,226,95.98507727837982,226,5,97.78761061946902,5,1,80.0,,,,,,,,,
19,MEALS,True,3,THREE,---Y-,5,5,LLM,MEANS,GGG-G,1,1,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,296,94.74151714336472,296,1,99.66216216216216,1,1,0.0,,,,,,,,,
20,CREAM,True,4,THING,-----,5,5,LLM,COYLE,G---Y,4,4,CSS,CORES,G-YY-,4.0,3.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1638,70.90069284064666,1638,25,98.47374847374849,25,2,92.0,2,1,50.0,,,,,,
21,AWAKE,True,4,THERE,----G,4,4,LLM,ASIDE,G---G,3,3,CSS,AGAPE,G-G-G,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,269,95.22117605258484,269,12,95.53903345724906,12,2,83.33333333333334,2,1,50.0,,,,,,
22,OCCUR,True,5,RIGHT,Y----,5,5,LLM,SPEAR,----G,4,4,CSS,FIRST,--Y--,5.0,5.0,LLM,CONOR,YY--G,4.0,4.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,5629,725,87.12027003020074,725,10,98.62068965517241,10,7,30.0,7,1,85.71428571428571,1,1,0.0,,,
23,YEARS,True,3,THING,-----,5,5,LLM,CLAMS,--G-G,3,3,CSS,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1638,70.90069284064666,1638,27,98.35164835164835,27,1,96.29629629629629,,,,,,,,,
24,GRADE,True,6,YEARS,-YGY-,4,4,LLM,TRACE,-GG-G,2,2,CSS,GRAZE,GGG-G,1.0,1.0,LLM,GRAPE,GGG-G,1.0,1.0,CSS,GRAVE,GGG-G,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,5629,19,99.66246224906733,19,9,52.63157894736842,9,3,66.66666666666666,3,2,33.33333333333333,2,1,50.0,1,1,0.0
25,CHILL,True,5,THERE,-G---,4,4,LLM,SHONA,-G---,4,4,CSS,CHICK,GGG--,2.0,2.0,LLM,CHILI,GGGG-,1.0,1.0,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,5629,99,98.24125066619293,99,12,87.87878787878788,12,5,58.333333333333336,5,2,60.0,2,1,50.0,,,
26,FLOOD,True,5,THING,-----,5,5,LLM,DRAPE,Y----,5,5,CSS,LOWDY,YY-Y-,5.0,3.0,LLM,SCOLD,--GYG,3.0,3.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,5629,1638,70.90069284064666,1638,24,98.53479853479854,24,4,83.33333333333334,4,2,50.0,2,1,50.0,,,
27,APPLY,True,6,OTHER,-----,5,5,LLM,LINUS,Y----,5,5,CSS,BLACK,-YY--,5.0,5.0,LLM,WALLA,-Y-G-,4.0,4.0,CSS,ALPAC,GYG--,3.0,3.0,LLM,APPLY,GGGGG,0.0,0.0,CSS,5629,807,85.66352815775448,807,34,95.78686493184635,34,11,67.64705882352942,11,2,81.81818181818183,2,2,0.0,2,1,50.0
28,SMILE,True,4,THERE,----G,4,4,LLM,ANGLE,---GG,3,3,CSS,FIRST,-Y-Y-,5.0,5.0,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,269,95.22117605258484,269,12,95.53903345724906,12,1,91.66666666666666,1,1,0.0,,,,,,
29,KNOCK,True,5,THERE,-----,5,5,LLM,FAILS,-----,5,5,CSS,YOUNG,-Y-Y-,5.0,5.0,LLM,KNOWN,GGG--,2.0,2.0,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,5629,1280,77.2606146740096,1280,73,94.296875,73,2,97.26027397260275,2,1,50.0,1,1,0.0,,,
30,SLEEP,True,4,START,G----,4,4,LLM,SMILE,G--YY,4,4,CSS,SLEET,GGGG-,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,196,96.51803162195772,196,6,96.93877551020408,6,2,66.66666666666666,2,1,50.0,,,,,,
31,BRICK,True,6,THING,--G--,4,4,LLM,SMILE,--G--,4,4,CSS,QUIRK,--GYG,3.0,3.0,LLM,FRICK,-GGGG,1.0,1.0,CSS,PRICK,-GGGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,5629,197,96.50026647717179,197,28,85.78680203045685,28,4,85.71428571428571,4,3,25.0,3,2,33.33333333333333,2,1,50.0
32,WROTE,True,3,THESE,Y---G,4,4,LLM,IRATE,-G-GG,2,2,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,40,99.2893942085628,40,2,95.0,2,1,50.0,,,,,,,,,
33,RATED,True,4,COULD,----G,4,4,LLM,FIRED,--YGG,3,3,CSS,ARMED,YY-GG,3.0,3.0,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,140,97.5128797299698,140,9,93.57142857142857,9,5,44.44444444444444,5,1,80.0,,,,,,
34,ALERT,True,4,STATE,-YY-Y,5,5,LLM,RATED,YYYY-,5,4,CSS,GREAT,-YGYG,3.0,3.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,58,98.96962160241605,58,6,89.65517241379311,6,2,66.66666666666666,2,1,50.0,,,,,,
35,CAGES,False,6,BEING,-Y--Y,5,5,LLM,GRADE,Y-Y-Y,5,4,CSS,WAGES,-GGGG,1.0,1.0,LLM,SAGES,-GGGG,1.0,1.0,CSS,PAGES,-GGGG,1.0,1.0,LLM,MAGES,-GGGG,1.0,1.0,CSS,5629,113,97.9925386391899,113,7,93.80530973451327,7,4,42.857142857142854,4,3,25.0,3,2,33.33333333333333,2,1,50.0
36,TEDDY,True,5,EATCH,Y-Y--,5,5,LLM,WROTE,---YY,5,5,CSS,STEEP,-YY--,5.0,4.0,LLM,TELLY,GG--G,2.0,2.0,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,5629,203,96.3936756084562,203,63,68.96551724137932,63,7,88.88888888888889,7,1,85.71428571428571,1,1,0.0,,,
37,COLES,True,6,THESE,--YY-,5,4,LLM,MAGES,---GG,3,3,CSS,FLIES,-Y-GG,3.0,3.0,LLM,SOLES,-GGGG,1.0,1.0,CSS,ROLES,-GGGG,1.0,1.0,LLM,COLES,GGGGG,0.0,0.0,CSS,5629,364,93.53348729792148,364,99,72.8021978021978,99,12,87.87878787878788,12,3,75.0,3,2,33.33333333333333,2,1,50.0
38,HWANG,True,4,THESE,-Y---,5,5,LLM,GRAPH,Y-G-Y,4,4,CSS,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,172,96.94439509682003,172,2,98.83720930232558,2,1,50.0,1,1,0.0,,,,,,
39,WRATH,True,3,START,-YGY-,4,4,LLM,TRACE,YGG--,3,3,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1,1,0.0,,,,,,,,,
40,MACHO,True,4,THERE,-Y---,5,5,LLM,HWANG,Y-Y--,5,5,CSS,JIHAD,--YY-,5.0,5.0,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,207,96.32261502931249,207,32,84.54106280193237,32,14,56.25,14,1,92.85714285714286,,,,,,
41,LOPEZ,True,4,OTHER,Y--G-,4,4,LLM,COLES,-GYG-,3,3,CSS,MODEL,-G-GY,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,96,98.29454610055072,96,10,89.58333333333334,10,2,80.0,2,1,50.0,,,,,,
42,GOODY,True,3,TENOR,---Y-,5,5,LLM,COLDS,-G-G-,3,3,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,317,94.36844910286018,317,5,98.42271293375394,5,1,80.0,,,,,,,,,
43,BROTH,True,4,YEARS,---Y-,5,5,LLM,CROFT,-GG-Y,3,3,CSS,TROLL,YGG--,3.0,3.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,184,96.73121335938887,184,4,97.82608695652173,4,2,50.0,2,1,50.0,,,,,,
44,VERDE,True,5,STATE,----G,4,4,LLM,CHILE,----G,4,4,CSS,JUDGE,--Y-G,4.0,4.0,LLM,MONDE,---GG,3.0,3.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,5629,268,95.23894119737076,268,76,71.64179104477611,76,8,89.47368421052632,8,1,87.5,1,1,0.0,,,
45,TAMED,True,4,THERE,G-Y--,4,4,LLM,TEDDY,GYY--,4,4,CSS,TIMED,G-GGG,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,51,99.09397761591757,51,8,84.31372549019608,8,1,87.5,1,1,0.0,,,,,,
46,LEAFS,False,6,ARISE,Y--YY,5,5,LLM,MAGES,-Y-YG,4,4,CSS,LEAGS,GGG-G,1.0,1.0,LLM,LEANS,GGG-G,1.0,1.0,CSS,LEADS,GGG-G,1.0,1.0,LLM,LEAPS,GGG-G,1.0,1.0,CSS,5629,142,97.47734944039794,142,27,80.98591549295774,27,5,81.48148148148148,5,4,20.0,4,3,25.0,3,2,33.33333333333333
47,YACHT,True,4,ZENIT,----G,4,4,LLM,FROST,----G,4,4,CSS,HAYAT,YGY-G,3.0,3.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,94,98.33007639012258,94,11,88.29787234042553,11,1,90.9090909090909,1,1,0.0,,,,,,
48,MESSY,True,3,THERE,--Y--,5,5,LLM,NEPAL,-G---,4,4,CSS,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,588,89.55409486587315,588,30,94.89795918367348,30,1,96.66666666666667,,,,,,,,,
49,RYDER,True,4,WORLD,--Y-Y,5,5,LLM,GRADE,-Y-YY,5,3,CSS,RIDER,G-GGG,1.0,1.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,89,98.41890211405223,89,14,84.26966292134831,14,1,92.85714285714286,1,1,0.0,,,,,,
50,MOTIF,True,4,WOULD,-G---,4,4,LLM,YONGE,-G---,4,4,CSS,MOTOR,GGG--,2.0,2.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,418,92.57416947948126,418,137,67.22488038277513,137,2,98.54014598540147,2,1,50.0,,,,,,
51,RAVEN,True,5,STATE,--Y-Y,5,4,LLM,CEDAR,-Y-YY,5,5,CSS,ERIKA,YY--Y,5.0,5.0,LLM,HAREM,-GYG-,3.0,3.0,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,5629,269,95.22117605258484,269,17,93.68029739776952,17,6,64.70588235294117,6,2,66.66666666666666,2,1,50.0,,,
52,REICH,True,5,COULD,Y----,5,5,LLM,YACHT,--YY-,5,4,CSS,BENCH,-G-GG,2.0,2.0,LLM,MERCH,-GYGG,2.0,2.0,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,5629,209,96.28708473974062,209,13,93.77990430622009,13,3,76.92307692307693,3,1,66.66666666666666,1,1,0.0,,,
53,ICONS,True,5,ZENIT,--YY-,5,5,LLM,SHING,Y-YG-,4,4,CSS,KILNS,-Y-GG,3.0,3.0,LLM,IRONS,G-GGG,1.0,1.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,5629,130,97.6905311778291,130,4,96.92307692307692,4,2,50.0,2,1,50.0,1,1,0.0,,,
54,SILKY,True,4,STATE,G----,4,4,LLM,SHINS,G-Y--,4,4,CSS,SILLY,GGG-G,1.0,1.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,134,97.61947059868538,134,9,93.28358208955224,9,1,88.88888888888889,1,1,0.0,,,,,,
55,CARVE,True,6,THERE,---YG,4,4,LLM,GRADE,-YY-G,4,4,CSS,RAINE,YG--G,3.0,3.0,LLM,CARPE,GGG-G,1.0,1.0,CSS,CRAVE,GYYGG,2.0,2.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,5629,107,98.09912950790549,107,15,85.98130841121495,15,7,53.333333333333336,7,1,85.71428571428571,1,1,0.0,1,1,0.0
56,LAGER,True,6,THEIR,--Y-G,4,4,LLM,RYDER,---GG,3,3,CSS,FIFTH,-----,5.0,5.0,LLM,CAPER,-G-GG,2.0,2.0,CSS,KNOWN,-----,5.0,5.0,LLM,LAGER,GGGGG,0.0,0.0,CSS,5629,132,97.65500088825723,132,73,44.696969696969695,73,65,10.95890410958904,65,16,75.38461538461539,16,11,31.25,11,1,90.9090909090909
57,JERKS,False,6,THING,-----,5,5,LLM,CAPES,---YG,4,4,CSS,SEEMS,-G--G,3.0,3.0,LLM,FEUDS,-G--G,3.0,3.0,CSS,WELLS,-G--G,3.0,3.0,LLM,BEZOS,-G--G,3.0,3.0,CSS,5629,1638,70.90069284064666,1638,57,96.52014652014653,57,13,77.19298245614034,13,8,38.46153846153847,8,5,37.5,5,1,80.0
58,LOTUS,True,3,THING,Y----,5,5,LLM,LEAST,G--YY,4,4,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,438,92.21886658376266,438,3,99.31506849315068,3,1,66.66666666666666,,,,,,,,,
59,LACEY,True,4,START,--Y--,5,5,LLM,MACHO,-GG--,3,3,CSS,FACED,-GGG-,2.0,2.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,657,88.32829987564399,657,7,98.93455098934551,7,1,85.71428571428571,1,1,0.0,,,,,,
60,TUDOR,True,4,START,-Y-Y-,5,5,LLM,BROTH,-YYY-,5,5,CSS,MOTOR,--YGG,3.0,3.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,88,98.43666725883816,88,11,87.5,11,2,81.81818181818183,2,1,50.0,,,,,,
61,QUOTA,True,4,THING,Y----,5,5,LLM,LOTUS,-YYY-,5,4,CSS,UTERO,YY--Y,5.0,5.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,438,92.21886658376266,438,4,99.08675799086758,4,1,75.0,1,1,0.0,,,,,,
62,MOURN,True,3,SINCE,--Y--,5,5,LLM,YOUNG,-GGY-,3,3,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,221,96.07390300230946,221,1,99.5475113122172,1,1,0.0,,,,,,,,,
63,PROMO,True,6,WORLD,-YY--,5,5,LLM,IRONS,-GG--,3,3,CSS,GROUP,-GG-Y,3.0,3.0,LLM,TROPE,-GGY-,3.0,3.0,CSS,PROPO,GGG-G,1.0,1.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,5629,188,96.66015278024516,188,37,80.31914893617021,37,8,78.37837837837837,8,4,50.0,4,2,50.0,2,1,50.0
64,CASTE,False,6,ROATE,--YGG,3,3,LLM,WAITE,-G-GG,2,2,CSS,MATTE,-G-GG,2.0,2.0,LLM,DANTE,-G-GG,2.0,2.0,CSS,MANGE,-G--G,3.0,3.0,LLM,HAUTE,-G-GG,2.0,2.0,CSS,5629,11,99.80458340735477,11,8,27.27272727272727,8,5,37.5,5,4,20.0,4,4,0.0,4,2,50.0
65,CAPRI,True,5,STATE,--Y--,5,5,LLM,MACHO,-GY--,4,4,CSS,CANNY,GG---,3.0,3.0,LLM,CARDI,GGY-G,2.0,2.0,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,5629,666,88.16841357257061,666,22,96.69669669669669,22,7,68.18181818181817,7,1,85.71428571428571,1,1,0.0,,,
66,ALIAS,True,4,EARTH,-Y---,5,5,LLM,ALIGN,GGG--,2,2,CSS,ALIBI,GGG--,2.0,2.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,369,93.44466157399182,369,3,99.1869918699187,3,2,33.33333333333333,2,1,50.0,,,,,,
67,PADDY,True,6,COULD,----Y,5,5,LLM,DIRTY,Y---G,4,4,CSS,WENDY,---GG,3.0,3.0,LLM,SHADY,--YGG,3.0,3.0,CSS,MADDY,-GGGG,1.0,1.0,LLM,PADDY,GGGGG,0.0,0.0,CSS,5629,302,94.63492627464913,302,14,95.36423841059603,14,3,78.57142857142857,3,2,33.33333333333333,2,1,50.0,1,1,0.0
68,BLOBS,True,5,WHERE,-----,5,5,LLM,COINS,-Y--G,4,4,CSS,SPOTS,--G-G,3.0,3.0,LLM,BLOGS,GGG-G,1.0,1.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,5629,1598,71.61129863208386,1598,19,98.811013767209,19,3,84.21052631578947,3,1,66.66666666666666,1,1,0.0,,,
69,DILLY,True,6,THREE,-----,5,5,LLM,BLOGS,-Y---,5,5,CSS,WILLY,-GGGG,1.0,1.0,LLM,NILLY,-GGGG,1.0,1.0,CSS,LILLY,-GGGG,1.0,1.0,LLM,DILLY,GGGGG,0.0,0.0,CSS,5629,1280,77.2606146740096,1280,110,91.40625,110,5,95.45454545454545,5,4,20.0,4,3,25.0,3,1,66.66666666666666
70,GUTSY,True,4,AROSE,---G-,4,4,LLM,SHUSH,--YG-,4,4,CSS,JITSU,--GGY,3.0,3.0,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,25,99.55587138035175,25,4,84.0,4,1,75.0,1,1,0.0,,,,,,
71,TABOR,True,5,START,-YYY-,5,4,LLM,PARTI,-GYY-,4,4,CSS,WATER,-GY-G,3.0,3.0,LLM,TAMAR,GG--G,2.0,2.0,CSS,TABOR,GGGGG,0.0,0.0,LLM,,,,,,5629,50,99.1117427607035,50,14,72.0,14,2,85.71428571428571,2,1,50.0,1,1,0.0,,,
72,INLAY,True,3,THINK,--YY-,5,5,LLM,NILLY,YYG-G,3,3,CSS,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,210,96.2693195949547,210,1,99.52380952380952,1,1,0.0,,,,,,,,,
73,AHHHH,True,4,OTHER,--G--,4,4,LLM,SAHIB,-YG--,4,4,CSS,AHABS,GG---,3.0,3.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,13,99.76905311778292,13,2,84.61538461538461,2,1,50.0,1,1,0.0,,,,,,
74,ROUEN,True,5,THING,---Y-,5,5,LLM,RAVEN,G--GG,2,2,CSS,RENUE,GYYY-,4.0,3.0,LLM,RUBEN,GY-GG,2.0,2.0,CSS,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,5629,421,92.52087404512346,421,3,99.2874109263658,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
75,BUENA,True,4,COULD,--Y--,5,5,LLM,GUTSY,-G---,4,4,CSS,THIRD,-----,5.0,5.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,266,95.27447148694262,266,29,89.09774436090225,29,9,68.96551724137932,9,1,88.88888888888889,,,,,,
76,MENON,True,4,THING,---Y-,5,5,LLM,RUBEN,---YG,4,4,CSS,FELON,-G-GG,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,421,92.52087404512346,421,20,95.24940617577197,20,4,80.0,4,1,75.0,,,,,,
77,TRASK,True,5,FLAIL,--G--,4,4,LLM,BHATT,--GY-,4,4,CSS,STAGE,YYG--,4.0,4.0,LLM,TRAPS,GGG-Y,2.0,2.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,5629,354,93.71113874578077,354,37,89.54802259887006,37,6,83.78378378378379,6,1,83.33333333333334,1,1,0.0,,,
78,CASIO,True,4,WORLD,-Y---,5,5,LLM,MENON,---Y-,5,5,CSS,CHOCO,G---G,3.0,3.0,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,297,94.72375199857879,297,59,80.13468013468014,59,1,98.30508474576271,1,1,0.0,,,,,,
79,VOILA,True,4,THREE,-----,5,5,LLM,DAMON,-Y-Y-,5,5,CSS,SOUZA,-G--G,3.0,3.0,LLM,VOILA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1280,77.2606146740096,1280,33,97.421875,33,8,75.75757575757575,8,1,87.5,,,,,,
80,AURAL,True,4,WHICH,-----,5,5,LLM,TUDOR,-G--Y,4,4,CSS,RULES,YGY--,4.0,4.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,2608,53.66850239829455,2608,38,98.54294478527608,38,3,92.10526315789474,3,1,66.66666666666666,,,,,,
81,LEGER,True,4,THING,----Y,5,5,LLM,WAGER,--GGG,2,2,CSS,ROGER,--GGG,2.0,2.0,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,239,95.75413039616272,239,4,98.32635983263597,4,2,50.0,2,1,50.0,,,,,,
82,DALLY,True,4,THERE,-----,5,5,LLM,OUIJA,----Y,5,5,CSS,BANDS,-G-Y-,4.0,4.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1280,77.2606146740096,1280,209,83.671875,209,5,97.60765550239235,5,1,80.0,,,,,,
