game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
14,FIRED,False,6,ARISE,-YY-Y,5,4,CSS,REVER,Y--G-,4,4,LLM,MIRED,-GGGG,1.0,1.0,CSS,HIRED,-GGGG,1.0,1.0,LLM,WIRED,-GGGG,1.0,1.0,CSS,TIRED,-GGGG,1.0,1.0,LLM,1
15,FOLKS,True,4,RAINS,----G,4,4,CSS,BASED,--Y--,5,5,LLM,PLOTS,-YY-G,4.0,4.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
16,CHILE,True,4,CAIRN,G-G--,3,3,CSS,FILME,-YY-G,4,3,LLM,CLIVE,GYG-G,2.0,2.0,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
17,BLACK,True,6,NIELS,---Y-,5,5,CSS,GUESS,-----,5,5,LLM,LOCAL,Y-YY-,5.0,4.0,CSS,CLAMP,YGG--,3.0,3.0,LLM,FLACK,-GGGG,1.0,1.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,3
18,GRANT,True,3,TIRES,Y-Y--,5,5,CSS,GATOR,GYY-Y,4,4,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
19,MEALS,True,5,TORUS,----G,4,4,CSS,GAMES,-YYYG,4,4,LLM,SEAMS,-GGYG,2.0,2.0,CSS,MEANS,GGG-G,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,0
20,CREAM,True,4,TIERS,--GY-,4,4,CSS,GREAT,-GGG-,2,2,LLM,DREAM,-GGGG,1.0,1.0,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
21,AWAKE,True,4,HALEN,-Y-Y-,5,4,CSS,SEATL,-YG--,4,4,LLM,GRADE,--G-G,3.0,3.0,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
22,OCCUR,True,4,DEALS,-----,5,5,CSS,RIGHT,Y----,5,5,LLM,BYRON,--YY-,5.0,5.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
23,YEARS,True,4,LEAST,-GGY-,3,3,CSS,MEANS,-GG-G,2,2,LLM,PEARS,-GGGG,1.0,1.0,CSS,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
24,GRADE,True,4,TALES,-Y-Y-,5,4,CSS,EARLY,YYY--,5,5,LLM,BEARD,-YGYY,4.0,4.0,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
25,CHILL,False,6,HOARE,Y----,5,5,CSS,ARTHS,---Y-,5,5,LLM,PINCH,-Y-YY,5.0,5.0,CSS,CHILI,GGGG-,1.0,1.0,LLM,CHILD,GGGG-,1.0,1.0,CSS,CHILO,GGGG-,1.0,1.0,LLM,3
26,FLOOD,True,5,NAMES,-----,5,5,CSS,GLIMP,-G---,4,4,LLM,BLOCH,-GG--,3.0,3.0,CSS,LLOYD,-GG-G,2.0,2.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,1
27,APPLY,True,4,SARIN,-Y---,5,5,CSS,WORDS,-----,5,5,LLM,PLATE,YYY--,5.0,5.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
28,SMILE,True,3,NEARS,-Y--Y,5,5,CSS,CLOSE,-Y-YG,4,4,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
29,KNOCK,True,6,SAYED,-----,5,5,CSS,GUESS,-----,5,5,LLM,NORTH,YY---,5.0,4.0,CSS,KNOWN,GGG--,2.0,2.0,LLM,KNOLL,GGG--,2.0,2.0,CSS,KNOCK,GGGGG,0.0,0.0,LLM,2
30,SLEEP,True,3,RAILS,---YY,5,5,CSS,SLEET,GGGG-,1,1,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
31,BRICK,True,2,CENTS,Y----,5,5,CSS,BRICK,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
32,WROTE,True,4,RAKES,Y--Y-,5,4,CSS,CRIMO,-G--Y,4,4,LLM,TROPE,YGG-G,2.0,2.0,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
33,RATED,True,5,LOANS,--Y--,5,5,CSS,TROWE,YY--Y,5,4,LLM,HATER,-GGGY,2.0,2.0,CSS,THEIR,Y-Y-Y,5.0,5.0,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,9
34,ALERT,True,4,CRIES,-Y-Y-,5,5,CSS,WHERE,--GG-,3,3,LLM,AVERY,G-GG-,2.0,2.0,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
35,CAGES,True,3,TRACE,--YYY,5,4,CSS,FECAL,-YYY-,5,5,LLM,CAGES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
36,TEDDY,True,4,MINES,---Y-,5,5,CSS,CHECK,--Y--,5,5,LLM,TRADE,G--GY,3.0,3.0,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
37,COLES,True,4,SAYIN,Y----,5,5,CSS,WORDS,-G--G,3,3,LLM,COLTS,GGG-G,1.0,1.0,CSS,COLES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
38,HWANG,True,3,PORES,-----,5,5,CSS,THANK,-YGG-,3,3,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
39,WRATH,True,4,SABRE,-Y-Y-,5,5,CSS,TRACK,YGG--,3,3,LLM,GRAFT,-GG-Y,3.0,3.0,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
40,MACHO,True,4,HORSE,YY---,5,5,CSS,GUESS,-----,5,5,LLM,CHINO,YY--G,4.0,4.0,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
41,LOPEZ,True,4,ROSEN,-G-G-,3,3,CSS,GRATE,----Y,5,5,LLM,MOPED,-GGG-,2.0,2.0,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
42,GOODY,True,4,ARIES,-----,5,5,CSS,WOULD,-G--Y,4,4,LLM,MONDO,-G-GY,3.0,3.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
43,BROTH,True,4,CARES,--Y--,5,5,CSS,RIGHT,Y--YY,5,4,LLM,FROTH,-GGGG,1.0,1.0,CSS,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
44,VERDE,True,4,HEALS,-G---,4,4,CSS,BREAD,-YY-Y,5,4,LLM,DERRY,YGG--,3.0,3.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
45,TAMED,True,4,EARNS,YG---,4,4,CSS,GREEN,---G-,4,4,LLM,MATED,YGYGG,2.0,2.0,CSS,TAMED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
46,LEAFS,True,6,POSER,--YY-,5,5,CSS,SHOWS,----G,4,4,LLM,DEALS,-GGYG,2.0,2.0,CSS,LEAKS,GGG-G,1.0,1.0,LLM,LEANS,GGG-G,1.0,1.0,CSS,LEAFS,GGGGG,0.0,0.0,LLM,2
47,YACHT,True,3,OATES,-GY--,4,4,CSS,FAITH,-G-YY,4,4,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
48,MESSY,True,3,AIRED,---Y-,5,5,CSS,SENSE,YG-G-,3,3,LLM,MESSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
49,RYDER,True,5,LASER,---GG,3,3,CSS,GUESS,--Y--,5,5,LLM,DIMER,Y--GG,3.0,3.0,CSS,ORDER,-YGGG,2.0,2.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,3
50,MOTIF,True,4,RIDES,-Y---,5,5,CSS,FIRST,YY--Y,5,5,LLM,LATIF,--GGG,2.0,2.0,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
51,RAVEN,True,3,TRANS,-YYY-,5,4,CSS,RAYED,GG-G-,2,2,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
52,REICH,True,3,MOREL,--YY-,5,5,CSS,WHERE,-YYY-,5,5,LLM,REICH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
53,ICONS,True,4,NILES,YY--G,4,4,CSS,UNITS,-YY-G,4,4,LLM,IRONS,G-GGG,1.0,1.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
54,SILKY,True,5,SLIDE,GYY--,4,4,CSS,GUESS,---Y-,5,5,LLM,SILVA,GGG--,2.0,2.0,CSS,SILLY,GGG-G,1.0,1.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,4
55,CARVE,True,4,RATES,YG-Y-,4,4,CSS,OTHER,---YY,5,5,LLM,CARPE,GGG-G,1.0,1.0,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
56,LAGER,False,6,CANOE,-G--Y,4,4,CSS,BAKER,-G-GG,2,2,LLM,TAMER,-G-GG,2.0,2.0,CSS,LAYER,GG-GG,1.0,1.0,LLM,LAZER,GG-GG,1.0,1.0,CSS,LASER,GG-GG,1.0,1.0,LLM,0
57,JERKS,True,5,TEAMS,-G--G,3,3,CSS,NEEDS,-G--G,3,3,LLM,SERBS,-GG-G,2.0,2.0,CSS,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,CSS,,,,,,0
58,LOTUS,True,4,SAUER,Y-Y--,5,5,CSS,CUSMS,-Y--G,4,4,LLM,LINUS,G--GG,2.0,2.0,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
59,LACEY,True,5,ARIEL,Y--GY,4,4,CSS,SALEH,-GYG-,3,3,LLM,LADEN,GG-G-,2.0,2.0,CSS,GUESS,--Y--,5.0,5.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,6
60,TUDOR,True,3,DARES,Y-Y--,5,5,CSS,FOCUS,-Y-Y-,5,5,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,3
61,QUOTA,True,5,RACES,-Y---,5,5,CSS,FLATU,--YGY,4,4,LLM,PUNTA,-G-GG,2.0,2.0,CSS,OUTTA,YG-GG,2.0,2.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,0
62,MOURN,True,4,RITES,Y----,5,5,CSS,ROADY,YG---,4,4,LLM,PORNO,-GYY-,4.0,3.0,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
63,PROMO,True,4,DARTS,--Y--,5,5,CSS,BRIGE,-G---,4,4,LLM,CROOK,-GGY-,3.0,3.0,CSS,PROMO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
64,CASTE,True,5,NOYES,---YY,5,5,CSS,STATE,Y-YGG,3,3,LLM,WASTE,-GGGG,1.0,1.0,CSS,PASTE,-GGGG,1.0,1.0,LLM,CASTE,GGGGG,0.0,0.0,CSS,,,,,,0
65,CAPRI,True,4,SOREN,--Y--,5,5,CSS,ROADY,Y-Y--,5,5,LLM,TAMAR,-G--Y,4.0,4.0,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
66,ALIAS,True,3,ARSED,G-Y--,4,4,CSS,ASRTY,GY---,4,4,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
67,PADDY,True,4,DEANS,Y-Y--,5,5,CSS,THEIR,-----,5,5,LLM,MADLY,-GG-G,2.0,2.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
68,BLOBS,True,5,SARIN,Y----,5,5,CSS,GUESS,----G,4,4,LLM,PLOTS,-GG-G,2.0,2.0,CSS,GREEN,-----,5.0,5.0,LLM,BLOBS,GGGGG,0.0,0.0,CSS,,,,,,8
69,DILLY,False,6,MAINE,--Y--,5,5,CSS,FINAL,-G--Y,4,4,LLM,SILLY,-GGGG,1.0,1.0,CSS,BILLY,-GGGG,1.0,1.0,LLM,TILLY,-GGGG,1.0,1.0,CSS,EVERY,----G,4.0,4.0,LLM,8
70,GUTSY,True,4,DALES,----Y,5,5,CSS,FIRST,---GY,4,4,LLM,TOPSY,Y--GG,3.0,3.0,CSS,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
71,TABOR,True,5,RIDES,Y----,5,5,CSS,WRONG,-YY--,5,5,LLM,MORAL,-YYY-,5.0,5.0,CSS,ACTOR,Y-YGG,3.0,3.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,0
72,INLAY,True,4,RACES,-Y---,5,5,CSS,AGAIN,Y--YY,5,5,LLM,LINDA,YYY-Y,5.0,3.0,CSS,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
73,AHHHH,True,5,ROLES,-----,5,5,CSS,BRAIN,--Y--,5,5,LLM,TAMPA,-Y---,5.0,5.0,CSS,AWWWW,G----,4.0,4.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,1
74,ROUEN,True,5,STAIR,----Y,5,5,CSS,SHOWS,--Y--,5,5,LLM,LORNE,-GYYY,4.0,4.0,CSS,ROONE,GG-YY,3.0,3.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,5
75,BUENA,True,4,SLADE,--Y-Y,5,5,CSS,AFTER,Y--Y-,5,5,LLM,MEGAN,-Y-YY,5.0,4.0,CSS,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
76,MENON,True,5,SHARE,----Y,5,5,CSS,MODEL,GY-Y-,4,4,LLM,METOO,GG-G-,2.0,2.0,CSS,FIRST,-----,5.0,5.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,8
77,TRASK,True,4,RINSE,Y--G-,4,4,CSS,CRASH,-GGG-,2,2,LLM,GRASS,-GGG-,2.0,2.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,3,SONAR,YY-Y-,5,5,CSS,CHAOS,G-YYY,4,4,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
79,VOILA,True,4,HAILS,-YGG-,3,3,CSS,LIVEA,YYY-G,4,4,LLM,AVILA,-YGGG,2.0,2.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
80,AURAL,True,4,LIARS,Y-YY-,5,5,CSS,RAILY,YY-Y-,5,4,LLM,ALGER,GY--Y,4.0,4.0,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
81,LEGER,True,4,YEATS,-G---,4,4,CSS,BEING,-G--Y,4,4,LLM,LEDGE,GG-YY,3.0,2.0,CSS,LEGER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
82,DALLY,True,5,RACES,-G---,4,4,CSS,HAPPY,-G--G,3,3,LLM,MADLY,-GYGG,2.0,2.0,CSS,DAILY,GG-GG,1.0,1.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,,,,,,0
83,INIGO,True,5,SHARE,-----,5,5,CSS,QUICK,--G--,4,4,LLM,GLINT,Y-GY-,4.0,4.0,CSS,INGNO,GGY-G,2.0,2.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,2
84,KRILL,True,3,RAISE,Y-G--,4,4,CSS,GRILL,-GGGG,1,1,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
85,SNIDE,True,2,SNARE,GG--G,2,2,CSS,SNIDE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
86,LEWES,True,3,RAILS,---YG,4,4,CSS,WRONG,Y----,5,5,LLM,LEWES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,3
87,TAMER,True,4,MITES,Y-YG-,4,4,CSS,EMMET,--GGY,3,3,LLM,TAMED,GGGG-,1.0,1.0,CSS,TAMER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
88,COTTA,True,3,EARLS,-Y---,5,5,CSS,TREAT,Y--YY,5,5,LLM,COTTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,2
89,CORBY,False,6,AIRES,--G--,4,4,CSS,THIRS,---Y-,5,5,LLM,PURDY,--G-G,3.0,3.0,CSS,CORKY,GGG-G,1.0,1.0,LLM,CORNY,GGG-G,1.0,1.0,CSS,EVERY,---YG,4.0,4.0,LLM,8
90,POLIS,True,4,DATES,----G,4,4,CSS,SEATS,----G,4,4,LLM,COILS,-GYYG,3.0,3.0,CSS,POLIS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
91,ROXAS,True,5,CANES,-Y--G,4,4,CSS,SNAKE,Y-Y--,5,5,LLM,MIDAS,---GG,3.0,3.0,CSS,AROUS,YYY-G,4.0,3.0,LLM,ROXAS,GGGGG,0.0,0.0,CSS,,,,,,4
92,RANCE,True,5,ARIES,YY-Y-,5,4,CSS,GROWL,-Y---,5,5,LLM,PETRA,-Y-YY,5.0,5.0,CSS,CARVE,YGY-G,3.0,3.0,LLM,RANCE,GGGGG,0.0,0.0,CSS,,,,,,3
93,CARON,True,5,NEARS,Y-YY-,5,4,CSS,BRANE,-YYY-,5,4,LLM,RAMON,YG-GG,2.0,2.0,CSS,AARON,-GGGG,1.0,1.0,LLM,CARON,GGGGG,0.0,0.0,CSS,,,,,,2
94,SURYA,True,6,AILES,Y---Y,5,5,CSS,SALEI,GY---,4,4,LLM,STANK,G-Y--,4.0,4.0,CSS,FIRST,--GY-,4.0,4.0,LLM,SPRAY,G-GYY,3.0,3.0,CSS,SURYA,GGGGG,0.0,0.0,LLM,7
95,AGGIE,True,5,AILES,GY-Y-,4,4,CSS,ANIME,G-Y-G,3,3,LLM,ARTIE,G--GG,2.0,2.0,CSS,ABBIE,G--GG,2.0,2.0,LLM,AGGIE,GGGGG,0.0,0.0,CSS,,,,,,0
96,CAUSA,True,5,MARES,-G--Y,4,4,CSS,JASON,-GY--,4,4,LLM,SALAH,YG-Y-,4.0,4.0,CSS,FAFSA,-G-GG,2.0,2.0,LLM,CAUSA,GGGGG,0.0,0.0,CSS,,,,,,0
97,BAMBA,True,5,DALES,-G---,4,4,CSS,PLANT,--Y--,5,5,LLM,MARIA,YG--G,3.0,3.0,CSS,BAMRA,GGG-G,1.0,1.0,LLM,BAMBA,GGGGG,0.0,0.0,CSS,,,,,,3
98,MAYNE,True,4,LARUE,-G--G,3,3,CSS,BATHE,-G--G,3,3,LLM,MAINE,GG-GG,1.0,1.0,CSS,MAYNE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
99,BOGGS,False,6,OATES,Y---G,4,4,CSS,WORDS,-G--G,3,3,LLM,COOLS,-G--G,3.0,3.0,CSS,MONKS,-G--G,3.0,3.0,LLM,BOGUS,GGG-G,1.0,1.0,CSS,GIVEN,Y----,5.0,5.0,LLM,7
100,FINNS,True,2,SAINT,Y-YG-,4,4,CSS,FINNS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
