game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
30,SLEEP,True,4,RAINS,----Y,5,5,CSS,HOUSE,---YY,5,5,LLM,SPELT,GYGY-,3.0,3.0,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
31,BRICK,True,4,LORNE,--Y--,5,5,CSS,START,---Y-,5,5,LLM,CRUMB,YG--Y,4.0,4.0,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
32,WROTE,True,4,AILES,---Y-,5,5,CSS,THERE,Y--YG,4,4,LLM,FORTE,-YYGG,3.0,3.0,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
33,RATED,True,2,LATER,-GGGY,2,2,CSS,RATED,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
34,ALERT,True,3,EARLS,YYYY-,5,5,CSS,LEARN,YYYG-,4,3,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
35,CAGES,True,5,SONIA,Y---Y,5,5,CSS,AROSE,Y--YY,5,4,LLM,MEALS,-YY-G,4.0,4.0,CSS,CAKES,GG-GG,1.0,1.0,LLM,CAGES,GGGGG,0.0,0.0,CSS,,,,,,1
36,TEDDY,True,4,PAIRS,-----,5,5,CSS,WOULD,----Y,5,5,LLM,NEEDY,-G-GG,2.0,2.0,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
37,COLES,False,6,SLANT,YY---,5,5,CSS,LOOKS,YG--G,3,3,LLM,FOLDS,-GG-G,2.0,2.0,CSS,ROLES,-GGGG,1.0,1.0,LLM,POLES,-GGGG,1.0,1.0,CSS,HOLES,-GGGG,1.0,1.0,LLM,0
38,HWANG,True,3,SCARE,--G--,4,4,CSS,THANK,-YGG-,3,3,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
39,WRATH,True,4,REINS,Y----,5,5,CSS,WORLD,G-Y--,4,4,LLM,WHARF,GYGY-,3.0,3.0,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
40,MACHO,True,5,LADEN,-G---,4,4,CSS,HARPY,YG---,4,4,LLM,SACHA,-GGG-,2.0,2.0,CSS,MACHU,GGGG-,1.0,1.0,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,0
41,LOPEZ,True,5,MARIS,-----,5,5,CSS,CLOUD,-YY--,5,4,LLM,BELLO,-YY-Y,5.0,5.0,CSS,NOVEL,-G-GY,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,,,,,,0
42,GOODY,True,4,AIRES,-----,5,5,CSS,FOUND,-G--Y,4,4,LLM,GOWDY,GG-GG,1.0,1.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
43,BROTH,True,4,RAINS,Y----,5,5,CSS,OTHER,YYY-Y,5,4,LLM,THROB,YYYYY,5.0,4.0,CSS,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
44,VERDE,True,4,MARIS,--G--,4,4,CSS,WORLD,--G-Y,4,4,LLM,DERRY,YGG--,3.0,3.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
45,TAMED,True,3,ASTER,Y-YG-,4,4,CSS,TAKEN,GG-G-,2,2,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
46,LEAFS,True,5,LAINE,GY--Y,4,4,CSS,LEAST,GGGY-,2,2,LLM,LEADS,GGG-G,1.0,1.0,CSS,LEAKS,GGG-G,1.0,1.0,LLM,LEAFS,GGGGG,0.0,0.0,CSS,,,,,,0
47,YACHT,True,3,TRIES,Y----,5,5,CSS,WATCH,-GYYY,4,3,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
48,MESSY,True,4,DANES,---YY,5,5,CSS,HOUSE,---GY,4,4,LLM,JESSI,-GGG-,2.0,2.0,CSS,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
49,RYDER,True,3,MATES,---G-,4,4,CSS,ORDER,-YGGG,2,2,LLM,RYDER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
50,MOTIF,True,4,LEAPS,-----,5,5,CSS,THING,Y-Y--,5,5,LLM,ORTIZ,Y-GG-,3.0,3.0,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
51,RAVEN,True,4,NEARS,YYYY-,5,5,CSS,ANGER,YY-GY,4,4,LLM,RAMEN,GG-GG,1.0,1.0,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
52,REICH,True,3,CANES,Y--Y-,5,5,CSS,PRICE,-YGGY,3,3,LLM,REICH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
53,ICONS,True,3,ARIES,--Y-G,4,4,CSS,LINKS,-YY-G,4,4,LLM,ICONS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
54,SILKY,True,5,AYRES,-Y--Y,5,5,CSS,STUDY,G---G,3,3,LLM,SHINY,G-Y-G,3.0,3.0,CSS,SILLY,GGG-G,1.0,1.0,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,0
55,CARVE,True,5,TASER,-G-YY,4,4,CSS,LARGE,-GG-G,2,2,LLM,CARNE,GGG-G,1.0,1.0,CSS,CARPE,GGG-G,1.0,1.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,,,,,,0
56,LAGER,True,3,STAGE,--YYY,5,3,CSS,BEGAN,-YGY-,4,4,LLM,LAGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
57,JERKS,True,4,SIENA,Y-Y--,5,5,CSS,HORSE,--GYY,4,4,LLM,PERKS,-GGGG,1.0,1.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
58,LOTUS,True,4,CARTE,---Y-,5,5,CSS,LIGHT,G---Y,4,4,LLM,LUTON,GYGY-,3.0,3.0,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
59,LACEY,True,4,RAIDS,-G---,4,4,CSS,TABLE,-G-YY,4,4,LLM,PANEL,-G-GY,3.0,3.0,CSS,LACEY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
60,TUDOR,True,5,PALES,-----,5,5,CSS,THING,G----,4,4,LLM,TUMOR,GG-GG,1.0,1.0,CSS,TUTOR,GG-GG,1.0,1.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,0
61,QUOTA,True,4,ANISE,Y----,5,5,CSS,PARTY,-Y-G-,4,4,LLM,LOTTA,-Y-GG,3.0,3.0,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
62,MOURN,True,4,CADRE,---G-,4,4,CSS,SORRY,-G-G-,3,3,LLM,GOPRO,-G-G-,3.0,3.0,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
63,PROMO,True,4,TALES,-----,5,5,CSS,GOING,-Y---,5,5,LLM,BROOD,-GGY-,3.0,3.0,CSS,PROMO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
64,CASTE,True,3,HARES,-G-YY,4,4,CSS,CAUSE,GG-YG,2,2,LLM,CASTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
65,CAPRI,True,4,TIERS,-Y-G-,4,4,CSS,IVORY,Y--G-,4,4,LLM,CAIRN,GGYG-,2.0,2.0,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
66,ALIAS,True,4,REALS,--YYG,4,4,CSS,LANDS,YY--G,4,4,LLM,ATLAS,G-YGG,2.0,2.0,CSS,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
67,PADDY,True,6,ARTIE,Y----,5,5,CSS,SMALL,--Y--,5,5,LLM,BANDA,-G-G-,3.0,3.0,CSS,DADDY,-GGGG,1.0,1.0,LLM,CADDY,-GGGG,1.0,1.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,0
68,BLOBS,True,4,LATER,Y----,5,5,CSS,CLOUD,-GG--,3,3,LLM,BLOWS,GGG-G,1.0,1.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
69,DILLY,True,4,ARIES,--Y--,5,5,CSS,NIGHT,-G---,4,4,LLM,DIMLY,GG-GG,1.0,1.0,CSS,DILLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
70,GUTSY,True,3,RACES,----Y,5,5,CSS,STILL,YY---,5,5,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
71,TABOR,True,5,SCARE,--YY-,5,5,CSS,MAJOR,-G-GG,2,2,LLM,VALOR,-G-GG,2.0,2.0,CSS,GATOR,-GYGG,2.0,2.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,0
72,INLAY,True,3,SHALE,--YY-,5,5,CSS,LOCAL,Y--G-,4,4,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
73,AHHHH,True,4,NIELS,-----,5,5,CSS,ABOUT,G----,4,4,LLM,AMARA,G----,4.0,4.0,CSS,AHHHH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
74,ROUEN,True,5,MORES,-GYG-,3,3,CSS,COVER,-G-GY,3,3,LLM,ROPED,GG-G-,2.0,2.0,CSS,ROLEX,GG-G-,2.0,2.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,0
75,BUENA,True,4,RACES,-Y-Y-,5,5,CSS,DEATH,-YY--,5,5,LLM,ALINE,Y--GY,4.0,4.0,CSS,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
76,MENON,True,5,AILES,---Y-,5,5,CSS,THERE,--Y--,5,5,LLM,BENDY,-GG--,3.0,3.0,CSS,VENOM,-GGGY,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,0
77,TRASK,True,4,BATES,-YY-Y,5,5,CSS,START,YYGY-,4,4,LLM,TRASH,GGGG-,1.0,1.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,3,SPARE,Y-Y--,5,5,CSS,CLAIM,G-YG-,3,3,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,2
79,VOILA,True,4,TIRES,-Y---,5,5,CSS,CHINA,--G-G,3,3,LLM,AVILA,-YGGG,2.0,2.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
80,AURAL,True,4,BALES,-YY--,5,5,CSS,LOCAL,---GG,3,3,LLM,RIVAL,Y--GG,3.0,3.0,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
81,LEGER,True,3,HEADS,-G---,4,4,CSS,REPLY,YG-Y-,4,4,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
82,DALLY,True,5,HOSEA,----Y,5,5,CSS,PARTY,-G--G,3,3,LLM,MADLY,-GYGG,2.0,2.0,CSS,DAILY,GG-GG,1.0,1.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,,,,,,0
83,INIGO,True,3,SPARE,-----,5,5,CSS,THING,--GYY,4,4,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
84,KRILL,True,6,TONES,-----,5,5,CSS,WHICH,--G--,4,4,LLM,LAIRD,Y-GY-,4.0,4.0,CSS,GRILL,-GGGG,1.0,1.0,LLM,BRILL,-GGGG,1.0,1.0,CSS,KRILL,GGGGG,0.0,0.0,LLM,0
85,SNIDE,True,4,EARLS,Y---Y,5,5,CSS,THESE,---YG,4,4,LLM,SNIPE,GGG-G,1.0,1.0,CSS,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
86,LEWES,True,4,SLADE,YY--Y,5,4,CSS,FILES,--YGG,3,3,LLM,LOWES,G-GGG,1.0,1.0,CSS,LEWES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
87,TAMER,True,3,TASER,GG-GG,1,1,CSS,TAKER,GG-GG,1,1,LLM,TAMER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
88,COTTA,True,5,SOREN,-G---,4,4,CSS,COUCH,GG---,3,3,LLM,COMFY,GG---,3.0,3.0,CSS,COVID,GG---,3.0,3.0,LLM,COTTA,GGGGG,0.0,0.0,CSS,,,,,,0
89,CORBY,True,6,AILES,-----,5,5,CSS,FOUND,-G---,4,4,LLM,PORTO,-GG--,3.0,3.0,CSS,WORRY,-GG-G,2.0,2.0,LLM,CORKY,GGG-G,1.0,1.0,CSS,CORBY,GGGGG,0.0,0.0,LLM,0
90,POLIS,True,5,TALES,--G-G,3,3,CSS,FOLKS,-GG-G,2,2,LLM,DOLLS,-GG-G,2.0,2.0,CSS,SOLOS,-GG-G,2.0,2.0,LLM,POLIS,GGGGG,0.0,0.0,CSS,,,,,,0
91,ROXAS,True,5,ARISE,YY-Y-,5,5,CSS,STARS,--YYG,4,4,LLM,WARMS,-YY-G,4.0,4.0,CSS,ROJAS,GG-GG,1.0,1.0,LLM,ROXAS,GGGGG,0.0,0.0,CSS,,,,,,0
92,RANCE,True,3,SOBRE,---YG,4,4,CSS,LARGE,-GY-G,3,3,LLM,RANCE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
93,CARON,True,3,SONAR,-YYYY,5,5,CSS,AARON,-GGGG,1,1,LLM,CARON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
94,SURYA,True,4,CESAR,--YYY,5,5,CSS,START,G-YY-,4,4,LLM,SARIN,GYG--,3.0,3.0,CSS,SURYA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
95,AGGIE,True,3,ARSED,G--Y-,4,4,CSS,AGENT,GGY--,3,3,LLM,AGGIE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
96,CAUSA,True,3,ELISA,---GG,3,3,CSS,SANSA,-G-GG,2,2,LLM,CAUSA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
97,BAMBA,True,6,DARTS,-G---,4,4,CSS,HAPPY,-G---,4,4,LLM,MALIN,YG---,4.0,4.0,CSS,CAMEO,-GG--,3.0,3.0,LLM,JAMMU,-GG--,3.0,3.0,CSS,BAMBA,GGGGG,0.0,0.0,LLM,0
98,MAYNE,True,4,AROSE,Y---G,4,4,CSS,PLACE,--Y-G,4,4,LLM,MAINE,GG-GG,1.0,1.0,CSS,MAYNE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
99,BOGGS,True,5,CATER,-----,5,5,CSS,FOUND,-G---,4,4,LLM,LOBOS,-GY-G,3.0,3.0,CSS,BOMBS,GG--G,2.0,2.0,LLM,BOGGS,GGGGG,0.0,0.0,CSS,,,,,,0
100,FINNS,True,5,ROADS,----G,4,4,CSS,LEAKS,----G,4,4,LLM,THINS,--YGG,3.0,3.0,CSS,SIGNS,-G-GG,2.0,2.0,LLM,FINNS,GGGGG,0.0,0.0,CSS,,,,,,1
