game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
78,CASIO,True,5,RATED,-G---,4,4,CSS,ABODE,Y-Y--,5,5,LLM,HALOS,-G-YY,4.0,4.0,CSS,PASCO,-GGYG,2.0,2.0,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,3
79,VOILA,True,3,REALS,--YG-,4,4,CSS,LAILA,--GGG,2,2,LLM,VOILA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
80,AURAL,True,4,TEARS,--YY-,5,5,CSS,ARISE,GY---,4,4,LLM,AKRAM,G-GG-,2.0,2.0,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
81,LEGER,True,5,RANTS,Y----,5,5,CSS,CROWD,-Y---,5,5,LLM,BURLY,--YY-,5.0,5.0,CSS,LEPER,GG-GG,1.0,1.0,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,0
82,DALLY,True,4,TAILS,-G-G-,3,3,CSS,EARLY,-G-GG,2,2,LLM,MADLY,-GYGG,2.0,2.0,CSS,DALLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
83,INIGO,True,5,HARES,-----,5,5,CSS,QUACK,-----,5,5,LLM,LINDY,-YY--,5.0,4.0,CSS,GOING,YYGY-,4.0,4.0,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,1
84,KRILL,True,5,CELIA,--YY-,5,5,CSS,LILAC,YYY--,5,4,LLM,TRILL,-GGGG,1.0,1.0,CSS,DRILL,-GGGG,1.0,1.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,3
85,SNIDE,True,4,REALS,-Y--Y,5,5,CSS,THESE,---YG,4,4,LLM,SNIPE,GGG-G,1.0,1.0,CSS,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
86,LEWES,True,5,FAROE,----Y,5,5,CSS,LIVED,G--G-,3,3,LLM,LUMEN,G--G-,3.0,3.0,CSS,WORDS,Y---G,4.0,4.0,LLM,LEWES,GGGGG,0.0,0.0,CSS,,,,,,6
87,TAMER,True,3,RATED,YGYG-,3,3,CSS,TAPER,GG-GG,1,1,LLM,TAMER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
88,COTTA,True,4,TRIAD,Y--Y-,5,5,CSS,BEATS,--YG-,4,4,LLM,PONTA,-G-GG,2.0,2.0,CSS,COTTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
89,CORBY,True,5,AILES,-----,5,5,CSS,FLASH,-----,5,5,LLM,RONDO,YG---,4.0,4.0,CSS,CORKY,GGG-G,1.0,1.0,LLM,CORBY,GGGGG,0.0,0.0,CSS,,,,,,3
90,POLIS,True,5,STALE,Y--Y-,5,5,CSS,LOOKS,YG--G,3,3,LLM,MOLDS,-GG-G,2.0,2.0,CSS,BOLUS,-GG-G,2.0,2.0,LLM,POLIS,GGGGG,0.0,0.0,CSS,,,,,,0
91,ROXAS,True,3,NOIRE,-G-Y-,4,4,CSS,MORAY,-GYG-,3,3,LLM,ROXAS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
92,RANCE,True,2,RENAL,GYGY-,3,3,CSS,RANCE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
93,CARON,True,3,CORES,GYG--,3,3,CSS,CARLO,GGG-Y,2,2,LLM,CARON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
94,SURYA,True,4,RAISE,YY-Y-,5,5,CSS,START,G-YY-,4,4,LLM,SOLAR,G--YY,4.0,4.0,CSS,SURYA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
95,AGGIE,True,5,ROADS,--Y--,5,5,CSS,HAPPY,-Y---,5,5,LLM,ALIEN,G-YY-,4.0,3.0,CSS,ABBIE,G--GG,2.0,2.0,LLM,AGGIE,GGGGG,0.0,0.0,CSS,,,,,,0
96,CAUSA,True,3,PANES,-G--Y,4,4,CSS,SALSA,-G-GG,2,2,LLM,CAUSA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
97,BAMBA,True,4,RITES,-----,5,5,CSS,BUNCH,G----,4,4,LLM,BADLY,GG---,3.0,3.0,CSS,BAMBA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
98,MAYNE,False,6,RANTS,-GY--,4,4,CSS,NAIVE,YG--G,3,3,LLM,JAYNE,-GGGG,1.0,1.0,CSS,WAYNE,-GGGG,1.0,1.0,LLM,HAYNE,-GGGG,1.0,1.0,CSS,LAYNE,-GGGG,1.0,1.0,LLM,0
99,BOGGS,True,5,CANES,----G,4,4,CSS,ROLES,-G--G,3,3,LLM,BOOTS,GG--G,2.0,2.0,CSS,BOGUS,GGG-G,1.0,1.0,LLM,BOGGS,GGGGG,0.0,0.0,CSS,,,,,,1
100,FINNS,True,6,RAPES,----G,4,4,CSS,KINGS,-GG-G,2,2,LLM,MINDS,-GG-G,2.0,2.0,CSS,LINUS,-GG-G,2.0,2.0,LLM,TINTS,-GG-G,2.0,2.0,CSS,FINNS,GGGGG,0.0,0.0,LLM,0
