game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
22,OCCUR,True,3,CORES,YYY--,5,5,CSS,ACORN,-GYY-,4,4,LLM,OCCUR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
23,YEARS,True,2,LANES,-Y-YG,4,4,CSS,YEARS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
24,GRADE,True,2,AYRES,Y-YY-,5,5,CSS,GRADE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
25,CHILL,True,4,STEAL,----G,4,4,CSS,VINYL,-Y--G,4,4,LLM,BRILL,--GGG,2.0,2.0,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
26,FLOOD,True,3,HARES,-----,5,5,CSS,GOING,-Y---,5,5,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
27,APPLY,True,4,DATES,-Y---,5,5,CSS,AGAIN,G----,4,4,LLM,ALLOW,GY---,4.0,4.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
28,SMILE,True,2,SIREN,GY-Y-,4,3,CSS,SMILE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
29,KNOCK,True,5,RATES,-----,5,5,CSS,YOUNG,-Y-Y-,5,5,LLM,NIXON,Y--Y-,5.0,5.0,CSS,KNOPF,GGG--,2.0,2.0,LLM,KNOCK,GGGGG,0.0,0.0,CSS,,,,,,0
30,SLEEP,True,5,RENTS,-Y--Y,5,5,CSS,WORDS,----Y,5,5,LLM,SCALE,G--YY,4.0,4.0,CSS,SLEEK,GGGG-,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,3
31,BRICK,True,4,DARES,--Y--,5,5,CSS,RIGHT,YY---,5,4,LLM,BRINK,GGG-G,1.0,1.0,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
32,WROTE,True,3,AIRES,--YY-,5,5,CSS,THERE,Y--YG,4,4,LLM,WROTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
33,RATED,True,5,PAINE,-G--Y,4,4,CSS,WATER,-GGGY,2,2,LLM,RATES,GGGG-,1.0,1.0,CSS,FIRST,--Y-Y,5.0,5.0,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,7
34,ALERT,True,4,LAPIS,YY---,5,5,CSS,WORDS,--Y--,5,5,LLM,CLEAR,-GGYY,3.0,3.0,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
35,CAGES,True,5,ALDEN,Y--G-,4,4,CSS,WATER,-G-G-,3,3,LLM,CASES,GG-GG,1.0,1.0,CSS,CAKES,GG-GG,1.0,1.0,LLM,CAGES,GGGGG,0.0,0.0,CSS,,,,,,0
36,TEDDY,True,6,LASER,---Y-,5,5,CSS,CHECK,--Y--,5,5,LLM,BINGE,----Y,5.0,5.0,CSS,MEZZO,-G---,4.0,4.0,LLM,JETTY,-GY-G,3.0,3.0,CSS,TEDDY,GGGGG,0.0,0.0,LLM,0
37,COLES,True,3,CORES,GG-GG,1,1,CSS,CODES,GG-GG,1,1,LLM,COLES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
38,HWANG,True,5,LANCE,-YY--,5,4,CSS,BRIAN,---YY,5,4,LLM,SHANG,-YGGG,2.0,2.0,CSS,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,0
39,WRATH,True,4,ALIEN,Y----,5,5,CSS,TODAY,Y--Y-,5,5,LLM,CARTS,-YYG-,4.0,4.0,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
40,MACHO,True,3,MARIE,GG---,3,3,CSS,MATCH,GG-YY,3,2,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
41,LOPEZ,True,3,REINS,-Y---,5,5,CSS,APPLE,--GYY,4,4,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
42,GOODY,True,4,LONER,-G---,4,4,CSS,TODAY,-GY-G,3,3,LLM,GOWDY,GG-GG,1.0,1.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
43,BROTH,True,5,NEARS,---Y-,5,5,CSS,COLOR,-Y--Y,5,5,LLM,GROUT,-GG-Y,3.0,3.0,CSS,FROTH,-GGGG,1.0,1.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,0
44,VERDE,True,4,TRIES,-Y-Y-,5,4,CSS,WORDS,--GG-,3,3,LLM,GARDE,--GGG,2.0,2.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
45,TAMED,True,5,PEARS,-YY--,5,5,CSS,GUESS,--Y--,5,5,LLM,ALDEN,Y-YG-,4.0,4.0,CSS,FACED,-G-GG,2.0,2.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,2
46,LEAFS,True,5,SIRED,Y--Y-,5,5,CSS,SEEDS,-G--G,3,3,LLM,MELTS,-GY-G,3.0,3.0,CSS,GREEN,--Y--,5.0,5.0,LLM,LEAFS,GGGGG,0.0,0.0,CSS,,,,,,8
47,YACHT,True,3,BATES,-GY--,4,4,CSS,PARTY,-G-YY,4,4,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
48,MESSY,True,3,RAINE,----Y,5,5,CSS,GUESS,--YGY,4,3,LLM,MESSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
49,RYDER,True,4,IRATE,-Y--Y,5,4,CSS,UNDER,--GGG,2,2,LLM,OLDER,--GGG,2.0,2.0,CSS,RYDER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
50,MOTIF,True,4,ARIES,--Y--,5,5,CSS,NIGHT,-Y--Y,5,5,LLM,TULIP,Y--G-,4.0,4.0,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
51,RAVEN,True,3,RAINS,GG-Y-,3,3,CSS,RAMEN,GG-GG,1,1,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
52,REICH,True,3,ARDEN,-Y-Y-,5,5,CSS,THEIR,-YYYY,5,4,LLM,REICH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
53,ICONS,True,4,PARIS,---YG,4,4,CSS,LIVES,-Y--G,4,4,LLM,THINS,--YGG,3.0,3.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
54,SILKY,True,4,ROSIE,--YY-,5,5,CSS,STILL,G-YY-,4,3,LLM,SILKS,GGGG-,1.0,1.0,CSS,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
55,CARVE,True,5,SOLAR,---YY,5,5,CSS,PARTY,-GG--,3,3,LLM,MARNE,-GG-G,2.0,2.0,CSS,BARGE,-GG-G,2.0,2.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,,,,,,0
56,LAGER,True,3,AILES,Y-YG-,4,4,CSS,LATER,GG-GG,1,1,LLM,LAGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
57,JERKS,True,5,NEARS,-G-YG,3,3,CSS,TERMS,-GG-G,2,2,LLM,HERBS,-GG-G,2.0,2.0,CSS,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,CSS,,,,,,0
58,LOTUS,True,4,HIDES,----G,4,4,CSS,CLASS,-Y--G,4,4,LLM,PULLS,-YY-G,4.0,4.0,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
59,LACEY,True,4,SORTA,----Y,5,5,CSS,ALENE,YYY--,5,4,LLM,DECAL,-YGYY,4.0,4.0,CSS,LACEY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
60,TUDOR,True,4,GATES,--Y--,5,5,CSS,POINT,-Y--Y,5,5,LLM,THROB,G-YG-,3.0,3.0,CSS,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
61,QUOTA,True,3,DANES,-Y---,5,5,CSS,ABOUT,Y-GYY,4,4,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
62,MOURN,True,4,RAINE,Y--Y-,5,5,CSS,NORTH,YGY--,4,4,LLM,DONOR,-GY-Y,4.0,4.0,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
63,PROMO,True,5,AIRES,--Y--,5,5,CSS,WORDS,-YY--,5,5,LLM,GROOT,-GGY-,3.0,3.0,CSS,PROVO,GGG-G,1.0,1.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,,,,,,2
64,CASTE,True,6,NADER,-G-Y-,4,4,CSS,MAYBE,-G--G,3,3,LLM,SALVE,YG--G,3.0,3.0,CSS,SINCE,Y--YG,4.0,4.0,LLM,CAUSE,GG-YG,2.0,2.0,CSS,CASTE,GGGGG,0.0,0.0,LLM,3
65,CAPRI,True,4,OATES,-G---,4,4,CSS,HAPPY,-GG--,3,3,LLM,CAPRA,GGGG-,1.0,1.0,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
66,ALIAS,True,4,NEARS,--Y-G,4,4,CSS,CALLS,-YY-G,4,3,LLM,ALBUS,GG--G,2.0,2.0,CSS,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
67,PADDY,True,4,ARTIE,Y----,5,5,CSS,WORDS,---G-,4,4,LLM,DANDY,YG-GG,2.0,2.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
68,BLOBS,False,6,EARLS,---YG,4,4,CSS,LOOKS,Y-G-G,3,3,LLM,GLOSS,-GG-G,2.0,2.0,CSS,FLOPS,-GG-G,2.0,2.0,LLM,BLOCS,GGG-G,1.0,1.0,CSS,BLOWS,GGG-G,1.0,1.0,LLM,0
69,DILLY,False,6,HEROS,-----,5,5,CSS,AGAIN,---Y-,5,5,LLM,MILKY,-GG-G,2.0,2.0,CSS,BILLY,-GGGG,1.0,1.0,LLM,LILLY,-GGGG,1.0,1.0,CSS,WILLY,-GGGG,1.0,1.0,LLM,0
70,GUTSY,True,4,NEARS,----Y,5,5,CSS,THESE,Y--G-,4,4,LLM,MOIST,---GY,4.0,4.0,CSS,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
71,TABOR,True,5,MORES,-YY--,5,5,CSS,WORDS,-YY--,5,5,LLM,GROOT,-Y-GY,4.0,4.0,CSS,ACTOR,Y-YGG,3.0,3.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,3
72,INLAY,True,4,LORNE,Y--Y-,5,5,CSS,BANAL,--YGY,4,4,LLM,MULAN,--GGY,3.0,3.0,CSS,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
73,AHHHH,True,5,MINES,-----,5,5,CSS,WORDS,-----,5,5,LLM,YALTA,-Y---,5.0,5.0,CSS,QUACK,--Y--,5.0,5.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,1
74,ROUEN,True,5,OATES,Y--G-,4,4,CSS,LOWER,-G-GY,3,3,LLM,RODEO,GG-G-,2.0,2.0,CSS,SINCE,--Y-Y,5.0,5.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,6
75,BUENA,True,6,MOANS,--YG-,4,4,CSS,AGENT,Y-GG-,3,3,LLM,HYENA,--GGG,2.0,2.0,CSS,ELENA,--GGG,2.0,2.0,LLM,IRENA,--GGG,2.0,2.0,CSS,BUENA,GGGGG,0.0,0.0,LLM,0
76,MENON,True,5,DARES,---Y-,5,5,CSS,BEING,-G-Y-,4,4,LLM,FELON,-G-GG,2.0,2.0,CSS,XENON,-GGGG,1.0,1.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,0
77,TRASK,True,4,PORES,--Y-Y,5,4,CSS,SHIRT,Y--YY,5,5,LLM,ARTSY,YGYG-,3.0,3.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,4,LITRE,-Y---,5,5,CSS,GOING,-YY--,5,5,LLM,FABIO,-G-GG,2.0,2.0,CSS,CASIO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
79,VOILA,True,4,TALES,-YY--,5,5,CSS,LOCAL,YG-Y-,4,4,LLM,ROALD,-GYG-,3.0,3.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
80,AURAL,True,4,SAUER,-YY-Y,5,4,CSS,WRONG,-Y---,5,5,LLM,MURAT,-GGG-,2.0,2.0,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
81,LEGER,True,4,TABLE,---YY,5,5,CSS,RULED,Y-YG-,4,4,LLM,LEVER,GG-GG,1.0,1.0,CSS,LEGER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
82,DALLY,True,5,CANES,-G---,4,4,CSS,HAPPY,-G--G,3,3,LLM,BADLY,-GYGG,2.0,2.0,CSS,DAILY,GG-GG,1.0,1.0,LLM,DALLY,GGGGG,0.0,0.0,CSS,,,,,,0
83,INIGO,True,3,HEARS,-----,5,5,CSS,GOING,YYGY-,4,4,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
84,KRILL,True,5,ANISE,--G--,4,4,CSS,CHILD,--GG-,3,3,LLM,BUILT,--GG-,3.0,3.0,CSS,GRILL,-GGGG,1.0,1.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,0
85,SNIDE,True,4,NAMES,Y--YY,5,4,CSS,SINCE,GYY-G,3,3,LLM,SPINE,G-GYG,2.0,2.0,CSS,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
86,LEWES,True,4,ALIAS,-Y--G,4,4,CSS,LOOKS,G---G,3,3,LLM,LENDS,GG--G,2.0,2.0,CSS,LEWES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
87,TAMER,True,6,SENOR,-Y--G,4,4,CSS,WORDS,--Y--,5,5,LLM,LATER,-GYGG,2.0,2.0,CSS,TAPER,GG-GG,1.0,1.0,LLM,TAKER,GG-GG,1.0,1.0,CSS,TAMER,GGGGG,0.0,0.0,LLM,4
88,COTTA,True,2,CATES,GYG--,3,3,CSS,COTTA,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
89,CORBY,True,5,NAILS,-----,5,5,CSS,WYETH,-Y---,5,5,LLM,BRODY,YYY-G,4.0,4.0,CSS,ROBBY,YG-GG,2.0,2.0,LLM,CORBY,GGGGG,0.0,0.0,CSS,,,,,,0
90,POLIS,True,5,DARES,----G,4,4,CSS,LOOKS,YG--G,3,3,LLM,BOILS,-GYYG,3.0,3.0,CSS,SOLIS,-GGGG,1.0,1.0,LLM,POLIS,GGGGG,0.0,0.0,CSS,,,,,,0
91,ROXAS,True,6,SEDAN,Y--G-,4,4,CSS,USUAL,-Y-G-,4,4,LLM,MASAI,--YG-,4.0,4.0,CSS,ORCAS,YY-GG,3.0,3.0,LLM,ROJAS,GG-GG,1.0,1.0,CSS,ROXAS,GGGGG,0.0,0.0,LLM,0
92,RANCE,True,4,AIRES,Y-YY-,5,4,CSS,HEARD,-YYY-,5,5,LLM,BREAK,-YYY-,5.0,5.0,CSS,RANCE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
93,CARON,True,4,MORAN,-YGYG,3,3,CSS,AARON,-GGGG,1,1,LLM,BARON,-GGGG,1.0,1.0,CSS,CARON,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
94,SURYA,True,3,STARE,G-YY-,4,4,CSS,SOLAR,G--YY,4,4,LLM,SURYA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
95,AGGIE,True,5,SYRIA,---GY,4,4,CSS,WHILE,--Y-G,4,4,LLM,JANIE,-Y-GG,3.0,3.0,CSS,ABBIE,G--GG,2.0,2.0,LLM,AGGIE,GGGGG,0.0,0.0,CSS,,,,,,2
96,CAUSA,True,5,HARES,-G--Y,4,4,CSS,SANTA,YG--G,3,3,LLM,FAFSA,-G-GG,2.0,2.0,CSS,MASSA,-G-GG,2.0,2.0,LLM,CAUSA,GGGGG,0.0,0.0,CSS,,,,,,0
97,BAMBA,True,5,SADIE,-G---,4,4,CSS,HAPPY,-G---,4,4,LLM,LAMAR,-GGY-,3.0,3.0,CSS,GAMMA,-GG-G,2.0,2.0,LLM,BAMBA,GGGGG,0.0,0.0,CSS,,,,,,0
98,MAYNE,True,3,RATES,-G-Y-,4,4,CSS,MAYBE,GGG-G,1,1,LLM,MAYNE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
99,BOGGS,True,4,TAILS,----G,4,4,CSS,GUESS,Y---G,4,4,LLM,FROGS,--YGG,3.0,3.0,CSS,BOGGS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
100,FINNS,True,3,SNORE,YY---,5,5,CSS,USING,-YYG-,4,4,LLM,FINNS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
