game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
11,YOUNG,True,4,ARIES,-----,5,5,CSS,COULD,-GG--,3,3,LLM,MOUTH,-GG--,3.0,3.0,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
12,MEANS,True,6,SHORE,Y---Y,5,5,CSS,GUESS,--Y-G,4,4,LLM,TALES,-Y-YG,4.0,4.0,CSS,BEADS,-GG-G,2.0,2.0,LLM,JEANS,-GGGG,1.0,1.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,0
13,TRUTH,True,3,NORSE,--Y--,5,5,CSS,THIRD,GY-Y-,4,4,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
14,FIRED,True,4,ANISE,--Y-Y,5,4,CSS,PLANS,-----,5,5,LLM,TIRED,-GGGG,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5
15,FOLKS,True,5,TIRES,----G,4,4,CSS,GUESS,----G,4,4,LLM,CLANS,-Y--G,4.0,4.0,CSS,FOLDS,GGG-G,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,1
16,CHILE,True,5,TALES,--YY-,5,4,CSS,STARE,----G,4,4,LLM,LOGIE,Y--YG,4.0,4.0,CSS,CLINE,GYG-G,2.0,2.0,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,4
17,BLACK,True,4,RACES,-YY--,5,4,CSS,BASED,GY---,4,4,LLM,BLANC,GGG-Y,2.0,2.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
18,GRANT,True,4,REINS,Y--G-,4,4,CSS,BASED,-Y---,5,5,LLM,FRANK,-GGG-,2.0,2.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
19,MEALS,True,4,WALES,-YYYG,4,3,CSS,DEALS,-GGGG,1,1,LLM,HEALS,-GGGG,1.0,1.0,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
20,CREAM,True,6,SAITO,-Y---,5,5,CSS,YEOLD,-Y---,5,5,LLM,ARGUE,YG--Y,4.0,4.0,CSS,GUESS,--G--,4.0,4.0,LLM,BREAK,-GGG-,2.0,2.0,CSS,CREAM,GGGGG,0.0,0.0,LLM,7
21,AWAKE,True,6,RACES,-Y-Y-,5,4,CSS,SHOES,---Y-,5,5,LLM,NEALE,--G-G,3.0,3.0,CSS,AGATE,G-G-G,2.0,2.0,LLM,AMAZE,G-G-G,2.0,2.0,CSS,AWAKE,GGGGG,0.0,0.0,LLM,3
22,OCCUR,True,4,SENOR,---YG,4,4,CSS,BASED,-----,5,5,LLM,CHOIR,Y-Y-G,4.0,4.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
23,YEARS,False,6,NAILS,-Y--G,4,4,CSS,SALES,-Y-YG,4,4,LLM,TEARS,-GGGG,1.0,1.0,CSS,FEARS,-GGGG,1.0,1.0,LLM,PEARS,-GGGG,1.0,1.0,CSS,BEARS,-GGGG,1.0,1.0,LLM,2
24,GRADE,True,4,RAISE,YY--G,4,3,CSS,GRAVE,GGG-G,1,1,LLM,GRATE,GGG-G,1.0,1.0,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
25,CHILL,True,4,TEARS,-----,5,5,CSS,WOULD,---G-,4,4,LLM,MCFLY,-Y-G-,4.0,4.0,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
26,FLOOD,True,4,OAKES,Y----,5,5,CSS,WOULD,-Y-YG,4,4,LLM,BLOOD,-GGGG,1.0,1.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
27,APPLY,True,5,MEATS,--Y--,5,5,CSS,GUESS,-----,5,5,LLM,RAINA,-Y---,5.0,5.0,CSS,VOCAL,---YY,5.0,5.0,LLM,APPLY,GGGGG,0.0,0.0,CSS,,,,,,3
28,SMILE,True,3,SONIA,G--Y-,4,4,CSS,SPIRE,G-G-G,2,2,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
29,KNOCK,True,4,PEARS,-----,5,5,CSS,COULD,YY---,5,5,LLM,MCCOY,-Y-Y-,5.0,5.0,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
30,SLEEP,True,4,RAINS,----Y,5,5,CSS,TROVE,----Y,5,5,LLM,SHEEP,G-GGG,1.0,1.0,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
31,BRICK,True,5,RISEN,YY---,5,4,CSS,GUESS,-----,5,5,LLM,TRAIL,-G-Y-,4.0,4.0,CSS,PRIMO,-GG--,3.0,3.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,,,,,,4
32,WROTE,True,5,TUNES,Y--Y-,5,5,CSS,LUNES,---Y-,5,5,LLM,HEART,-Y-YY,5.0,5.0,CSS,CRETE,-G-GG,2.0,2.0,LLM,WROTE,GGGGG,0.0,0.0,CSS,,,,,,5
33,RATED,True,3,NODES,--YG-,4,4,CSS,GUESS,--Y--,5,5,LLM,RATED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,3
34,ALERT,True,3,AYRES,G-YY-,4,4,CSS,AMORE,G--GY,3,3,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
35,CAGES,False,6,ANSEL,Y-YG-,4,4,CSS,THESE,--YY-,5,4,LLM,RACES,-GYGG,2.0,2.0,CSS,CAVES,GG-GG,1.0,1.0,LLM,CAFES,GG-GG,1.0,1.0,CSS,CAPES,GG-GG,1.0,1.0,LLM,2
36,TEDDY,True,5,BOARS,-----,5,5,CSS,WHICH,-----,5,5,LLM,NEELY,-G--G,3.0,3.0,CSS,GETTY,-GY-G,3.0,3.0,LLM,TEDDY,GGGGG,0.0,0.0,CSS,,,,,,0
37,COLES,True,4,EARNS,Y---G,4,4,CSS,GUESS,--Y-G,4,4,LLM,MELTS,-YG-G,3.0,3.0,CSS,COLES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
38,HWANG,True,3,SANTO,-YY--,5,4,CSS,GRACE,Y-G--,4,4,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
39,WRATH,True,6,LACES,-Y---,5,5,CSS,GUESS,-----,5,5,LLM,DRAIN,-GG--,3.0,3.0,CSS,BRAVA,-GG--,3.0,3.0,LLM,TRAPP,YGG--,3.0,3.0,CSS,WRATH,GGGGG,0.0,0.0,LLM,3
40,MACHO,True,5,LEARN,--Y--,5,5,CSS,TROVE,--Y--,5,5,LLM,MACOS,GGGY-,2.0,2.0,CSS,MACAO,GGG-G,1.0,1.0,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,3
41,LOPEZ,True,3,AILES,--YG-,4,4,CSS,LOVER,GG-G-,2,2,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
42,GOODY,True,4,SABER,-----,5,5,CSS,COULD,-G--Y,4,4,LLM,GOWDY,GG-GG,1.0,1.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
43,BROTH,True,5,MILES,-----,5,5,CSS,GUESS,-----,5,5,LLM,RATON,Y-YY-,5.0,4.0,CSS,BASED,G----,4.0,4.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,8
44,VERDE,True,2,AIDES,--YY-,5,4,CSS,VERDE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
45,TAMED,True,4,ALIEN,Y--G-,4,4,CSS,BASED,-G-GG,2,2,LLM,RATED,-GYGG,2.0,2.0,CSS,TAMED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
46,LEAFS,True,5,EARNS,YY--G,4,3,CSS,MEALS,-GGYG,2,2,LLM,LEAKS,GGG-G,1.0,1.0,CSS,LEAPS,GGG-G,1.0,1.0,LLM,LEAFS,GGGGG,0.0,0.0,CSS,,,,,,0
47,YACHT,True,4,ATONE,YY---,5,5,CSS,ETHIC,-YY-Y,5,5,LLM,CHART,YYY-G,4.0,4.0,CSS,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
48,MESSY,True,4,AISLE,--G-Y,4,4,CSS,GIVES,---YY,5,5,LLM,EPSON,Y-G--,4.0,4.0,CSS,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
49,RYDER,True,6,AROSE,-Y--Y,5,4,CSS,ROLES,G--G-,3,3,LLM,RIVEN,G--G-,3.0,3.0,CSS,REFER,G--GG,2.0,2.0,LLM,RUGER,G--GG,2.0,2.0,CSS,RYDER,GGGGG,0.0,0.0,LLM,2
50,MOTIF,True,4,RAINS,--Y--,5,5,CSS,GUESS,-----,5,5,LLM,DIMLY,-YY--,5.0,5.0,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
51,RAVEN,True,5,RANTS,GGY--,3,3,CSS,RAMON,GG--G,2,2,LLM,RAJAN,GG--G,2.0,2.0,CSS,GUESS,--Y--,5.0,5.0,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,5
52,REICH,True,4,DALES,---Y-,5,5,CSS,GUESS,--Y--,5,5,LLM,NOIRE,--GYY,4.0,4.0,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
53,ICONS,True,4,RAISE,--YY-,5,5,CSS,SHEER,Y----,5,5,LLM,KILNS,-Y-GG,3.0,3.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
54,SILKY,True,3,AILES,-GG-Y,3,3,CSS,SILLY,GGG-G,1,1,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
55,CARVE,True,5,STORE,---YG,4,4,CSS,CRIME,GY--G,3,3,LLM,CARPE,GGG-G,1.0,1.0,CSS,CARNE,GGG-G,1.0,1.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,,,,,,0
56,LAGER,True,2,ARGOS,YYG--,4,4,CSS,LAGER,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
57,JERKS,True,5,RAMEN,Y--Y-,5,5,CSS,GUESS,--Y-G,4,4,LLM,HERBS,-GG-G,2.0,2.0,CSS,PERKS,-GGGG,1.0,1.0,LLM,JERKS,GGGGG,0.0,0.0,CSS,,,,,,1
58,LOTUS,True,3,LANES,G---G,3,3,CSS,LOOPS,GG--G,2,2,LLM,LOTUS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
59,LACEY,True,4,SANTO,-G---,4,4,CSS,GUESS,--Y--,5,5,LLM,CARED,YG-G-,3.0,3.0,CSS,LACEY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
60,TUDOR,True,5,NAILS,-----,5,5,CSS,CHART,---YY,5,5,LLM,TUMOR,GG-GG,1.0,1.0,CSS,TUTOR,GG-GG,1.0,1.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,1
61,QUOTA,True,5,LACES,-Y---,5,5,CSS,BASED,-Y---,5,5,LLM,TRINA,Y---G,4.0,4.0,CSS,OUTTA,YG-GG,2.0,2.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,3
62,MOURN,True,4,AYRES,--Y--,5,5,CSS,GIVEN,----G,4,4,LLM,BROWN,-YY-G,4.0,4.0,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
63,PROMO,True,5,LIARS,---Y-,5,5,CSS,CRANE,-G---,4,4,LLM,PROTO,GGG-G,1.0,1.0,CSS,PROVO,GGG-G,1.0,1.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,,,,,,1
64,CASTE,True,3,RACES,-GYYY,4,4,CSS,CAUSE,GG-YG,2,2,LLM,CASTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
65,CAPRI,True,5,STEAL,---Y-,5,5,CSS,BASED,-G---,4,4,LLM,MARIN,-GYY-,4.0,3.0,CSS,FAIRY,-GYG-,3.0,3.0,LLM,CAPRI,GGGGG,0.0,0.0,CSS,,,,,,2
66,ALIAS,True,4,PALES,-YY-G,4,3,CSS,FLATS,-GY-G,3,3,LLM,ALBUS,GG--G,2.0,2.0,CSS,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
67,PADDY,True,4,POISE,G----,4,4,CSS,PLAZA,G-Y--,4,4,LLM,PARTY,GG--G,2.0,2.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
68,BLOBS,True,6,SAITO,Y---Y,5,5,CSS,GIVEN,-----,5,5,LLM,CROPS,--G-G,3.0,3.0,CSS,FOODS,--G-G,3.0,3.0,LLM,BLOWS,GGG-G,1.0,1.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,3
69,DILLY,False,6,SHORE,-----,5,5,CSS,GUESS,-----,5,5,LLM,LATIN,Y--Y-,5.0,5.0,CSS,FILLY,-GGGG,1.0,1.0,LLM,MILLY,-GGGG,1.0,1.0,CSS,WILLY,-GGGG,1.0,1.0,LLM,2
70,GUTSY,True,4,HALEN,-----,5,5,CSS,WORDS,----Y,5,5,LLM,MISTY,--YYG,4.0,4.0,CSS,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
71,TABOR,True,3,SARIN,-GY--,4,4,CSS,MACER,-G--G,3,3,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
72,INLAY,True,4,AIRES,YY---,5,5,CSS,GUESS,-----,5,5,LLM,LATIN,YY-YY,5.0,5.0,CSS,INLAY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
73,AHHHH,True,5,TRANS,--Y--,5,5,CSS,ENTER,-----,5,5,LLM,MALIA,-Y---,5.0,5.0,CSS,VOCAB,---Y-,5.0,5.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,4
74,ROUEN,True,4,LORDS,-GY--,4,4,CSS,ROGER,GG-G-,2,2,LLM,ROMEO,GG-G-,2.0,2.0,CSS,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
75,BUENA,True,4,TENDS,-YY--,5,4,CSS,RAISE,-Y--Y,5,5,LLM,ELENA,--GGG,2.0,2.0,CSS,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
76,MENON,True,5,DIALS,-----,5,5,CSS,SINCE,--G-Y,4,4,LLM,TONER,-YGY-,4.0,4.0,CSS,VENOM,-GGGY,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,2
77,TRASK,True,4,ARSED,YGY--,4,4,CSS,TRAPS,GGG-Y,2,2,LLM,TRASH,GGGG-,1.0,1.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,4,ARIES,Y-Y-Y,5,4,CSS,GIVEN,-Y---,5,5,LLM,SADIQ,YG-G-,3.0,3.0,CSS,CASIO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
79,VOILA,True,5,PARSE,-Y---,5,5,CSS,ABOUT,Y-Y--,5,5,LLM,LOHAN,YG-Y-,4.0,4.0,CSS,JOLLA,-G-GG,2.0,2.0,LLM,VOILA,GGGGG,0.0,0.0,CSS,,,,,,0
80,AURAL,True,4,AIDES,G----,4,4,CSS,ALONG,GY---,4,4,LLM,AMPLY,G--Y-,4.0,4.0,CSS,AURAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
81,LEGER,True,3,AISLE,---YY,5,5,CSS,LOVER,G--GG,2,2,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
82,DALLY,True,6,SAMIR,-G---,4,4,CSS,GUESS,-----,5,5,LLM,TANYA,-G-Y-,4.0,4.0,CSS,HAPPY,-G--G,3.0,3.0,LLM,BADLY,-GYGG,2.0,2.0,CSS,DALLY,GGGGG,0.0,0.0,LLM,2
83,INIGO,True,4,ELIAS,--G--,4,4,CSS,THIRD,--G--,4,4,LLM,UNION,-GGY-,3.0,3.0,CSS,INIGO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
84,KRILL,True,5,SCARE,---Y-,5,5,CSS,BREAD,-G---,4,4,LLM,PRINT,-GG--,3.0,3.0,CSS,GRIMY,-GG--,3.0,3.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,2
85,SNIDE,True,3,MEANS,-Y-YY,5,5,CSS,NURSE,Y--YG,4,4,LLM,SNIDE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
86,LEWES,True,5,SNARE,Y---Y,5,5,CSS,GUESS,--Y-G,4,4,LLM,TILES,--YGG,3.0,3.0,CSS,LOPES,G--GG,2.0,2.0,LLM,LEWES,GGGGG,0.0,0.0,CSS,,,,,,0
87,TAMER,True,4,MARIS,YGY--,4,4,CSS,RAMON,YGG--,3,3,LLM,TAMAR,GGG-G,1.0,1.0,CSS,TAMER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
88,COTTA,True,3,SABER,-Y---,5,5,CSS,LUNCH,---Y-,5,5,LLM,COTTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
89,CORBY,True,6,SADIE,-----,5,5,CSS,GRAYS,-Y-Y-,5,4,LLM,CURRY,G-G-G,2.0,2.0,CSS,CORKY,GGG-G,1.0,1.0,LLM,CORNY,GGG-G,1.0,1.0,CSS,CORBY,GGGGG,0.0,0.0,LLM,2
90,POLIS,True,5,RENTS,----G,4,4,CSS,THOSE,--YY-,5,5,LLM,COLDS,-GG-G,2.0,2.0,CSS,SOLIS,-GGGG,1.0,1.0,LLM,POLIS,GGGGG,0.0,0.0,CSS,,,,,,3
91,ROXAS,True,4,MARIS,-YY-G,4,4,CSS,GRAYS,-YY-G,4,4,LLM,ROJAS,GG-GG,1.0,1.0,CSS,ROXAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
92,RANCE,True,3,SABER,-G-YY,4,4,CSS,HAVRE,-G-YG,3,3,LLM,RANCE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
93,CARON,True,3,FARES,-GG--,3,3,CSS,BARON,-GGGG,1,1,LLM,CARON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
94,SURYA,True,4,HANES,-Y--Y,5,5,CSS,GUESS,-G-Y-,4,4,LLM,SUTRA,GG-YG,2.0,2.0,CSS,SURYA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
95,AGGIE,True,5,DATES,-Y-Y-,5,5,CSS,LETCH,-Y---,5,5,LLM,ARENA,G-Y--,4.0,4.0,CSS,ABOVE,G---G,3.0,3.0,LLM,AGGIE,GGGGG,0.0,0.0,CSS,,,,,,2
96,CAUSA,True,4,SAYIN,YG---,4,4,CSS,CRYPT,G----,4,4,LLM,CASES,GGY--,3.0,3.0,CSS,CAUSA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
97,BAMBA,True,5,RAISE,-G---,4,4,CSS,WORDS,-----,5,5,LLM,MANTA,YG--G,3.0,3.0,CSS,PALMA,-G-YG,3.0,3.0,LLM,BAMBA,GGGGG,0.0,0.0,CSS,,,,,,3
98,MAYNE,True,4,RITES,---Y-,5,5,CSS,SHOES,---Y-,5,5,LLM,NEALE,Y-Y-G,4.0,4.0,CSS,MAYNE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
99,BOGGS,True,3,SORTA,YG---,4,4,CSS,GUESS,Y---G,4,4,LLM,BOGGS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
100,FINNS,True,4,ARSON,--Y-Y,5,5,CSS,GROVE,-----,5,5,LLM,STINK,Y-YG-,4.0,4.0,CSS,FINNS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
