game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
73,AHHHH,True,5,OATES,-Y---,5,5,CSS,HOUSE,Y----,5,5,LLM,CHINA,-G--Y,4.0,4.0,CSS,WHARF,-GY--,4.0,4.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,4
74,ROUEN,True,3,DALES,---G-,4,4,CSS,HOUSE,-GG-Y,3,3,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,2
75,BUENA,True,4,NOISE,Y---Y,5,5,CSS,HOUSE,--Y-Y,5,5,LLM,RUBEN,-GYYY,4.0,3.0,CSS,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
76,MENON,True,4,BEANS,-G-Y-,4,4,CSS,WENDY,-GG--,3,3,LLM,GENRE,-GG--,3.0,3.0,CSS,MENON,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
77,TRASK,True,4,RATES,YYY-Y,5,4,CSS,STAIR,YYG-Y,4,4,LLM,TRASH,GGGG-,1.0,1.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,3,NAILS,-GY-Y,4,4,CSS,SAJID,YG-G-,3,3,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
79,VOILA,True,4,TIRES,-Y---,5,5,CSS,HOUSE,-G---,4,4,LLM,COLIN,-GYY-,4.0,4.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
80,AURAL,True,5,CRIES,-Y---,5,5,CSS,HOUSE,--Y--,5,5,LLM,MURAD,-GGG-,2.0,2.0,CSS,RURAL,-GGGG,1.0,1.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,3
81,LEGER,False,6,CARES,--YG-,4,4,CSS,HOUSE,----Y,5,5,LLM,DINER,---GG,3.0,3.0,CSS,REFER,-G-GG,2.0,2.0,LLM,LEPER,GG-GG,1.0,1.0,CSS,LEVER,GG-GG,1.0,1.0,LLM,3
82,DALLY,True,6,SHEAR,---Y-,5,5,CSS,SHARE,--Y--,5,5,LLM,LATIN,YG---,4.0,4.0,CSS,PAULA,-G-G-,3.0,3.0,LLM,BADLY,-GYGG,2.0,2.0,CSS,DALLY,GGGGG,0.0,0.0,LLM,4
83,INIGO,True,4,TALES,-----,5,5,CSS,HOUSE,-Y---,5,5,LLM,ORION,Y-G-Y,4.0,4.0,CSS,INIGO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
84,KRILL,True,3,TILES,-YY--,5,4,CSS,FLAIR,-Y-YY,5,5,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
85,SNIDE,True,4,TEARS,-Y--Y,5,5,CSS,HOUSE,---YG,4,4,LLM,SPINE,G-GYG,2.0,2.0,CSS,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
86,LEWES,True,5,SANTO,Y----,5,5,CSS,STAMP,Y----,5,5,LLM,FIRES,---GG,3.0,3.0,CSS,CLUES,-Y-GG,3.0,3.0,LLM,LEWES,GGGGG,0.0,0.0,CSS,,,,,,3
87,TAMER,True,5,SNARE,--YYY,5,4,CSS,HOUSE,----Y,5,5,LLM,CARED,-GYG-,3.0,3.0,CSS,TAPER,GG-GG,1.0,1.0,LLM,TAMER,GGGGG,0.0,0.0,CSS,,,,,,4
88,COTTA,True,3,ALTER,Y-G--,4,4,CSS,MATCH,-YGY-,4,4,LLM,COTTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
89,CORBY,True,5,MARIE,--G--,4,4,CSS,WORRY,-GG-G,2,2,LLM,DORKY,-GG-G,2.0,2.0,CSS,FORTY,-GG-G,2.0,2.0,LLM,CORBY,GGGGG,0.0,0.0,CSS,,,,,,0
90,POLIS,True,3,AIRES,-Y--G,4,4,CSS,FLIPS,-YYYG,4,3,LLM,POLIS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
91,ROXAS,True,4,SNARE,Y-YY-,5,5,CSS,HARMS,-YY-G,4,4,LLM,ROJAS,GG-GG,1.0,1.0,CSS,ROXAS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
92,RANCE,False,6,MINAS,--GY-,4,4,CSS,WANDA,-GG--,3,3,LLM,CANOE,YGG-G,2.0,2.0,CSS,LANCE,-GGGG,1.0,1.0,LLM,VANCE,-GGGG,1.0,1.0,CSS,NANCE,-GGGG,1.0,1.0,LLM,0
93,CARON,True,6,EARLS,-GG--,3,3,CSS,MARRY,-GG--,3,3,LLM,DARIA,-GG--,3.0,3.0,CSS,GARTH,-GG--,3.0,3.0,LLM,BARON,-GGGG,1.0,1.0,CSS,CARON,GGGGG,0.0,0.0,LLM,0
94,SURYA,True,5,LOGIE,-----,5,5,CSS,HOUSE,--YY-,5,5,LLM,CUNTS,-G--Y,4.0,4.0,CSS,SURRY,GGG-Y,2.0,2.0,LLM,SURYA,GGGGG,0.0,0.0,CSS,,,,,,2
95,AGGIE,True,5,NIELS,-YY--,5,5,CSS,STEEL,--Y--,5,5,LLM,MARIE,-Y-GG,3.0,3.0,CSS,ADDIE,G--GG,2.0,2.0,LLM,AGGIE,GGGGG,0.0,0.0,CSS,,,,,,4
96,CAUSA,True,3,TASER,-GY--,4,4,CSS,HOUSE,--GG-,3,3,LLM,CAUSA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,2
97,BAMBA,True,4,RAMEN,-GG--,3,3,CSS,MAMBA,-GGGG,1,1,LLM,SAMBA,-GGGG,1.0,1.0,CSS,BAMBA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
98,MAYNE,True,5,LEAST,-YY--,5,5,CSS,HOUSE,----G,4,4,LLM,MARNE,GG-GG,1.0,1.0,CSS,MAINE,GG-GG,1.0,1.0,LLM,MAYNE,GGGGG,0.0,0.0,CSS,,,,,,2
99,BOGGS,True,6,SAREE,Y----,5,5,CSS,SHARE,Y----,5,5,LLM,LOTUS,-G--G,3.0,3.0,CSS,COINS,-G--G,3.0,3.0,LLM,BOOMS,GG--G,2.0,2.0,CSS,BOGGS,GGGGG,0.0,0.0,LLM,4
100,FINNS,True,6,AIRES,-G--G,3,3,CSS,WILLS,-G--G,3,3,LLM,SINKS,-GG-G,2.0,2.0,CSS,MINDS,-GG-G,2.0,2.0,LLM,PINTS,-GG-G,2.0,2.0,CSS,FINNS,GGGGG,0.0,0.0,LLM,0
