game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
36,TEDDY,True,6,SYRIA,-Y---,5,5,CSS,SARSA,-----,5,5,LLM,EBONY,Y---G,4.0,4.0,CSS,PEGGY,-G--G,3.0,3.0,LLM,LEFTY,-G-YG,3.0,3.0,CSS,TEDDY,GGGGG,0.0,0.0,LLM,4
37,COLES,False,6,RAINS,----G,4,4,CSS,LOBES,YG-GG,2,2,LLM,MOLES,-GGGG,1.0,1.0,CSS,HOLES,-GGGG,1.0,1.0,LLM,SOLES,-GGGG,1.0,1.0,CSS,POLES,-GGGG,1.0,1.0,LLM,0
38,HWANG,True,5,SANTO,-YY--,5,4,CSS,ALAIN,--G-Y,4,4,LLM,DRANK,--GG-,3.0,3.0,CSS,HUANG,G-GGG,1.0,1.0,LLM,HWANG,GGGGG,0.0,0.0,CSS,,,,,,0
39,WRATH,True,3,MARES,-YY--,5,5,CSS,BREWS,-G-Y-,4,4,LLM,WRATH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,3
40,MACHO,True,5,ARTIS,Y----,5,5,CSS,BRANE,--Y--,5,5,LLM,PALMA,-G-Y-,4.0,4.0,CSS,MACHU,GGGG-,1.0,1.0,LLM,MACHO,GGGGG,0.0,0.0,CSS,,,,,,1
41,LOPEZ,True,4,RAVES,---G-,4,4,CSS,OLDEN,YY-G-,4,4,LLM,MOTEL,-G-GY,3.0,3.0,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
42,GOODY,True,5,TALES,-----,5,5,CSS,ZESTS,-----,5,5,LLM,IRONY,--G-G,3.0,3.0,CSS,GOODS,GGGG-,1.0,1.0,LLM,GOODY,GGGGG,0.0,0.0,CSS,,,,,,5
43,BROTH,True,5,AYERS,---Y-,5,5,CSS,ORTON,YGY--,4,4,LLM,TROUT,YGG--,3.0,3.0,CSS,FROTH,-GGGG,1.0,1.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,0
44,VERDE,True,6,SALON,-----,5,5,CSS,SORTI,--G--,4,4,LLM,PERCY,-GG--,3.0,3.0,CSS,VERGE,GGG-G,1.0,1.0,LLM,VERVE,GGG-G,1.0,1.0,CSS,VERDE,GGGGG,0.0,0.0,LLM,2
45,TAMED,True,3,RAIDS,-G-Y-,4,4,CSS,WAVED,-G-GG,2,2,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
46,LEAFS,True,4,RAINS,-Y--G,4,4,CSS,SLATS,-YG-G,3,3,LLM,FOALS,Y-GYG,3.0,3.0,CSS,LEAFS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
47,YACHT,True,3,TALES,YG---,4,4,CSS,HAUNT,YG--G,3,3,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
48,MESSY,True,4,ARIES,---YY,5,5,CSS,SEALY,YG--G,3,3,LLM,BETSY,-G-GG,2.0,2.0,CSS,MESSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
49,RYDER,True,4,SADIE,--G-Y,4,4,CSS,MODEM,--GG-,3,3,LLM,ENDED,--GG-,3.0,3.0,CSS,RYDER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
50,MOTIF,True,4,MARES,G----,4,4,CSS,MIMIC,G--G-,3,3,LLM,MOVIN,GG-G-,2.0,2.0,CSS,MOTIF,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
51,RAVEN,True,3,LORNE,--YYY,5,5,CSS,STERN,--YYG,4,4,LLM,RAVEN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
52,REICH,True,5,REALS,GG---,3,3,CSS,RENEW,GG---,3,3,LLM,REMIT,GG-Y-,3.0,3.0,CSS,REIKI,GGG--,2.0,2.0,LLM,REICH,GGGGG,0.0,0.0,CSS,,,,,,0
53,ICONS,True,4,EARNS,---GG,3,3,CSS,SPINS,--YGG,3,3,LLM,LIONS,-YGGG,2.0,2.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
54,SILKY,True,3,AISLE,-GYY-,4,4,CSS,SILKS,GGGG-,1,1,LLM,SILKY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
55,CARVE,True,4,WASTE,-G--G,3,3,CSS,BARGE,-GG-G,2,2,LLM,CARPE,GGG-G,1.0,1.0,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
56,LAGER,False,6,BEANS,-YY--,5,5,CSS,BRAIN,-YY--,5,5,LLM,LATER,GG-GG,1.0,1.0,CSS,LAVER,GG-GG,1.0,1.0,LLM,LAZER,GG-GG,1.0,1.0,CSS,LAYER,GG-GG,1.0,1.0,LLM,4
57,JERKS,True,4,DARTS,--G-G,3,3,CSS,PERKS,-GGGG,1,1,LLM,BERKS,-GGGG,1.0,1.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
58,LOTUS,True,5,CANES,----G,4,4,CSS,STONE,YYY--,5,5,LLM,TOUTS,YGY-G,3.0,3.0,CSS,POTUS,-GGGG,1.0,1.0,LLM,LOTUS,GGGGG,0.0,0.0,CSS,,,,,,3
59,LACEY,True,5,LADEN,GG-G-,2,2,CSS,LASES,GG-G-,2,2,LLM,LATER,GG-G-,2.0,2.0,CSS,LAPEL,GG-G-,2.0,2.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,0
60,TUDOR,True,4,MARES,--Y--,5,5,CSS,ZIGGS,-----,5,5,LLM,DROOL,YY-G-,4.0,4.0,CSS,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
61,QUOTA,True,5,LINER,-----,5,5,CSS,ZINGY,-----,5,5,LLM,CHAOS,--YY-,5.0,5.0,CSS,POOJA,--G-G,3.0,3.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,2
62,MOURN,True,3,LEANS,---Y-,5,5,CSS,TIMON,--YYG,4,4,LLM,MOURN,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
63,PROMO,True,6,HERDS,--Y--,5,5,CSS,ZEBRA,---Y-,5,5,LLM,PRINT,GG---,3.0,3.0,CSS,PRYOR,GG-Y-,3.0,3.0,LLM,PROVO,GGG-G,1.0,1.0,CSS,PROMO,GGGGG,0.0,0.0,LLM,1
64,CASTE,True,5,SAINT,YG--Y,4,4,CSS,TALES,YG-YY,4,4,LLM,WASTE,-GGGG,1.0,1.0,CSS,HASTE,-GGGG,1.0,1.0,LLM,CASTE,GGGGG,0.0,0.0,CSS,,,,,,0
65,CAPRI,True,4,SALON,-G---,4,4,CSS,MARIE,-GYY-,4,3,LLM,FAIRY,-GYG-,3.0,3.0,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
66,ALIAS,True,5,LACES,YY--G,4,4,CSS,GAMES,-Y--G,4,4,LLM,FLAPS,-GY-G,3.0,3.0,CSS,ALIVE,GGG--,2.0,2.0,LLM,ALIAS,GGGGG,0.0,0.0,CSS,,,,,,5
67,PADDY,True,4,NILES,-----,5,5,CSS,CLUES,-----,5,5,LLM,PORTA,G---Y,4.0,4.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
68,BLOBS,True,6,EARNS,----G,4,4,CSS,PLOTS,-GG-G,2,2,LLM,GLOSS,-GG-G,2.0,2.0,CSS,BLOWS,GGG-G,1.0,1.0,LLM,BLOCS,GGG-G,1.0,1.0,CSS,BLOBS,GGGGG,0.0,0.0,LLM,0
69,DILLY,True,6,SALEM,--G--,4,4,CSS,FILLY,-GGGG,1,1,LLM,TILLY,-GGGG,1.0,1.0,CSS,HILLY,-GGGG,1.0,1.0,LLM,GILLY,-GGGG,1.0,1.0,CSS,DILLY,GGGGG,0.0,0.0,LLM,0
70,GUTSY,True,3,CARES,----Y,5,5,CSS,GUESS,GG-G-,2,2,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,2
71,TABOR,True,5,OAKES,YG---,4,4,CSS,RAXEN,YG---,4,4,LLM,MARLO,-GY-Y,4.0,4.0,CSS,AVERS,Y--Y-,5.0,4.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,6
72,INLAY,True,3,LAINE,YYYY-,5,5,CSS,SNAIL,-GYYY,4,4,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
73,AHHHH,True,5,COLES,-----,5,5,CSS,ZESTS,-----,5,5,LLM,NAIRA,-Y---,5.0,5.0,CSS,AHHWA,GGG--,2.0,2.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,2
74,ROUEN,True,5,LOREN,-GYGG,2,2,CSS,ROGEN,GG-GG,1,1,LLM,ROSEN,GG-GG,1.0,1.0,CSS,OUGHT,YY---,5.0,4.0,LLM,ROUEN,GGGGG,0.0,0.0,CSS,,,,,,6
75,BUENA,True,5,HARES,-Y-Y-,5,5,CSS,HORSE,----Y,5,5,LLM,DELTA,-Y--G,4.0,4.0,CSS,AURES,YG-Y-,4.0,4.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,8
76,MENON,True,3,DANTE,--G-Y,4,4,CSS,BONES,-YGY-,4,4,LLM,MENON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
77,TRASK,True,4,ARISE,YG-G-,3,3,CSS,GRASP,-GGG-,2,2,LLM,CRASH,-GGG-,2.0,2.0,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,3,NOISE,-YYY-,5,5,CSS,SILOS,YY-Y-,5,4,LLM,CASIO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
79,VOILA,True,4,RAKES,-Y---,5,5,CSS,SNARE,--Y--,5,5,LLM,TILDA,-YY-G,4.0,3.0,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
80,AURAL,True,5,LEONA,Y---Y,5,5,CSS,MIGHT,-----,5,5,LLM,CALLS,-YY--,5.0,5.0,CSS,ABDUL,G--YG,3.0,3.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,2
81,LEGER,True,3,RAINE,Y---Y,5,5,CSS,GUESS,Y-Y--,5,5,LLM,LEGER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,1
82,DALLY,True,4,NEARS,--Y--,5,5,CSS,BREWS,-----,5,5,LLM,TALIA,-GG--,3.0,3.0,CSS,DALLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
83,INIGO,True,3,OATES,Y----,5,5,CSS,LONGO,--YGG,3,3,LLM,INIGO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
84,KRILL,True,5,SOREN,--Y--,5,5,CSS,ZESTY,-----,5,5,LLM,CIARA,-Y-Y-,5.0,5.0,CSS,GRILL,-GGGG,1.0,1.0,LLM,KRILL,GGGGG,0.0,0.0,CSS,,,,,,3
85,SNIDE,True,4,AISLE,-YY-G,4,4,CSS,SHIRT,G-G--,3,3,LLM,SNIPE,GGG-G,1.0,1.0,CSS,SNIDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,1
86,LEWES,True,3,TAILS,---YG,4,4,CSS,LOBES,G--GG,2,2,LLM,LEWES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
87,TAMER,True,3,SOLAR,---YG,4,4,CSS,WORDS,--Y--,5,5,LLM,TAMER,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,4
88,COTTA,True,6,LIENS,-----,5,5,CSS,ZESTS,---G-,4,4,LLM,PARTY,-Y-G-,4.0,4.0,CSS,QUOTA,--YGG,3.0,3.0,LLM,GOTTA,-GGGG,1.0,1.0,CSS,COTTA,GGGGG,0.0,0.0,LLM,2
89,CORBY,True,5,DATES,-----,5,5,CSS,GREET,-Y---,5,5,LLM,CORNY,GGG-G,1.0,1.0,CSS,CORKY,GGG-G,1.0,1.0,LLM,CORBY,GGGGG,0.0,0.0,CSS,,,,,,2
90,POLIS,True,4,LANES,Y---G,4,4,CSS,FLIPS,-YYYG,4,3,LLM,PILLS,GYG-G,2.0,2.0,CSS,POLIS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
91,ROXAS,True,5,ARIEL,YY---,5,5,CSS,BRANS,-YY-G,4,4,LLM,PARTS,-YY-G,4.0,4.0,CSS,ROJAS,GG-GG,1.0,1.0,LLM,ROXAS,GGGGG,0.0,0.0,CSS,,,,,,1
92,RANCE,True,5,ROSEN,G--YY,4,4,CSS,RAISE,GG--G,2,2,LLM,RANGE,GGG-G,1.0,1.0,CSS,CRANE,YYYYG,4.0,2.0,LLM,RANCE,GGGGG,0.0,0.0,CSS,,,,,,5
93,CARON,True,3,RAINE,YG-Y-,4,4,CSS,MANOR,-GYGY,3,3,LLM,CARON,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
94,SURYA,True,3,SORTA,G-G-G,2,2,CSS,SERRA,G-G-G,2,2,LLM,SURYA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,,,,,,0
95,AGGIE,True,5,LOUSE,----G,4,4,CSS,ARNIE,G--GG,2,2,LLM,ADDIE,G--GG,2.0,2.0,CSS,AGGRE,GGG-G,1.0,1.0,LLM,AGGIE,GGGGG,0.0,0.0,CSS,,,,,,2
96,CAUSA,True,4,LIARS,--Y-Y,5,4,CSS,GIVEN,-----,5,5,LLM,SASHA,YG--G,3.0,3.0,CSS,CAUSA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
97,BAMBA,True,5,LOUIE,-----,5,5,CSS,ZOOMY,---Y-,5,5,LLM,SAMAR,-GGY-,3.0,3.0,CSS,BAMBO,GGGG-,1.0,1.0,LLM,BAMBA,GGGGG,0.0,0.0,CSS,,,,,,2
98,MAYNE,True,4,HARES,-G-Y-,4,4,CSS,LADLE,-G--G,3,3,LLM,MAINE,GG-GG,1.0,1.0,CSS,MAYNE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
99,BOGGS,False,6,HANES,----G,4,4,CSS,ZESTS,----G,4,4,LLM,CORDS,-G--G,3.0,3.0,CSS,POODS,-G--G,3.0,3.0,LLM,FOULS,-G--G,3.0,3.0,CSS,BOMBS,GG--G,2.0,2.0,LLM,2
100,FINNS,False,6,RANTS,--G-G,3,3,CSS,WINES,-GG-G,2,2,LLM,KINDS,-GG-G,2.0,2.0,CSS,PINUS,-GG-G,2.0,2.0,LLM,SINGS,-GG-G,2.0,2.0,CSS,MINIS,-GG-G,2.0,2.0,LLM,0
