game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
15,FOLKS,True,4,SELMA,Y-G--,4,4,CSS,TOLLS,-GG-G,2,2,LLM,FOLDS,GGG-G,1,1,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
16,CHILE,True,3,DORMS,-----,5,5,CSS,PAINE,--G-G,3,3,LLM,CHILE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
17,BLACK,True,4,RAIDS,-Y---,5,5,CSS,LEONA,Y---Y,5,5,LLM,ALKYL,YGY--,4,4,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
18,GRANT,True,3,LOSER,----Y,5,5,CSS,TRINA,YG-GY,3,3,LLM,GRANT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
19,MEALS,True,3,ROSEN,--YY-,5,5,CSS,STALE,Y-GGY,3,3,LLM,MEALS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
20,CREAM,True,4,HARES,-YYY-,5,4,CSS,TRADE,-GY-Y,4,4,LLM,BREAK,-GGG-,2,2,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
21,AWAKE,True,4,TIRES,---Y-,5,5,CSS,NEALE,--G-G,3,3,LLM,AGAVE,G-G-G,2,2,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
22,OCCUR,True,4,LINER,----G,4,4,CSS,TAMAR,----G,4,4,LLM,ODOUR,G--GG,2,2,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
23,YEARS,True,3,RACES,YY-YG,4,4,CSS,AYERS,YYYGG,3,2,LLM,YEARS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
24,GRADE,True,3,ACRES,Y-YY-,5,5,CSS,BEARD,-YGYY,4,4,LLM,GRADE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
25,CHILL,True,5,DEANS,-----,5,5,CSS,PIRLO,-Y-G-,4,4,LLM,QUILL,--GGG,2,2,CSS,TWILL,--GGG,2.0,2.0,LLM,CHILL,GGGGG,0.0,0.0,CSS,,,,,,0
26,FLOOD,True,4,TRIES,-----,5,5,CSS,DOLAN,YYY--,5,5,LLM,FLOYD,GGG-G,1,1,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
27,APPLY,True,3,AILES,G-Y--,4,4,CSS,ALOHA,GY---,4,4,LLM,APPLY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
28,SMILE,True,5,HANES,---YY,5,5,CSS,SERIE,G--YG,3,3,LLM,STIPE,G-G-G,2,2,CSS,SLIDE,GYG-G,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,0
29,KNOCK,True,4,SHIRE,-----,5,5,CSS,TONYA,-YY--,5,5,LLM,FLOWN,--G-Y,4,4,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
30,SLEEP,True,3,NEARS,-Y--Y,5,5,CSS,SLOPE,GG-YY,3,3,LLM,SLEEP,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
31,BRICK,True,5,ACRES,-YY--,5,5,CSS,CRYIN,YG-Y-,4,4,LLM,FRICK,-GGGG,1,1,CSS,TRICK,-GGGG,1.0,1.0,LLM,BRICK,GGGGG,0.0,0.0,CSS,,,,,,0
32,WROTE,True,4,LACES,---Y-,5,5,CSS,GENRE,---YG,4,4,LLM,TROPE,YGG-G,2,2,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
33,RATED,True,3,SARIN,-GY--,4,4,CSS,TAMER,YG-GY,3,3,LLM,RATED,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
34,ALERT,True,5,CURES,--YY-,5,5,CSS,TRADE,YYY-Y,5,5,LLM,PETRA,-YYGY,4,4,CSS,AVERT,G-GGG,1.0,1.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,0
35,CAGES,True,5,LAPSE,-G-YY,4,4,CSS,RATES,-G-GG,2,2,LLM,GAMES,YG-GG,2,2,CSS,WAGES,-GGGG,1.0,1.0,LLM,CAGES,GGGGG,0.0,0.0,CSS,,,,,,0
36,TEDDY,True,4,LIMES,---Y-,5,5,CSS,CRANE,----Y,5,5,LLM,BETTY,-GY-G,3,3,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
37,COLES,False,6,EARLS,Y--YG,4,4,CSS,PILES,--GGG,2,2,LLM,MOLES,-GGGG,1,1,CSS,SOLES,-GGGG,1.0,1.0,LLM,HOLES,-GGGG,1.0,1.0,CSS,FOLES,-GGGG,1.0,1.0,LLM,0
38,HWANG,True,4,LATIN,-Y--Y,5,5,CSS,SENNA,---GY,4,4,LLM,CHANG,-YGGG,2,2,CSS,HWANG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
39,WRATH,True,4,ALINE,Y----,5,5,CSS,CARTS,-YYG-,4,4,LLM,PRATT,-GGG-,2,2,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
40,MACHO,True,3,ARIES,Y----,5,5,CSS,NATAL,-G---,4,4,LLM,MACHO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
41,LOPEZ,True,4,DARES,---G-,4,4,CSS,HELEN,--YG-,4,4,LLM,VOWEL,-G-GY,3,3,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
42,GOODY,True,4,RATES,-----,5,5,CSS,LINGO,---YY,5,5,LLM,GOOFY,GGG-G,1,1,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
43,BROTH,True,4,LINES,-----,5,5,CSS,DARTH,--YGG,3,3,LLM,FROTH,-GGGG,1,1,CSS,BROTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
44,VERDE,True,4,MORES,--GY-,4,4,CSS,PARTE,--G-G,3,3,LLM,NERVE,-GGYG,2,2,CSS,VERDE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
45,TAMED,True,5,RAINE,-G--Y,4,4,CSS,TALES,GG-G-,2,2,LLM,TAXED,GG-GG,1,1,CSS,TAPED,GG-GG,1.0,1.0,LLM,TAMED,GGGGG,0.0,0.0,CSS,,,,,,0
46,LEAFS,True,6,EUROS,Y---G,4,4,CSS,DEALS,-GGYG,2,2,LLM,LEAPS,GGG-G,1,1,CSS,LEANS,GGG-G,1.0,1.0,LLM,LEAKS,GGG-G,1.0,1.0,CSS,LEAFS,GGGGG,0.0,0.0,LLM,0
47,YACHT,True,4,ARISE,Y----,5,5,CSS,LANZA,-G---,4,4,LLM,CATHY,YGYGY,3,3,CSS,YACHT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
48,MESSY,True,3,RAISE,---GY,4,4,CSS,CHESS,--YGY,4,3,LLM,MESSY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
49,RYDER,True,4,ALINE,----Y,5,5,CSS,SORES,--YG-,4,4,LLM,DETER,Y--GG,3,3,CSS,RYDER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
50,MOTIF,True,3,ARTIS,--GG-,3,3,CSS,CUTIE,--GG-,3,3,LLM,MOTIF,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
51,RAVEN,True,4,LANES,-GYG-,3,3,CSS,KAMEN,-G-GG,2,2,LLM,HADEN,-G-GG,2,2,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
52,REICH,True,4,LEANS,-G---,4,4,CSS,DETER,-G--Y,4,4,LLM,MERRY,-GY--,4,4,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
53,ICONS,True,4,BASEL,--Y--,5,5,CSS,SHORT,Y-G--,4,4,LLM,MOONS,--GGG,2,2,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
54,SILKY,True,4,BOARS,----Y,5,5,CSS,SHITE,G-Y--,4,4,LLM,SILLY,GGG-G,1,1,CSS,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
55,CARVE,True,5,ARISE,YY--G,4,3,CSS,CARPE,GGG-G,1,1,LLM,CARNE,GGG-G,1,1,CSS,CARTE,GGG-G,1.0,1.0,LLM,CARVE,GGGGG,0.0,0.0,CSS,,,,,,0
56,LAGER,False,6,CONES,---G-,4,4,CSS,EATER,-G-GG,2,2,LLM,FAMER,-G-GG,2,2,CSS,LAVER,GG-GG,1.0,1.0,LLM,LAUER,GG-GG,1.0,1.0,CSS,LAYER,GG-GG,1.0,1.0,LLM,0
57,JERKS,True,6,MEATS,-G--G,3,3,CSS,REELS,YG--G,3,3,LLM,HERBS,-GG-G,2,2,CSS,FERNS,-GG-G,2.0,2.0,LLM,PERKS,-GGGG,1.0,1.0,CSS,JERKS,GGGGG,0.0,0.0,LLM,0
58,LOTUS,True,3,TONAL,YG--Y,4,4,CSS,BOLTS,-GYYG,3,3,LLM,LOTUS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
59,LACEY,True,3,TRACE,--YYY,5,3,CSS,DECAL,-YGYY,4,4,LLM,LACEY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
60,TUDOR,True,5,REALS,Y----,5,5,CSS,GROOT,-Y-GY,4,4,LLM,TUMOR,GG-GG,1,1,CSS,TUTOR,GG-GG,1.0,1.0,LLM,TUDOR,GGGGG,0.0,0.0,CSS,,,,,,0
61,QUOTA,True,4,SHARE,--Y--,5,5,CSS,TANIA,Y---G,4,4,LLM,GOTTA,-Y-GG,3,3,CSS,QUOTA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
62,MOURN,True,4,CRIED,-Y---,5,5,CSS,SORTA,-GY--,4,4,LLM,ROBYN,YG--G,3,3,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
63,PROMO,True,3,RAISE,Y----,5,5,CSS,GROOT,-GGY-,3,3,LLM,PROMO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
64,CASTE,True,3,LAKES,-G-YY,4,4,CSS,PARSE,-G-YG,3,3,LLM,CASTE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
65,CAPRI,True,4,SABER,-G--Y,4,4,CSS,MARIA,-GYY-,4,3,LLM,DAIRY,-GYG-,3,3,CSS,CAPRI,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
66,ALIAS,True,3,CRIES,--G-G,3,3,CSS,SLITS,-GG-G,2,2,LLM,ALIAS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
67,PADDY,True,5,HATES,-G---,4,4,CSS,MARLA,-G---,4,4,LLM,CANDY,-G-GG,2,2,CSS,DADDY,-GGGG,1.0,1.0,LLM,PADDY,GGGGG,0.0,0.0,CSS,,,,,,0
68,BLOBS,True,5,CAINE,-----,5,5,CSS,LOTUS,YY--G,4,3,LLM,GLOSS,-GG-G,2,2,CSS,PLOWS,-GG-G,2.0,2.0,LLM,BLOBS,GGGGG,0.0,0.0,CSS,,,,,,0
69,DILLY,True,4,NASIR,---Y-,5,5,CSS,TILED,-GG-Y,3,3,LLM,DILDO,GGG--,2,2,CSS,DILLY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
70,GUTSY,True,4,AILES,----Y,5,5,CSS,STORY,YY--G,4,4,LLM,GUSTY,GGYYG,2,2,CSS,GUTSY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
71,TABOR,True,3,OATES,YGY--,4,4,CSS,TANTO,GG--Y,3,3,LLM,TABOR,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
72,INLAY,True,3,SNARE,-GY--,4,4,CSS,ANION,YGY--,4,4,LLM,INLAY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
73,AHHHH,True,4,RATES,-Y---,5,5,CSS,DIANA,--Y--,5,5,LLM,LOYAL,---Y-,5,5,CSS,AHHHH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
74,ROUEN,True,4,CARES,--YG-,4,4,CSS,DINER,--YGY,4,4,LLM,RUBEN,GY-GG,2,2,CSS,ROUEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
75,BUENA,True,3,NEARS,YYY--,5,5,CSS,ALINE,Y--GY,4,4,LLM,BUENA,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
76,MENON,True,4,SAUER,---Y-,5,5,CSS,LEONE,-GYY-,4,3,LLM,VENOM,-GGGY,2,2,CSS,MENON,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
77,TRASK,True,4,NAMES,-Y--Y,5,5,CSS,SORTA,Y-YYY,5,5,LLM,TRASH,GGGG-,1,1,CSS,TRASK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
78,CASIO,True,3,DRIES,--Y-Y,5,5,CSS,SATIN,YG-G-,3,3,LLM,CASIO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
79,VOILA,True,4,TIRES,-Y---,5,5,CSS,LAING,YYG--,4,4,LLM,AVILA,-YGGG,2,2,CSS,VOILA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
80,AURAL,True,5,LACES,YY---,5,5,CSS,NIALL,--Y-G,4,4,LLM,MORAL,--GGG,2,2,CSS,RURAL,-GGGG,1.0,1.0,LLM,AURAL,GGGGG,0.0,0.0,CSS,,,,,,0
81,LEGER,True,4,NILES,--YG-,4,4,CSS,LEVER,GG-GG,1,1,LLM,LEPER,GG-GG,1,1,CSS,LEGER,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
82,DALLY,False,6,TILES,--G--,4,4,CSS,HOLLA,--GGY,3,3,LLM,BALLY,-GGGG,1,1,CSS,LALLY,-GGGG,1.0,1.0,LLM,CALLY,-GGGG,1.0,1.0,CSS,RALLY,-GGGG,1.0,1.0,LLM,0
83,INIGO,True,4,TALES,-----,5,5,CSS,ROUND,-Y-Y-,5,5,LLM,NIXON,YY-Y-,5,3,CSS,INIGO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
84,KRILL,True,4,YEARS,---Y-,5,5,CSS,ORTON,-G---,4,4,LLM,CRUMB,-G---,4,4,CSS,KRILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
85,SNIDE,True,3,HARES,---YY,5,5,CSS,SEINE,G-GYG,2,2,LLM,SNIDE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
86,LEWES,True,3,ARNIE,----Y,5,5,CSS,SLEET,YYYG-,4,3,LLM,LEWES,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
87,TAMER,True,6,CARNE,-GY-Y,4,4,CSS,LATER,-GYGG,2,2,LLM,TASER,GG-GG,1,1,CSS,TAKER,GG-GG,1.0,1.0,LLM,TAPER,GG-GG,1.0,1.0,CSS,TAMER,GGGGG,0.0,0.0,LLM,0
88,COTTA,True,3,LACES,-YY--,5,5,CSS,CIARA,G---G,3,3,LLM,COTTA,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
89,CORBY,True,3,LAINE,-----,5,5,CSS,COORS,GG-Y-,3,3,LLM,CORBY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
90,POLIS,True,3,HEIRS,--Y-G,4,4,CSS,LINKS,YY--G,4,4,LLM,POLIS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
91,ROXAS,True,3,REALS,G-Y-G,3,3,CSS,RANKS,GY--G,3,3,LLM,ROXAS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
92,RANCE,True,4,TIERS,--YY-,5,5,CSS,LORDE,--Y-G,4,4,LLM,CRAVE,YYY-G,4,3,CSS,RANCE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
93,CARON,True,3,SNAIL,-YY--,5,5,CSS,RONAN,YY-YG,4,4,LLM,CARON,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
94,SURYA,True,3,ALIEN,Y----,5,5,CSS,CORSA,--GYG,3,3,LLM,SURYA,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
95,AGGIE,True,4,HAIRS,-YY--,5,5,CSS,LINDA,-Y--Y,5,5,LLM,IMAGE,Y-YYG,4,4,CSS,AGGIE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
96,CAUSA,True,3,SEPIA,Y---G,4,4,CSS,TASHA,-GY-G,3,3,LLM,CAUSA,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
97,BAMBA,True,4,OATES,-G---,4,4,CSS,MARLA,YG--G,3,3,LLM,GAMMA,-GG-G,2,2,CSS,BAMBA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
98,MAYNE,True,3,SAUER,-G-Y-,4,4,CSS,MAINE,GG-GG,1,1,LLM,MAYNE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
99,BOGGS,True,5,SLICE,Y----,5,5,CSS,BARNS,G---G,3,3,LLM,BOOTS,GG--G,2,2,CSS,BOGUS,GGG-G,1.0,1.0,LLM,BOGGS,GGGGG,0.0,0.0,CSS,,,,,,0
100,FINNS,True,3,LAINE,--YG-,4,4,CSS,SUNNI,Y-GGY,3,3,LLM,FINNS,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,0
